"","peak_id","Feature","mz","ret","int","group_id","family_id","adducts","connected_to","keep_rep","status"
"2572","2555","21390","1,290.6301","9.751","423.9","158","158_1_F1","2M+NH4; M+NH4","[21379]; [21379]","true","keep_rep"
"2573","2553","21379","1,295.5864","9.749","372.4","158","158_1_F1","2M+Na; M+Na","[21390]; [21390]","false","filtered"
"2570","1546","8393","531.2060","3.731","5,082.2","157","157_1_F1","M+H","[8537]","true","keep_rep"
"2571","1571","8537","609.2237","3.779","620.0","157","157_1_F1","M+DMSO+H","[8393]","false","filtered"
"2567","1815","9973","1,057.5182","4.405","3,352.5","156","156_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[9974]; [9974, 9975]; [9974]; [9974]; [9974]; [9974, 9975]; [9974]","true","keep_rep"
"2568","1840","9975","1,074.5454","4.419","2,027.3","156","156_1_F1","2M+NH4; M+NH4","[9973, 9974]; [9973, 9974]","false","filtered"
"2569","1813","9974","1,079.5028","4.404","1,046.0","156","156_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[9973]; [9973, 9975]; [9973]; [9973]; [9973]; [9973]; [9973, 9975]","false","filtered"
"2565","2554","21393","977.9383","9.749","339.6","155","155_1_F1","2M+Na; M+Na","[21387]; [21387]","true","keep_rep"
"2566","2556","21387","972.9820","9.751","293.0","155","155_1_F1","2M+NH4; M+NH4","[21393]; [21393]","false","filtered"
"2563","2549","21225","975.5658","9.689","2,501.9","154","154_1_F1","2M+Na; M+Na","[21209]; [21209]","true","keep_rep"
"2564","2548","21209","970.6115","9.678","1,782.3","154","154_1_F1","2M+NH4; M+NH4","[21225]; [21225]","false","filtered"
"2561","1486","7807","962.5005","3.518","2,161.1","153","153_1_F1","2M+NH4; M+NH4","[7790]; [7790]","true","keep_rep"
"2562","1481","7790","967.4506","3.499","391.2","153","153_1_F1","2M+Na; M+Na","[7807]; [7807]","false","filtered"
"2555","1793","10006","887.9173","4.391","4,921.0","152","152_1_F1","M+2H; M+H+NH4; M+H+Na","[10061, 9972]; [10022]; [10061]","true","keep_rep"
"2556","1811","9972","896.4304","4.404","1,356.7","152","152_1_F1","2M+NH4; M+H+NH4; M+NH4","[10022]; [10006, 10061]; [10022]","false","filtered"
"2557","1800","9937","881.8789","4.402","709.1","152","152_1_F1","2M+H; M+H; M+H+NH4","[10061]; [10061]; [10072]","false","filtered"
"2558","1830","10022","901.3809","4.408","662.0","152","152_1_F1","2M+NH4; 2M+Na; M+2Na; M+H+Na; M+NH4; M+Na","[10072]; [9972]; [10006]; [10061]; [10072]; [9972]","false","filtered"
"2559","1820","10061","898.9019","4.406","574.9","152","152_1_F1","2M+NH4; M+2Na; M+H+NH4; M+H+Na; M+NH4","[9937]; [10006]; [10022]; [10006, 9972]; [9937]","false","filtered"
"2560","1819","10072","884.3524","4.406","180.0","152","152_1_F1","2M+H; M+H; M+H+Na","[10022]; [10022]; [9937]","false","filtered"
"2552","1681","9144","934.5391","4.017","1,278.2","151","151_1_F1","2M+NH4; M+NH4","[9137, 9146]; [9137, 9146]","true","keep_rep"
"2553","1676","9137","939.4943","4.013","655.7","151","151_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[9146]; [9144, 9146]; [9146]; [9146]; [9146]; [9146]; [9144, 9146]","false","filtered"
"2554","1680","9146","917.5128","4.017","175.9","151","151_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[9137]; [9137, 9144]; [9137]; [9137]; [9137]; [9137, 9144]; [9137]","false","filtered"
"2550","1937","10730","821.3618","4.722","634.2","150","150_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[10719]; [10719]; [10719]; [10719]; [10719]; [10719]; [10719]","true","keep_rep"
"2551","1920","10719","843.3463","4.714","151.4","150","150_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[10730]; [10730]; [10730]; [10730]; [10730]; [10730]; [10730]","false","filtered"
"2548","1913","10623","796.4136","4.704","2,408.3","149","149_1_F1","2M+NH4; M+NH4","[10630]; [10630]","true","keep_rep"
"2549","1914","10630","801.3684","4.706","452.1","149","149_1_F1","2M+Na; M+Na","[10623]; [10623]","false","filtered"
"2544","1386","7171","832.4349","3.246","2,577.7","148","148_1_F1","2M+NH4; M+NH4","[7170, 7173, 7176]; [7170, 7173, 7176]","true","keep_rep"
"2545","1385","7170","815.4085","3.246","534.2","148","148_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+K; M+Na","[7176]; [7171, 7173, 7176]; [7176]; [7176]; [7176]; [7171, 7173, 7176]; [7173]; [7176]","false","filtered"
"2546","1390","7176","837.3898","3.248","466.2","148","148_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[7170]; [7170, 7171, 7173]; [7170]; [7170]; [7170]; [7170]; [7170, 7171, 7173]","false","filtered"
"2547","1387","7173","853.3641","3.246","143.1","148","148_1_F1","2M+K; M+2K-H; M+K","[7170, 7171, 7176]; [7170]; [7170, 7171, 7176]","false","filtered"
"2542","1600","8682","788.4812","3.824","812.0","147","147_1_F1","2M+NH4; M+NH4","[8655]; [8655]","true","keep_rep"
"2543","1596","8655","793.4358","3.818","221.2","147","147_1_F1","2M+Na; M+Na","[8682]; [8682]","false","filtered"
"2540","2021","11298","784.4496","4.965","1,201.8","146","146_1_F1","2M+NH4; M+NH4","[11300]; [11300]","true","keep_rep"
"2541","2022","11300","789.4057","4.967","260.9","146","146_1_F1","2M+Na; M+Na","[11298]; [11298]","false","filtered"
"2538","1869","10352","784.4499","4.548","1,243.8","145","145_1_F1","2M+NH4; M+NH4","[10353]; [10353]","true","keep_rep"
"2539","1870","10353","789.4051","4.550","693.8","145","145_1_F1","2M+Na; M+Na","[10352]; [10352]","false","filtered"
"2533","1732","9382","800.4451","4.140","59,926.7","144","144_1_F1","2M+NH4; M+NH4","[9363, 9364, 9365]; [9363, 9364, 9365]","true","keep_rep"
"2534","1725","9364","805.3999","4.139","11,986.8","144","144_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[9363]; [9363, 9365, 9382]; [9363]; [9363]; [9363]; [9363]; [9363, 9365, 9382]","false","filtered"
"2535","1743","9478","451.2489","4.176","4,318.6","144","144_1_F1","M+DMSO+H","[9363]","false","filtered"
"2536","1726","9365","821.3762","4.139","2,302.3","144","144_1_F1","2M+K; M+2K-H; M+K","[9363, 9364, 9382]; [9363]; [9363, 9364, 9382]","false","filtered"
"2537","1724","9363","783.4182","4.139","1,203.7","144","144_1_F1","2M+ACN+H; 2M+H; 2M+K; M+2H; M+3H; M+ACN+H; M+H; M+K; M+Na","[9364]; [9364, 9365, 9382]; [9478]; [9364]; [9364]; [9364]; [9364, 9365, 9382]; [9365]; [9364]","false","filtered"
"2529","2087","11764","784.4499","5.202","41,290.0","143","143_1_F1","2M+NH4; M+NH4","[11753, 11772, 11773]; [11753, 11772, 11773]","true","keep_rep"
"2530","2088","11772","789.4050","5.204","5,439.1","143","143_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[11753]; [11753, 11764, 11773]; [11753]; [11753]; [11753]; [11753]; [11753, 11764, 11773]","false","filtered"
"2531","2089","11773","805.3786","5.204","990.6","143","143_1_F1","2M+K; M+2K-H; M+K","[11753, 11764, 11772]; [11753]; [11753, 11764, 11772]","false","filtered"
"2532","2084","11753","767.4236","5.200","912.7","143","143_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+K; M+Na","[11772]; [11764, 11772, 11773]; [11772]; [11772]; [11772]; [11764, 11772, 11773]; [11773]; [11772]","false","filtered"
"2526","2372","14676","694.4046","6.564","1,838.6","142","142_1_F1","2M+NH4; M+CH3OH+H; M+NH4","[14677]; [14670]; [14677]","true","keep_rep"
"2527","2374","14677","699.3586","6.580","540.3","142","142_1_F1","2M+Na; M+Na","[14676]; [14676]","false","filtered"
"2528","2373","14670","236.2235","6.567","71.0","142","","M+H+2Na","[14676]","false","kept (no corr-family)"
"2523","2400","15072","694.4032","6.746","11,862.4","141","141_1_F1","2M+NH4; M+NH4","[15062, 15064]; [15062, 15064]","true","keep_rep"
"2524","2398","15062","699.3584","6.744","4,290.8","141","141_1_F1","2M+Na; M+Na","[15064, 15072]; [15064, 15072]","false","filtered"
"2525","2399","15064","715.3322","6.744","397.9","141","141_1_F1","2M+K; M+K","[15062, 15072]; [15062, 15072]","false","filtered"
"2521","2028","11339","698.1837","4.983","492.7","140","140_1_F1","2M+Na; M+Na","[11340]; [11340]","true","keep_rep"
"2522","2029","11340","714.1567","4.983","121.9","140","140_1_F1","2M+K; M+K","[11339]; [11339]","false","filtered"
"2519","1994","11067","417.2431","4.862","17,231.7","139","139_1_F1","M+IsoProp+Na+H","[11116]","true","keep_rep"
"2520","2004","11116","351.2163","4.874","4,646.4","139","139_1_F1","M+NH4","[11067]","false","filtered"
"2517","1376","7032","682.4033","3.196","1,068.1","138","138_1_F1","2M+NH4; M+NH4","[7034]; [7034]","true","keep_rep"
"2518","1379","7034","687.3587","3.198","264.7","138","138_1_F1","2M+Na; M+Na","[7032]; [7032]","false","filtered"
"2515","1715","9306","678.3719","4.104","1,878.1","137","137_1_F1","2M+NH4; M+NH4","[9308]; [9308]","true","keep_rep"
"2516","1716","9308","683.3272","4.106","347.0","137","137_1_F1","2M+Na; M+Na","[9306]; [9306]","false","filtered"
"2513","2491","16876","672.4190","7.522","1,618.5","136","136_1_F1","2M+NH4; M+NH4","[16877]; [16877]","true","keep_rep"
"2514","2492","16877","677.3739","7.522","687.5","136","136_1_F1","2M+Na; M+Na","[16876]; [16876]","false","filtered"
"2510","1688","9167","654.3875","4.033","2,553.7","135","135_1_F1","2M+NH4; M+NH4","[9166, 9168]; [9166, 9168]","true","keep_rep"
"2511","1689","9168","659.3433","4.033","963.5","135","135_1_F1","2M+Na; M+Na","[9166, 9167]; [9166, 9167]","false","filtered"
"2512","1687","9166","675.3184","4.033","312.8","135","135_1_F1","2M+K; M+K","[9167, 9168]; [9167, 9168]","false","filtered"
"2508","1473","7752","640.2637","3.473","847.8","134","134_1_F1","2M+NH4; M+NH4","[7753]; [7753]","true","keep_rep"
"2509","1474","7753","661.1931","3.473","162.2","134","134_1_F1","2M+K; M+K","[7752]; [7752]","false","filtered"
"2506","1769","9702","643.3479","4.299","744.5","133","133_1_F1","2M+Na; M+Na","[9703]; [9703]","true","keep_rep"
"2507","1770","9703","659.3219","4.299","264.7","133","133_1_F1","2M+K; M+K","[9702]; [9702]","false","filtered"
"2504","1326","6740","641.2241","3.076","688.8","132","132_1_F1","2M+Na; M+Na","[6743]; [6743]","true","keep_rep"
"2505","1327","6743","636.2676","3.078","213.8","132","132_1_F1","2M+NH4; M+NH4","[6740]; [6740]","false","filtered"
"2499","2077","11629","634.3612","5.135","56,998.9","131","131_1_F1","2M+NH4; M+NH4","[11631, 11632]; [11631, 11632]","true","keep_rep"
"2500","2078","11631","639.3165","5.135","11,294.9","131","131_1_F1","2M+Na; M+ACN+Na; M+Na","[11629, 11632]; [11616]; [11629, 11632]","false","filtered"
"2501","2075","11616","636.3659","5.131","5,772.4","131","131_1_F1","2M+NH4; M+IsoProp+H; M+NH4","[11633]; [11631]; [11633]","false","filtered"
"2502","2079","11632","655.2904","5.135","2,863.6","131","131_1_F1","2M+K; M+K","[11629, 11631]; [11629, 11631]","false","filtered"
"2503","2080","11633","657.2935","5.135","402.7","131","131_1_F1","2M+K; M+K","[11616]; [11616]","false","filtered"
"2497","2499","17115","622.3826","7.617","1,133.4","130","130_1_F1","2M+NH4; M+NH4","[17113]; [17113]","true","keep_rep"
"2498","2498","17113","627.3380","7.615","470.7","130","130_1_F1","2M+Na; M+Na","[17115]; [17115]","false","filtered"
"2491","1966","10946","654.3872","4.846","38,066.2","129","129_1_F1","2M+NH4; M+NH4","[10931, 10935]; [10931, 10935]","true","keep_rep"
"2492","1965","10935","659.3429","4.842","4,616.8","129","129_1_F1","2M+Na; M+K; M+Na","[10931, 10946]; [11129]; [10931, 10946]","false","filtered"
"2493","1984","11129","620.3842","4.859","1,908.0","129","129_1_F1","2M+NH4; M+; M+NH4","[11132]; [10935]; [11132]","false","filtered"
"2494","1964","10931","675.3156","4.837","528.5","129","129_1_F1","2M+K; M+2ACN+H; M+K","[10935, 10946]; [11080]; [10935, 10946]","false","filtered"
"2495","1963","11080","1,185.5207","4.836","497.1","129","129_1_F1","2M+H","[10931]","false","filtered"
"2496","2002","11132","603.3550","4.872","448.5","129","129_1_F1","2M+H; M+H","[11129]; [11129]","false","filtered"
"2489","2422","15636","620.3665","7.003","2,255.8","128","128_1_F1","2M+NH4; M+NH4","[15637]; [15637]","true","keep_rep"
"2490","2423","15637","625.3222","7.003","545.9","128","128_1_F1","2M+Na; M+Na","[15636]; [15636]","false","filtered"
"2486","2439","15916","620.3667","7.125","5,807.1","127","127_1_F1","2M+NH4; M+NH4","[15897, 15903]; [15897, 15903]","true","keep_rep"
"2487","2437","15903","625.3220","7.121","2,019.2","127","127_1_F1","2M+Na; M+Na","[15897, 15916]; [15897, 15916]","false","filtered"
"2488","2436","15897","641.2965","7.121","162.5","127","127_1_F1","2M+K; M+K","[15903, 15916]; [15903, 15916]","false","filtered"
"2484","2565","22311","639.2837","10.195","2,428.3","126","126_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[22319]; [22319]; [22319]; [22319]; [22319]; [22319]; [22319]","true","keep_rep"
"2485","2566","22319","661.2655","10.199","354.8","126","126_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[22311]; [22311]; [22311]; [22311]; [22311]; [22311]; [22311]","false","filtered"
"2482","2475","16374","339.1944","7.340","3,133.1","125","125_1_F1","M+2Na-H","[16388]","true","keep_rep"
"2483","2470","16388","333.1829","7.302","228.8","125","125_1_F1","M+K","[16374]","false","filtered"
"2480","1209","6080","611.2122","2.802","624.3","124","124_1_F1","2M+Na; M+Na","[6038]; [6038]","true","keep_rep"
"2481","1202","6038","606.2562","2.793","406.2","124","124_1_F1","2M+NH4; M+NH4","[6080]; [6080]","false","filtered"
"2478","1753","9540","602.2649","4.206","7,532.4","123","123_1_F1","2M+NH4; M+NH4","[9549]; [9549]","true","keep_rep"
"2479","1755","9549","607.2206","4.209","706.1","123","123_1_F1","2M+Na; M+Na","[9540]; [9540]","false","filtered"
"2476","2557","21486","625.2678","9.799","3,778.9","122","122_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[21487]; [21487]; [21487]; [21487]; [21487]; [21487]; [21487]","true","keep_rep"
"2477","2558","21487","647.2498","9.799","362.2","122","122_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[21486]; [21486]; [21486]; [21486]; [21486]; [21486]; [21486]","false","filtered"
"2474","2507","17490","598.3816","7.818","861.2","121","121_1_F1","2M+NH4; M+NH4","[17491]; [17491]","true","keep_rep"
"2475","2508","17491","603.3364","7.818","335.1","121","121_1_F1","2M+Na; M+Na","[17490]; [17490]","false","filtered"
"2472","2058","11521","621.3660","5.061","170.2","120","120_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[11526]; [11526]; [11526]; [11526]; [11526]; [11526]; [11526]","true","keep_rep"
"2473","2059","11526","643.3471","5.072","55.4","120","120_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[11521]; [11521]; [11521]; [11521]; [11521]; [11521]; [11521]","false","filtered"
"2469","2105","11849","628.2808","5.251","9,197.3","119","119_1_F1","2M+NH4; M+NH4","[11842, 11847]; [11842, 11847]","true","keep_rep"
"2470","2103","11842","611.2542","5.247","7,820.7","119","119_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[11847]; [11847, 11849]; [11847]; [11847]; [11847]; [11847, 11849]; [11847]","false","filtered"
"2471","2104","11847","633.2358","5.247","718.1","119","119_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[11842]; [11842, 11849]; [11842]; [11842]; [11842]; [11842]; [11842, 11849]","false","filtered"
"2467","1491","7887","569.2435","3.541","4,538.6","118","118_1_F1","2M+H; M+H","[7883]; [7883]","true","keep_rep"
"2468","1490","7883","586.2706","3.539","2,297.8","118","118_1_F1","2M+NH4; M+NH4","[7887]; [7887]","false","filtered"
"2465","2550","21327","609.2730","9.725","6,006.8","117","117_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[21328]; [21328]; [21328]; [21328]; [21328]; [21328]; [21328]","true","keep_rep"
"2466","2551","21328","631.2548","9.725","714.2","117","117_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[21327]; [21327]; [21327]; [21327]; [21327]; [21327]; [21327]","false","filtered"
"2463","2561","21732","609.2727","9.928","7,943.5","116","116_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[21731]; [21731]; [21731]; [21731]; [21731]; [21731]; [21731]","true","keep_rep"
"2464","2559","21731","631.2549","9.926","1,402.6","116","116_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[21732]; [21732]; [21732]; [21732]; [21732]; [21732]; [21732]","false","filtered"
"2460","2252","13103","584.2545","5.844","3,390.4","115","115_1_F1","2M+NH4; M+NH4","[13107]; [13107]","true","keep_rep"
"2461","2251","13084","513.3074","5.837","1,196.0","115","115_1_F1","M+H","[13107]","false","filtered"
"2462","2253","13107","589.2099","5.846","255.1","115","115_1_F1","2M+Na; M+2K-H; M+Na","[13103]; [13084]; [13103]","false","filtered"
"2458","1955","10827","607.2214","4.783","363.7","114","114_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[10840]; [10840]; [10840]; [10840]; [10840]; [10840]; [10840]","true","keep_rep"
"2459","1959","10840","629.2032","4.789","351.9","114","114_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[10827]; [10827]; [10827]; [10827]; [10827]; [10827]; [10827]","false","filtered"
"2455","2203","12696","622.3979","5.644","3,397.9","113","113_1_F1","2M+NH4; M+NH4","[12697, 12710]; [12697, 12710]","true","keep_rep"
"2456","2204","12697","627.3529","5.644","852.5","113","113_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[12710]; [12696, 12710]; [12710]; [12710]; [12710]; [12710]; [12696, 12710]","false","filtered"
"2457","2206","12710","605.3702","5.646","354.0","113","113_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[12697]; [12696, 12697]; [12697]; [12697]; [12697]; [12696, 12697]; [12697]","false","filtered"
"2452","2509","17557","596.3120","7.851","5,469.4","112","112_1_F1","2M+NH4; M+NH4","[17574]; [17574, 17577]","true","keep_rep"
"2453","2511","17574","601.2669","7.859","1,154.5","112","112_1_F1","2M+ACN+H; 2M+H; 2M+Na; M+2H; M+3H; M+ACN+H; M+H; M+Na","[17577]; [17577]; [17557]; [17577]; [17577]; [17577]; [17577]; [17557, 17577]","false","filtered"
"2454","2510","17577","623.2496","7.855","843.4","112","112_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[17574]; [17574]; [17574]; [17557, 17574]; [17574]; [17574]; [17574]","false","filtered"
"2450","1150","5688","572.2358","2.604","723.5","111","111_1_F1","2M+NH4; M+NH4","[5689]; [5689]","true","keep_rep"
"2451","1151","5689","577.1899","2.604","164.5","111","111_1_F1","2M+Na; M+Na","[5688]; [5688]","false","filtered"
"2447","2190","12483","595.2591","5.550","4,461.3","110","110_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[12491]; [12473, 12491]; [12491]; [12491]; [12491]; [12473, 12491]; [12491]","true","keep_rep"
"2448","2188","12473","612.2863","5.546","2,857.6","110","110_1_F1","2M+NH4; M+NH4","[12483, 12491]; [12483, 12491]","false","filtered"
"2449","2191","12491","617.2413","5.552","357.5","110","110_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[12483]; [12473, 12483]; [12483]; [12483]; [12483]; [12483]; [12473, 12483]","false","filtered"
"2445","2316","13747","360.2528","6.135","1,109.0","109","109_1_F1","M+IsoProp+Na+H","[13762]","true","keep_rep"
"2446","2319","13762","321.1668","6.147","831.9","109","109_1_F1","M+2Na-H","[13747]","false","filtered"
"2443","2248","13014","570.2752","5.789","5,319.6","108","108_1_F1","2M+NH4; M+NH4","[13023]; [13023]","true","keep_rep"
"2444","2249","13023","553.2499","5.795","458.8","108","108_1_F1","2M+H; M+H","[13014]; [13014]","false","filtered"
"2440","2562","22107","593.2772","10.133","76,157.2","107","107_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+K; M+Na","[22112]; [22112, 22119]; [22112]; [22112]; [22112]; [22112, 22119]; [22119]; [22112]","true","keep_rep"
"2441","2563","22112","615.2601","10.135","6,341.3","107","107_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[22107]; [22107, 22119]; [22107]; [22107]; [22107]; [22107]; [22107, 22119]","false","filtered"
"2442","2564","22119","631.2338","10.135","481.9","107","107_1_F1","2M+K; M+2K-H; M+K","[22107, 22112]; [22107]; [22107, 22112]","false","filtered"
"2438","2568","22661","593.2772","10.424","17,606.1","106","106_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+Na","[22656]; [22656]; [22656]; [22656]; [22656]; [22656]; [22656]","true","keep_rep"
"2439","2567","22656","615.2601","10.422","754.0","106","106_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[22661]; [22661]; [22661]; [22661]; [22661]; [22661]; [22661]","false","filtered"
"2436","1351","6858","573.2063","3.132","2,811.8","105","105_1_F1","2M+Na; M+Na","[6859]; [6859]","true","keep_rep"
"2437","1352","6859","589.1814","3.132","1,473.7","105","105_1_F1","2M+K; M+K","[6858]; [6858]","false","filtered"
"2432","1710","9260","586.2709","4.075","6,287.8","104","104_1_F1","2M+NH4; M+NH4","[9208, 9217]; [9208, 9215, 9217]","true","keep_rep"
"2433","1699","9208","591.2254","4.048","2,839.9","104","104_1_F1","2M+ACN+H; 2M+H; 2M+Na; M+2H; M+3H; M+ACN+H; M+H; M+Na","[9215]; [9215]; [9217, 9260]; [9215]; [9215]; [9215]; [9215]; [9215, 9217, 9260]","false","filtered"
"2434","1703","9215","613.2078","4.050","1,261.9","104","104_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[9208]; [9208]; [9208]; [9208, 9217, 9260]; [9208]; [9208]; [9208]","false","filtered"
"2435","1704","9217","607.2007","4.050","170.8","104","104_1_F1","2M+K; M+K","[9208, 9260]; [9208, 9215, 9260]","false","filtered"
"2430","1579","8570","549.2163","3.783","5,421.1","103","103_1_F1","2M+H; M+H","[8582]; [8582]","true","keep_rep"
"2431","1586","8582","566.2438","3.786","377.7","103","103_1_F1","2M+NH4; M+NH4","[8570]; [8570]","false","filtered"
"2421","2036","11361","591.2254","4.985","6,905.6","102","102_1_F1","2M+ACN+H; 2M+H; 2M+Na; M+2H; M+3H; M+ACN+H; M+H; M+H+K; M+Na","[11355]; [11355]; [11337]; [11355]; [11355]; [11355]; [11355]; [11409]; [11337, 11355]","true","keep_rep"
"2422","2033","11355","613.2078","4.985","5,488.3","102","102_1_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[11361]; [11361]; [11361]; [11337, 11361]; [11361]; [11361]; [11361]","false","filtered"
"2423","2040","11408","630.2963","5.004","1,221.6","102","102_1_F1","2M+ACN+H; 2M+ACN+Na; 2M+NH4; M+2ACN+2H; M+2ACN+H; M+3ACN+2H; M+ACN+H; M+ACN+Na; M+NH4","[11328, 11418]; [11328]; [11409]; [11328, 11418]; [11328, 11418]; [11328]; [11328, 11418]; [11328, 11418]; [11409]","false","filtered"
"2424","2044","11418","611.2543","5.008","1,117.2","102","102_1_F1","2M+ACN+Na; 2M+H; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+H; M+Na","[11328]; [11417]; [11328, 11408]; [11328, 11408]; [11328, 11408]; [11328]; [11328, 11408]; [11417]; [11328, 11408]","false","filtered"
"2425","2027","11337","607.1993","4.983","942.1","102","102_1_F1","2M+K; M+K","[11361]; [11355, 11361]","false","filtered"
"2426","2035","11328","589.2726","4.985","676.4","102","102_1_F1","2M+ACN+H; 2M+H; 2M+NH4; 2M+Na; M+2H; M+3H; M+ACN+2H; M+ACN+H; M+H; M+NH4; M+Na","[11418]; [11408, 11418]; [11409]; [11408]; [11408, 11418]; [11418]; [11408]; [11408, 11418]; [11408, 11418]; [11409]; [11408, 11418]","false","filtered"
"2427","2043","11417","628.2806","5.008","607.1","102","102_1_F1","2M+NH4; M+DMSO+H; M+NH4","[11418]; [11409]; [11418]","false","filtered"
"2428","2047","11323","593.2311","5.019","579.3","102","102_1_F1","M+ACN+Na","[11409]","false","filtered"
"2429","2045","11409","613.2678","5.008","545.6","102","102_1_F1","2M+ACN+H; 2M+H; M+2ACN+2H; M+ACN+H; M+ACN+Na; M+H; M+IsoProp+Na+H","[11328]; [11408]; [11361]; [11328]; [11417]; [11408]; [11323]","false","filtered"
"2419","1366","6997","562.2515","3.187","599.4","101","101_1_F1","2M+NH4; M+NH4","[6991]; [6991]","true","keep_rep"
"2420","1365","6991","567.2069","3.185","289.3","101","101_1_F1","2M+Na; M+Na","[6997]; [6997]","false","filtered"
"2417","1581","8574","629.2024","3.783","4,371.5","100","100_2_F1","2M+ACN+Na; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+Na","[8558]; [8558]; [8558]; [8555, 8558, 8571]; [8558]; [8558]; [8558]","true","keep_rep"
"2418","1580","8571","623.1924","3.783","1,111.6","100","100_2_F1","2M+K; M+2K-H; M+K","[8555, 8558]; [8555]; [8555, 8558, 8574]","false","filtered"
"2414","1577","8555","585.2365","3.781","34,012.1","100","100_1_F1","2M+ACN+H; 2M+H; M+2H; M+3H; M+ACN+H; M+H; M+K; M+Na","[8558]; [8400, 8558, 8571]; [8558]; [8558]; [8558]; [8400, 8558, 8571, 8574]; [8571]; [8558]","true","keep_rep"
"2415","1578","8558","607.2201","3.781","8,644.7","100","100_1_F1","2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+Na; M+2H; M+2Na; M+2Na-H; M+3H; M+3Na; M+ACN+H; M+ACN+Na; M+H; M+Na","[8574]; [8555]; [8574]; [8400, 8555, 8571]; [8574]; [8555]; [8555]; [8574]; [8555]; [8574]; [8555]; [8574]; [8400, 8555, 8571, 8574]","false","filtered"
"2416","1547","8400","602.2651","3.733","5,100.9","100","100_1_F1","2M+NH4; M+NH4","[8555, 8558]; [8555, 8558]","false","filtered"
