"","Feature","mz","rt","intensity","iso_group","status","shift"
"2101","2101","364.0142","12.351","58,576.8","","kept","none"
"2102","2102","364.0266","12.351","260,506.6","","kept","none"
"2105","2105","364.0840","5.837","54,218.3","","kept","none"
"2106","2106","364.0923","8.113","56,649.9","","kept","none"
"2109","2109","365.0021","9.072","96,058.2","","kept","none"
"2110","2110","365.0022","7.191","71,331.5","","kept","none"
"2111","2111","365.0134","7.657","38,609.9","","kept","none"
"2114","2114","365.1355","8.408","90,330.4","","kept","none"
"2115","2115","365.3424","1.344","325,028.8","","kept","none"
"2116","2116","365.9683","6.724","165,243.7","","kept","none"
"2117","2117","366.8440","16.312","2,332,034.6","","kept","none"
"2118","2118","366.9901","8.499","425,477.6","","kept","none"
"2121","2121","367.9985","8.543","403,721.4","","kept","none"
"2123","2123","368.0996","7.330","253,293.9","","kept","none"
"2124","2124","368.1248","7.810","42,955.8","","kept","none"
"2128","2128","368.9888","8.499","161,403.7","","kept","none"
"2129","2129","369.0219","9.374","348,954.0","","kept","none"
"2131","2131","369.0679","8.935","253,568.7","","kept","none"
"2132","2132","369.0852","7.493","148,081.5","","kept","none"
"2133","2133","369.1211","7.727","207,977.7","","kept","none"
"2134","2134","369.1339","5.491","98,406.9","","kept","none"
"2135","2135","369.1863","14.091","24,070.7","","kept","none"
"2137","2137","369.2283","1.588","65,719.9","","kept","none"
"2138","2138","369.9959","8.543","167,377.5","","kept","none"
"2139","2139","370.0247","5.676","128,175.8","","kept","none"
"2140","2140","370.1157","7.353","306,773.3","","kept","none"
"2141","2141","370.1404","7.353","1,683,924.6","","kept","none"
"2143","2143","370.8727","16.050","1,157,993.3","","kept","none"
"2144","2144","371.0029","14.113","95,169.6","","kept","none"
"2145","2145","371.0087","3.832","160,936.3","","kept","none"
"2147","2147","371.1569","2.743","1,015,127.9","","kept","none"
"2151","2151","372.1160","8.203","40,296.9","","kept","none"
"2153","2153","372.9849","10.949","15,391.9","","kept","none"
"2154","2154","373.0842","3.621","45,726.1","","kept","none"
"2158","2158","374.0315","8.001","82,063.8","","kept","none"
"2160","2160","374.1137","8.455","245,350.5","","kept","none"
"2162","2162","375.0253","4.672","27,660.5","","kept","none"
"2163","2163","375.1516","10.900","163,615.0","","kept","none"
"2165","2165","375.1616","11.233","1,771,629.0","","kept","none"
"2166","2166","375.1612","9.674","5,202,195.1","","kept","none"
"2168","2168","375.8690","16.196","1,350,160.6","","kept","none"
"2170","2170","376.1647","9.674","763,738.9","","kept","none"
"2171","2171","376.7714","16.507","1,488,541.1","","kept","none"
"2172","2172","376.8103","16.507","325,635.5","","kept","none"
"2173","2173","376.8653","16.009","636,841.7","","kept","none"
"2174","2174","377.0199","14.136","85,512.5","","kept","none"
"2175","2175","377.1407","16.556","77,056.9","","kept","none"
"2176","2176","377.7749","16.507","44,400.4","","kept","none"
"2178","2178","378.1343","7.005","218,952.2","","kept","none"
"2179","2179","378.7692","16.507","199,372.2","","kept","none"
"2180","2180","378.8022","16.877","59,171.0","","kept","none"
"2181","2181","378.8859","16.051","590,947.2","","kept","none"
"2184","2184","379.7534","1.325","166,819.5","","kept","none"
"2187","2187","380.1313","5.023","51,524.9","","kept","none"
"2189","2189","381.0195","9.210","20,090.9","","kept","none"
"2191","2191","381.9962","5.642","23,871.2","","kept","none"
"2192","2192","382.0752","7.979","119,103.0","","kept","none"
"2193","2193","382.1005","8.846","190,252.4","","kept","none"
"2196","2196","382.8181","16.361","1,705,040.0","","kept","none"
"2197","2197","382.9802","3.856","95,853.3","","kept","none"
"2198","2198","383.0265","9.983","161,365.7","","kept","none"
"2200","2200","383.0838","8.824","33,222.4","","kept","none"
"2202","2202","383.1229","6.840","83,541.5","","kept","none"
"2203","2203","384.0119","8.294","63,663.6","","kept","none"
"2204","2204","384.0313","10.031","52,127.3","","kept","none"
"2205","2205","384.0327","10.126","75,684.2","","kept","none"
"2207","2207","384.1432","7.003","15,649.4","","kept","none"
"2208","2208","384.1926","14.102","68,415.3","","kept","none"
"2209","2209","384.8159","16.361","335,866.8","","kept","none"
"2210","2210","385.0163","13.561","70,927.7","","kept","none"
"2211","2211","385.0171","11.042","109,553.2","","kept","none"
"2212","2212","385.0932","2.787","684,652.4","","kept","none"
"2213","2213","385.1205","7.353","105,391.0","","kept","none"
"2215","2215","385.1727","2.698","786,935.3","","kept","none"
"2217","2217","386.0084","12.351","74,892.2","","kept","none"
"2218","2218","386.0162","9.948","84,635.8","","kept","none"
"2219","2219","386.0338","11.472","91,118.9","","kept","none"
"2220","2220","386.0363","8.294","68,659.4","","kept","none"
"2221","2221","386.0625","9.004","291,436.8","","kept","none"
"2222","2222","386.1004","7.844","101,872.6","","kept","none"
"2226","2226","387.0103","9.912","61,122.4","","kept","none"
"2227","2227","387.0351","10.546","124,913.3","","kept","none"
"2228","2228","387.0966","7.353","73,111.9","","kept","none"
"2229","2229","387.1089","7.345","41,309.4","","kept","none"
"2233","2233","387.8783","16.051","509,389.0","","kept","none"
"2234","2234","388.0816","5.538","104,994.9","","kept","none"
"2235","2235","388.1555","1.445","296,990.5","","kept","none"
"2238","2238","388.1841","4.719","17,669.2","","kept","none"
"2239","2239","388.9351","10.972","247,529.4","","kept","none"
"2240","2240","388.9456","11.019","161,381.4","","kept","none"
"2241","2241","389.1770","9.674","4,351,705.6","","kept","none"
"2242","2242","389.1775","11.234","1,403,983.4","","kept","none"
"2243","2243","389.8777","16.050","1,404,776.2","","kept","none"
"2244","2244","390.0199","8.272","166,130.5","","kept","none"
"2245","2245","390.0820","7.330","173,700.3","","kept","none"
"2246","2246","390.1158","3.934","315,998.0","","kept","none"
"2247","2247","390.1805","9.675","647,765.4","","kept","none"
"2248","2248","390.2866","1.465","107,951.3","","kept","none"
"2249","2249","390.8931","11.008","67,017.7","","kept","none"
"2250","2250","390.9005","9.697","5,291,491.5","","kept","none"
"2251","2251","391.0406","14.090","233,052.4","","kept","none"
"2252","2252","391.0669","7.516","53,424.7","","kept","none"
"2253","2253","391.1190","4.018","31,961.8","","kept","none"
"2254","2254","391.1296","5.584","83,907.5","","kept","none"
"2255","2255","391.1681","14.090","24,291.4","","kept","none"
"2256","2256","391.1803","14.103","126,009.9","","kept","none"
"2257","2257","391.5717","6.747","192,341.8","","kept","none"
"2258","2258","392.0977","7.376","411,053.0","","kept","none"
"2259","2259","392.1264","5.538","142,681.7","","kept","none"
"2261","2261","392.7847","16.555","343,098.5","","kept","none"
"2262","2262","393.0809","7.563","134,920.7","","kept","none"
"2263","2263","393.1280","5.769","24,589.3","","kept","none"
"2265","2265","393.2416","1.546","82,502.1","","kept","none"
"2266","2266","393.3741","1.342","86,663.7","","kept","none"
"2268","2268","394.0869","3.879","120,520.0","","kept","none"
"2270","2270","394.7827","16.532","92,520.2","","kept","none"
"2272","2272","395.2571","1.567","441,509.5","","kept","none"
"2273","2273","395.2569","2.743","143,184.5","","kept","none"
"2274","2274","395.3899","1.339","125,320.9","","kept","none"
"2275","2275","396.0236","10.430","72,494.8","","kept","none"
"2276","2276","396.0815","5.745","12,706.1","","kept","none"
"2278","2278","396.2604","1.587","68,246.0","","kept","none"
"2279","2279","397.1145","8.890","410,136.5","","kept","none"
"2280","2280","398.7920","16.433","2,140,722.4","","kept","none"
"2281","2281","399.0188","4.579","64,307.4","","kept","none"
"2282","2282","399.0464","9.444","318,851.1","","kept","none"
"2283","2283","399.0829","5.579","63,473.2","","kept","none"
"2284","2284","400.1299","7.399","131,654.4","","kept","none"
"2285","2285","400.7899","16.433","585,610.7","","kept","none"
"2287","2287","401.0158","9.002","430,108.8","","kept","none"
"2288","2288","401.0504","10.385","322,335.3","","kept","none"
"2289","2289","401.0611","10.407","233,578.7","","kept","none"
"2291","2291","401.0962","7.353","105,931.0","","kept","none"
"2294","2294","402.0112","10.499","2,184,541.9","","kept","none"
"2295","2295","402.0128","8.294","76,534.8","","kept","none"
"2297","2297","402.1992","8.136","27,279.9","","kept","none"
"2301","2301","402.9953","11.068","1,997,889.0","","kept","none"
"2302","2302","403.3069","1.465","145,203.5","","kept","none"
"2305","2305","404.0433","10.759","432,158.1","","kept","none"
"2306","2306","404.0547","8.499","142,521.0","","kept","none"
"2309","2309","404.1425","4.813","41,085.7","","kept","none"
"2312","2312","405.1072","7.353","213,349.0","","kept","none"
"2314","2314","405.2630","1.304","136,780.6","","kept","none"
"2316","2316","406.0019","8.477","1,277,135.5","","kept","none"
"2317","2317","406.9984","13.559","27,366.0","","kept","none"
"2318","2318","407.0039","8.477","214,189.1","","kept","none"
"2319","2319","407.1024","7.353","64,026.6","","kept","none"
"2321","2321","407.2207","1.587","83,770.3","","kept","none"
"2322","2322","408.1140","4.638","16,854.4","","kept","none"
"2325","2325","408.8550","16.196","1,697,666.5","","kept","none"
"2326","2326","409.0676","11.448","25,528.9","","kept","none"
"2327","2327","409.1401","5.653","34,214.7","","kept","none"
"2329","2329","409.2363","2.721","457,080.4","","kept","none"
"2330","2330","410.0273","8.824","218,010.0","","kept","none"
"2331","2331","410.1241","3.880","38,329.4","","kept","none"
"2332","2332","410.1259","5.561","221,959.1","","kept","none"
"2333","2333","410.2398","1.567","316,774.4","","kept","none"
"2334","2334","410.5638","7.190","80,154.9","","kept","none"
"2335","2335","410.9271","11.019","61,431.7","","kept","none"
"2336","2336","411.1273","4.836","603,070.1","","kept","none"
"2337","2337","411.2392","1.425","304,481.8","","kept","none"
"2338","2338","412.0316","8.499","383,569.1","","kept","none"
"2339","2339","412.1307","4.813","83,584.1","","kept","none"
"2340","2340","412.1842","5.676","23,878.5","","kept","none"
"2341","2341","412.8697","9.769","802,140.2","","kept","none"
"2342","2342","412.8824","9.793","4,037,986.2","","kept","none"
"2343","2343","413.0227","14.110","217,721.9","","kept","none"
"2344","2344","413.1238","5.769","14,942.7","","kept","none"
"2345","2345","413.1681","3.878","219,243.3","","kept","none"
"2347","2347","413.2230","4.154","22,088.7","","kept","none"
"2348","2348","413.8984","6.840","43,419.3","","kept","none"
"2349","2349","414.1084","5.538","78,589.8","","kept","none"
"2350","2350","414.1709","5.561","271,009.9","","kept","none"
"2352","2352","414.7661","16.507","2,295,718.0","","kept","none"
"2354","2354","415.0627","7.564","55,137.6","","kept","none"
"2355","2355","415.1100","5.768","80,504.2","","kept","none"
"2357","2357","415.7693","16.483","74,009.2","","kept","none"
"2359","2359","416.0268","9.138","155,853.9","","kept","none"
"2360","2360","416.2151","8.137","23,600.5","","kept","none"
"2362","2362","416.7640","16.506","797,491.2","","kept","none"
"2363","2363","416.8420","16.219","5,416,157.4","","kept","none"
"2364","2364","416.8425","17.143","538,728.7","","kept","none"
"2365","2365","417.0220","10.149","354,297.2","","kept","none"
"2366","2366","417.1802","6.700","454,490.3","","kept","none"
"2367","2367","417.3378","1.485","304,291.4","","kept","none"
"2369","2369","417.9937","12.351","125,373.0","","kept","none"
"2370","2370","418.0056","10.453","113,137.7","","kept","none"
"2371","2371","418.0259","10.192","22,158.0","","kept","none"
"2372","2372","418.0294","12.328","228,030.1","","kept","none"
"2373","2373","418.0403","12.328","222,193.1","","kept","none"
"2374","2374","418.7622","16.506","104,440.5","","kept","none"
"2375","2375","419.0714","7.353","85,727.5","","kept","none"
"2376","2376","419.2038","7.367","236,359.0","","kept","none"
"2377","2377","419.9335","6.723","224,767.6","","kept","none"
"2379","2379","420.0216","9.628","561,814.2","","kept","none"
"2380","2380","420.1280","5.584","56,676.5","","kept","none"
"2381","2381","420.8001","16.482","260,628.8","","kept","none"
"2382","2382","420.8641","16.050","665,248.3","","kept","none"
"2384","2384","420.9952","9.211","47,407.0","","kept","none"
"2385","2385","421.0057","9.651","575,261.7","","kept","none"
"2386","2386","421.0650","5.561","59,574.4","","kept","none"
"2387","2387","421.2269","1.345","128,823.0","","kept","none"
"2388","2388","421.2726","1.567","145,145.7","","kept","none"
"2389","2389","421.9305","6.724","326,119.4","","kept","none"
"2392","2392","423.0650","3.994","122,210.7","","kept","none"
"2394","2394","423.1574","8.003","306,482.3","","kept","none"
"2395","2395","423.2884","1.567","148,478.0","","kept","none"
"2396","2396","423.9275","6.723","177,977.8","","kept","none"
"2398","2398","424.0332","8.294","171,702.1","","kept","none"
"2399","2399","424.0765","10.102","25,261.1","","kept","none"
"2400","2400","424.5795","6.191","78,001.2","","kept","none"
"2402","2402","425.1100","5.561","75,874.3","","kept","none"
"2403","2403","425.1366","8.913","43,996.7","","kept","none"
"2405","2405","426.0226","10.268","7,810,234.8","","kept","none"
"2408","2408","427.1948","4.719","8,598.8","","kept","none"
"2409","2409","427.2339","1.485","139,692.5","","kept","none"
"2410","2410","428.0267","9.156","3,379,568.5","","kept","none"
"2411","2411","428.0627","7.353","163,640.6","","kept","none"
"2413","2413","428.2090","4.556","229,305.7","","kept","none"
"2414","2414","428.2151","8.024","157,511.7","","kept","none"
"2415","2415","429.0305","9.142","373,550.0","","kept","none"
"2416","2416","429.0583","9.164","578,160.8","","kept","none"
"2417","2417","429.0966","7.353","243,795.7","","kept","none"
"2418","2418","429.1044","8.913","251,312.5","","kept","none"
"2420","2420","429.1546","5.549","42,575.7","","kept","none"
"2421","2421","429.1922","1.506","185,460.5","","kept","none"
"2422","2422","429.1932","1.515","182,195.1","","kept","none"
"2425","2425","430.7399","16.532","1,454,444.6","","kept","none"
"2427","2427","431.0914","8.340","311,582.5","","kept","none"
"2428","2428","431.1218","5.676","130,042.2","","kept","none"
"2429","2429","432.1060","3.855","160,065.3","","kept","none"
"2430","2430","432.5768","7.610","222,372.4","","kept","none"
"2431","2431","432.7379","16.532","612,581.9","","kept","none"
"2432","2432","432.8158","16.311","1,562,788.2","","kept","none"
"2433","2433","433.1118","6.945","62,924.6","","kept","none"
"2434","2434","433.9425","9.606","433,730.9","","kept","none"
"2435","2435","434.1337","7.288","177,143.0","","kept","none"
"2436","2436","434.7359","16.532","99,296.8","","kept","none"
"2437","2437","434.8644","9.865","848,835.3","","kept","none"
"2438","2438","435.0046","14.113","110,998.2","","kept","none"
"2439","2439","435.1193","5.676","13,829.6","","kept","none"
"2440","2440","435.2049","4.111","77,502.1","","kept","none"
"2441","2441","435.2517","1.567","530,221.1","","kept","none"
"2442","2442","436.1088","4.954","17,631.8","","kept","none"
"2443","2443","436.1133","8.135","49,531.4","","kept","none"
"2444","2444","436.1589","8.024","29,511.3","","kept","none"
"2447","2447","436.7740","16.507","744,965.6","","kept","none"
"2448","2448","436.8278","9.769","386,672.3","","kept","none"
"2449","2449","436.8449","16.047","841,304.5","","kept","none"
"2450","2450","436.9674","11.246","74,223.5","","kept","none"
"2451","2451","436.9809","9.211","179,631.6","","kept","none"
"2452","2452","437.0259","7.702","107,740.7","","kept","none"
"2453","2453","437.0918","5.769","36,383.6","","kept","none"
"2454","2454","437.2144","3.318","93,005.8","","kept","none"
"2457","2457","437.9824","9.196","30,623.7","","kept","none"
"2458","2458","438.1190","8.432","30,707.2","","kept","none"
"2459","2459","438.2709","1.567","206,044.3","","kept","none"
"2460","2460","438.7718","16.507","264,955.3","","kept","none"
"2461","2461","439.3031","1.608","70,901.7","","kept","none"
"2462","2462","439.9876","10.475","41,743.0","","kept","none"
"2466","2466","441.0522","7.353","65,011.0","","kept","none"
"2469","2469","442.0694","9.003","78,627.1","","kept","none"
"2470","2470","442.1249","8.024","326,090.2","","kept","none"
"2471","2471","442.2246","4.556","169,224.0","","kept","none"
"2472","2472","442.7821","16.434","236,593.4","","kept","none"
"2473","2473","442.8650","16.051","1,868,164.7","","kept","none"
"2475","2475","443.1074","3.902","49,682.1","","kept","none"
"2476","2476","443.1280","8.002","46,996.9","","kept","none"
"2477","2477","443.2475","1.405","283,819.3","","kept","none"
"2478","2478","444.0217","10.995","94,716.4","","kept","none"
"2479","2479","444.0339","8.294","287,212.4","","kept","none"
"2480","2480","444.0765","4.134","64,699.7","","kept","none"
"2481","2481","445.0171","9.515","756,453.0","","kept","none"
"2483","2483","445.1933","14.089","73,207.2","","kept","none"
"2486","2486","446.1684","5.607","86,836.5","","kept","none"
"2487","2487","446.2194","5.047","53,047.8","","kept","none"
"2488","2488","446.8208","9.769","199,831.3","","kept","none"
"2489","2489","446.9653","9.374","227,742.0","","kept","none"
"2491","2491","447.1345","1.414","924,341.2","","kept","none"
"2492","2492","447.8179","9.746","185,191.5","","kept","none"
"2493","2493","448.0045","9.351","478,021.5","","kept","none"
"2494","2494","448.1379","1.405","164,120.2","","kept","none"
"2495","2495","448.7898","16.337","972,023.5","","kept","none"
"2496","2496","449.1044","7.237","215,140.2","","kept","none"
"2497","2497","449.1134","6.817","302,617.1","","kept","none"
"2500","2500","449.2206","4.111","56,567.9","","kept","none"
"2501","2501","450.0912","8.024","86,743.3","","kept","none"
"2502","2502","450.1164","6.840","45,452.0","","kept","none"
"2505","2505","450.2629","1.608","44,960.2","","kept","none"
"2506","2506","450.2992","2.721","60,075.1","","kept","none"
"2507","2507","451.0724","4.110","52,325.3","","kept","none"
"2508","2508","451.0787","7.353","71,727.4","","kept","none"
"2509","2509","451.0865","8.913","90,997.4","","kept","none"
"2510","2510","451.1103","6.829","123,185.6","","kept","none"
"2511","2511","452.0667","4.579","122,266.8","","kept","none"
"2512","2512","452.2784","1.608","783,876.1","","kept","none"
"2513","2513","452.2786","2.743","393,196.8","","kept","none"
"2514","2514","453.0670","11.946","70,843.3","","kept","none"
"2515","2515","453.1039","5.676","77,761.3","","kept","none"
"2517","2517","453.2819","1.587","165,103.7","","kept","none"
"2519","2519","454.0881","3.854","86,517.9","","kept","none"
"2520","2520","454.1116","2.833","125,316.8","","kept","none"
"2525","2525","455.0978","6.724","145,859.5","","kept","none"
"2527","2527","456.1314","7.191","101,536.1","","kept","none"
"2528","2528","456.8346","16.218","2,338,981.5","","kept","none"
"2530","2530","457.2480","7.728","54,152.1","","kept","none"
"2531","2531","457.8881","9.606","120,705.7","","kept","none"
"2533","2533","458.7563","16.506","550,129.5","","kept","none"
"2534","2534","459.0738","5.803","14,047.5","","kept","none"
"2536","2536","460.0283","10.118","429,446.6","","kept","none"
"2537","2537","460.1802","10.412","73,199.7","","kept","none"
"2539","2539","460.7543","16.506","192,420.1","","kept","none"
"2540","2540","461.0131","11.043","175,434.3","","kept","none"
"2541","2541","461.0966","8.933","37,020.7","","kept","none"
"2542","2542","462.0045","12.351","299,466.0","","kept","none"
"2546","2546","462.2996","1.567","455,394.8","","kept","none"
"2548","2548","463.2140","9.145","205,259.8","","kept","none"
"2550","2550","463.2835","1.567","155,154.5","","kept","none"
"2552","2552","464.1054","5.630","41,979.8","","kept","none"
"2555","2555","464.3242","2.902","52,124.9","","kept","none"
"2556","2556","464.7639","16.385","941,555.7","","kept","none"
"2557","2557","465.3047","1.284","486,218.4","","kept","none"
"2560","2560","465.9828","10.734","296,092.8","","kept","none"
"2561","2561","466.0019","9.370","333,206.5","","kept","none"
"2562","2562","466.3314","2.743","289,211.9","","kept","none"
"2563","2563","466.7617","16.385","258,456.1","","kept","none"
"2564","2564","467.1757","14.090","63,672.4","","kept","none"
"2565","2565","467.2654","1.388","97,277.9","","kept","none"
"2566","2566","467.3340","1.587","101,315.1","","kept","none"
"2567","2567","468.1035","4.579","81,045.4","","kept","none"
"2568","2568","468.1291","8.824","106,370.2","","kept","none"
"2569","2569","468.1503","5.607","68,477.3","","kept","none"
"2570","2570","469.9862","9.351","70,873.9","","kept","none"
"2571","2571","471.0708","8.226","1,576,412.4","","kept","none"
"2572","2572","471.0785","10.292","233,976.9","","kept","none"
"2573","2573","471.0867","7.225","91,541.7","","kept","none"
"2574","2574","471.1051","8.499","507,256.3","","kept","none"
"2575","2575","473.0543","4.111","24,574.8","","kept","none"
"2578","2578","473.2830","2.383","886,847.1","","kept","none"
"2579","2579","474.1467","8.958","26,156.5","","kept","none"
"2580","2580","474.2138","1.485","93,279.1","","kept","none"
"2583","2583","474.7302","16.532","682,623.3","","kept","none"
"2584","2584","475.1122","8.607","184,818.3","","kept","none"
"2585","2585","475.1484","5.653","62,895.3","","kept","none"
"2586","2586","475.2553","7.376","78,954.5","","kept","none"
"2587","2587","475.9894","9.696","122,192.1","","kept","none"
"2588","2588","476.1324","3.855","80,167.6","","kept","none"
"2589","2589","476.1627","8.935","52,848.5","","kept","none"
"2590","2590","476.2787","1.577","34,909.8","","kept","none"
"2591","2591","476.7282","16.532","287,848.3","","kept","none"
"2592","2592","477.9938","10.499","39,461.2","","kept","none"
"2593","2593","478.0487","9.142","142,673.9","","kept","none"
"2594","2594","478.0906","9.073","311,905.0","","kept","none"
"2595","2595","478.1616","4.906","37,236.7","","kept","none"
"2597","2597","478.2942","2.721","282,143.3","","kept","none"
"2599","2599","480.1130","4.134","54,195.0","","kept","none"
"2602","2602","480.7378","16.458","1,383,129.2","","kept","none"
"2603","2603","480.8529","16.051","1,760,347.4","","kept","none"
"2605","2605","481.0011","10.030","282,905.2","","kept","none"
"2606","2606","481.1943","3.860","160,232.3","","kept","none"
"2607","2607","481.2454","7.353","86,768.4","","kept","none"
"2610","2610","481.9778","11.330","4,332,696.5","","kept","none"
"2612","2612","482.2548","2.833","189,458.4","","kept","none"
"2614","2614","482.7359","16.458","477,585.6","","kept","none"
"2616","2616","482.9804","11.401","333,395.8","","kept","none"
"2617","2617","483.0063","9.374","82,775.0","","kept","none"
"2618","2618","483.0783","8.935","40,662.1","","kept","none"
"2619","2619","483.1102","7.349","86,496.5","","kept","none"
"2620","2620","483.2735","1.407","148,277.1","","kept","none"
"2622","2622","484.0494","11.306","53,472.9","","kept","none"
"2623","2623","484.8504","16.051","2,755,742.4","","kept","none"
"2625","2625","485.0318","7.333","80,078.0","","kept","none"
"2626","2626","485.1642","5.653","35,535.6","","kept","none"
"2628","2628","486.0874","5.607","35,982.5","","kept","none"
"2634","2634","488.8774","9.697","1,741,127.7","","kept","none"
"2638","2638","489.1427","8.779","273,674.8","","kept","none"
"2639","2639","489.1583","14.090","85,546.9","","kept","none"
"2640","2640","489.2780","1.322","1,434,717.6","","kept","none"
"2641","2641","489.9937","9.722","543,000.3","","kept","none"
"2643","2643","490.1323","5.607","40,975.3","","kept","none"
"2644","2644","490.1480","4.579","165,839.5","","kept","none"
"2645","2645","490.2813","1.310","408,610.4","","kept","none"
"2646","2646","491.0306","7.330","147,591.8","","kept","none"
"2647","2647","492.0758","9.139","55,928.0","","kept","none"
"2648","2648","492.3101","1.567","37,747.9","","kept","none"
"2649","2649","492.3462","1.546","96,337.2","","kept","none"
"2650","2650","493.0530","8.226","266,179.0","","kept","none"
"2651","2651","493.2476","7.353","92,613.9","","kept","none"
"2653","2653","494.0008","10.431","161,244.7","","kept","none"
"2654","2654","494.0473","9.258","87,143.4","","kept","none"
"2655","2655","494.3259","1.587","136,177.3","","kept","none"
"2657","2657","495.0340","8.935","67,684.2","","kept","none"
"2659","2659","495.2609","7.353","56,478.6","","kept","none"
"2661","2661","496.2955","3.295","154,051.4","","kept","none"
"2662","2662","496.7119","16.531","1,505,385.5","","kept","none"
"2664","2664","497.0938","8.628","217,097.6","","kept","none"
"2665","2665","497.1438","4.213","27,430.1","","kept","none"
"2666","2666","497.9890","8.981","40,333.8","","kept","none"
"2668","2668","498.7099","16.531","639,905.8","","kept","none"
"2669","2669","499.3798","1.324","571,306.8","","kept","none"
"2670","2670","500.2789","2.698","194,269.3","","kept","none"
"2672","2672","500.7080","16.531","105,803.1","","kept","none"
"2673","2673","500.9728","10.162","496,828.9","","kept","none"
"2677","2677","502.9513","9.913","138,331.8","","kept","none"
"2678","2678","503.9452","11.330","361,186.0","","kept","none"
"2679","2679","504.0114","9.810","189,654.2","","kept","none"
"2680","2680","504.0536","8.936","218,865.1","","kept","none"
"2681","2681","504.1400","4.111","78,212.7","","kept","none"
"2683","2683","505.0925","7.353","143,553.3","","kept","none"
"2686","2686","505.9889","1.804","47,036.6","","kept","none"
"2687","2687","506.0488","8.936","77,282.7","","kept","none"
"2688","2688","506.3254","1.556","55,780.0","","kept","none"
"2690","2690","506.9287","10.995","386,409.2","","kept","none"
"2692","2692","507.0717","6.817","49,639.1","","kept","none"
"2694","2694","507.2632","7.353","64,765.3","","kept","none"
"2700","2700","509.0492","8.628","154,171.9","","kept","none"
"2702","2702","509.2175","3.879","52,372.4","","kept","none"
"2706","2706","510.3111","3.294","111,530.5","","kept","none"
"2707","2707","510.8604","9.793","754,687.6","","kept","none"
"2708","2708","511.9629","9.730","65,279.2","","kept","none"
"2709","2709","512.1187","7.376","86,790.3","","kept","none"
"2710","2710","512.6858","16.555","958,354.2","","kept","none"
"2711","2711","512.8230","9.729","3,428,847.9","","kept","none"
"2712","2712","513.0762","7.181","67,820.3","","kept","none"
"2713","2713","513.1986","8.024","620,554.5","","kept","none"
"2714","2714","513.8228","9.742","169,511.2","","kept","none"
"2715","2715","514.2021","8.035","108,379.7","","kept","none"
"2717","2717","514.6839","16.556","476,629.4","","kept","none"
"2719","2719","515.9827","10.453","72,037.8","","kept","none"
"2720","2720","516.6820","16.555","96,465.9","","kept","none"
"2722","2722","517.1642","8.521","133,545.8","","kept","none"
"2724","2724","517.9742","10.197","74,338.0","","kept","none"
"2725","2725","518.0697","9.049","53,724.0","","kept","none"
"2726","2726","518.0855","8.499","54,897.6","","kept","none"
"2727","2727","519.0540","9.374","53,465.2","","kept","none"
"2728","2728","520.2703","5.653","39,903.2","","kept","none"
"2729","2729","520.9081","10.995","140,488.8","","kept","none"
"2730","2730","521.1324","8.913","149,956.6","","kept","none"
"2732","2732","521.9576","11.353","56,996.6","","kept","none"
"2735","2735","522.8063","16.218","1,178,809.4","","kept","none"
"2736","2736","522.9417","10.995","331,415.6","","kept","none"
"2737","2737","522.9542","10.181","73,390.5","","kept","none"
"2739","2739","523.9990","9.584","525,544.9","","kept","none"
"2740","2740","524.2793","1.546","124,209.0","","kept","none"
"2745","2745","526.1218","4.111","49,350.0","","kept","none"
"2746","2746","526.8238","9.792","305,889.9","","kept","none"
"2751","2751","529.1285","5.653","78,088.8","","kept","none"
"2754","2754","531.0964","3.855","207,787.3","","kept","none"
"2755","2755","531.9197","9.628","480,373.8","","kept","none"
"2756","2756","534.2858","5.653","32,567.5","","kept","none"
"2757","2757","534.2871","8.001","51,269.0","","kept","none"
"2758","2758","534.4898","1.390","341,416.2","","kept","none"
"2759","2759","534.8048","9.811","293,728.7","","kept","none"
"2762","2762","535.2815","4.672","26,928.0","","kept","none"
"2766","2766","536.7043","16.507","462,251.8","","kept","none"
"2767","2767","536.7294","16.532","150,530.4","","kept","none"
"2768","2768","537.2464","3.855","45,437.4","","kept","none"
"2770","2770","538.7020","16.531","213,893.9","","kept","none"
"2771","2771","538.7278","16.532","60,858.6","","kept","none"
"2772","2772","538.8817","10.973","220,148.6","","kept","none"
"2773","2773","539.8797","10.995","229,387.9","","kept","none"
"2775","2775","540.3311","1.587","261,025.3","","kept","none"
"2777","2777","541.2228","3.879","72,532.9","","kept","none"
"2778","2778","542.3470","2.743","471,283.8","","kept","none"
"2780","2780","543.9357","10.220","227,681.7","","kept","none"
"2781","2781","543.9517","11.874","567,269.8","","kept","none"
"2783","2783","545.9683","10.243","437,234.7","","kept","none"
"2785","2785","546.9703","10.220","91,601.2","","kept","none"
"2788","2788","549.2968","4.672","21,225.9","","kept","none"
"2789","2789","551.1101","5.653","26,071.3","","kept","none"
"2790","2790","552.6785","16.556","413,165.0","","kept","none"
"2791","2791","553.9012","9.651","117,621.2","","kept","none"
"2793","2793","554.3100","2.743","75,622.8","","kept","none"
"2794","2794","554.6759","16.556","226,690.6","","kept","none"
"2795","2795","555.2383","3.902","183,361.3","","kept","none"
"2796","2796","555.2735","1.390","59,825.7","","kept","none"
"2799","2799","556.3257","1.587","5,368,229.3","","kept","none"
"2800","2800","557.1435","8.294","211,149.8","","kept","none"
"2801","2801","557.1881","8.043","51,633.9","","kept","none"
