id_number,mz,rtime,Orbi_P_E2_EXBLANKA.mzML,Orbi_P_E2_EXBLANKB.mzML,Orbi_P_E2_EXBLANKC.mzML,Orbi_P_E2_WS03A.mzML,Orbi_P_E2_WS03B.mzML,Orbi_P_E2_WS03C.mzML,Orbi_P_E2_Wasteblank4.mzML,Orbi_P_E2_Wasteblank5.mzML,Orbi_P_E2_Wasteblank6.mzML
2871,182.0217704,1.0605375,0,0,0,168.51744,131.85262,357.64825,0,0,0
2894,188.0298997,1.0605445,0,0,0,2635.6658,3293.6252,821.2622,0,0,0
2897,346.1135907,1.0605445,0,0,0,12897.324,13548.9375,12478.752,0,0,0
2906,368.0958554,1.0702688,0,0,0,1287.2598,1191.608,1164.4844,0,0,0
2921,395.0954929,1.0786923,0,0,0,3744.6423,3563.345,3909.5535,0,0,0
2925,355.1025909,1.0819563,0,0,0,6899.0796,8339.334,8395.033,0,0,0
2892,270.1555009,1.0887861,67.3295,35.896767,39.510883,17504.482,19143.71,16725.432,51.711494,36.311264,39.48069
2946,399.1268117,1.090625,0,0,0,6377.5845,6542.706,4923.8955,0,0,0
2937,393.0798617,1.0906632,0,0,0,3979.2974,3397.6177,4473.883,0,0,0
2938,415.1005907,1.0906652,0,0,0,2261.9497,2834.0598,2133.3362,0,0,0
2944,390.1402168,1.0947013,0,0,0,6636.8228,11758.06,8431.495,0,0,0
2948,394.1714566,1.0972062,0,0,0,6063.3374,6520.7246,8124.4023,0,0,0
2932,184.0374479,1.099073,73.55463,0,0,131.57886,282.35974,521.8098,0,0,0
2950,383.1454193,1.0993439,0,0,0,17815.295,18879.701,17921.736,0,0,0
2951,388.1243294,1.0993439,0,0,0,23318.896,26202.947,25942.77,0,0,0
2942,373.1134742,1.1006298,0,0,0,399.05048,356.29364,368.98956,0,0,0
2952,405.1272506,1.1012257,0,0,0,1679.385,2057.0093,1713.7975,0,0,0
2964,198.0746457,1.1099144,0,0,0,1270.0018,1442.4467,1574.0922,0,0,0
2980,158.0816844,1.112751,126.36548,235.84662,156.36887,4771.184,4928.602,4958.497,173.7783,80.78344,197.24062
3000,273.0948305,1.1439012,0,0,0,10126.446,11099.794,8870.426,0,0,0
3006,289.0687623,1.1483139,0,0,0,3587.9197,2814.4177,2497.753,0,0,0
3021,168.1026245,1.1527388,38.635258,41.349705,64.3247,9218.993,10207.842,10294.323,28.450466,41.37325,35.91587
3033,151.0757113,1.1617979,227.0343,497.03058,349.50092,27952.797,31176.65,29783.441,108.51012,129.18707,443.69815
3022,290.0864066,1.1829454,0,33.14612,0,12793.5205,12523.898,13181.986,0,0,0
3075,287.1104953,1.1981452,0,0,0,50630.805,53244.293,48371.516,0,0,0
3080,282.1551393,1.2001694,0,0,0,53325.023,58736.49,53583.92,0,0,0
3081,303.0845186,1.2021903,0,0,0,22289.162,23518.535,21967.775,0,0,0
3039,268.1045896,1.2171291,696.02686,134.98785,177.29668,217723.3,234824.75,214004.53,56.438133,192.64905,163.76659
3118,195.0802303,1.2229633,35.14862,34.03283,33.939667,1339.1746,1536.7971,340.26288,31.071213,44.27131,38.793293
3173,184.1337296,1.2669876,30.336857,31.175877,26.325958,43078.504,55596.434,47816.83,0,26.643915,26.990341
3167,230.102934,1.2894909,50.838333,36.888515,35.77095,1113.2637,340.61673,490.94153,88.90768,0,0
3163,247.1299633,1.308724,0,0,0,8080.359,9167.724,8398.051,0,0,29.620544
3225,176.0314828,1.3426102,27.42206,35.91834,28.2202,2829.3943,2953.5679,2636.346,0,0,25.711533
3219,154.0503576,1.3472514,40.53151,35.955406,40.823387,3297.5564,3259.5862,2962.2683,39.147343,39.20051,56.92354
3245,388.1243016,1.360334,0,0,0,27272.924,28987.684,26510.686,0,0,0
3248,393.079616,1.3623549,0,0,0,5390.427,5896.786,5035.226,0,0,0
3254,289.1262561,1.3704133,0,0,0,7738.7314,8042.22,7140.973,0,0,0
3250,305.1001965,1.3704125,0,0,0,1769.2948,960.458,307.62924,0,0,0
3259,102.0469415,1.3744437,0,0,0,2721.9656,2927.0098,2579.4453,0,0,0
3269,325.0899245,1.3764563,0,0,0,1849.8539,1849.5809,975.5591,0,0,0
3291,342.1157548,1.377029,0,0,31.790365,2357.2065,2761.629,2021.1301,0,0,0
3283,204.0425206,1.3784751,0,0,0,1711.3862,1817.053,1612.1981,0,0,0
3284,272.0207287,1.3784689,0,0,0,5365.7,6508.7393,6248.394,0,0,0
3285,228.0613953,1.3784748,0,0,0,1424.3016,1629.2825,1517.4644,0,0,0
3286,283.0140516,1.3784751,0,0,0,4750.1187,4789.634,4907.1147,0,0,0
3287,287.9935036,1.3784751,0,0,0,2570.7153,2512.127,2417.827,0,0,0
3288,304.9961371,1.3784751,0,0,0,4439.9497,4850.121,4604.176,0,0,0
3306,397.1112008,1.3784752,0,0,0,707.53815,935.7922,228.77965,0,0,0
3300,250.0389484,1.3804874,0,0,0,20922.455,23293.205,21402.744,0,0,0
3302,266.0112808,1.3804874,0,0,0,6286.349,6804.9663,6682.2505,0,0,0
3303,315.1053718,1.3804874,0,0,0,7700.074,10300.485,8930.743,0,0,0
3278,131.0507277,1.3812301,0,39.484703,0,12344.639,13268.632,12338.224,23.332575,24.328716,28.839958
3310,226.0242111,1.3825,0,0,0,4771.624,5450.0527,4532.351,0,0,0
3322,251.139241,1.3845243,0,0,0,18318.543,19582.92,17682.004,0,0,0
3376,141.9643515,1.3845354,0,0,0,352.0567,99.847046,90.822266,0,0,0
3396,331.0792689,1.3845243,0,0,0,3486.2935,4554.5767,4061.9016,0,0,0
3325,341.0637984,1.3905869,0,0,0,313.42938,309.25912,478.42874,0,0,0
3334,121.0856166,1.3914883,0,18.94244,0,83450.13,86738.6,78443.164,143.69658,329.18094,295.60745
3275,103.0543305,1.3932004,86.77401,29.628498,77.10665,100966.39,105422.88,97869.9,35.98909,52.49135,33.701385
3282,188.0701177,1.3953288,79.12114,38.239227,43.344227,21780.53,26413.682,25254.95,35.023613,59.034367,31.080624
3279,149.0601488,1.3970603,44.808395,91.43589,55.024025,13373.369,14115.86,14033.383,58.124733,86.498375,42.975517
3264,210.0511387,1.4041014,126.97127,32.349792,0,26263.479,28986.404,27954.893,0,0,0
3296,119.0719452,1.4068382,22.108158,0,35.354862,1917.8651,1541.287,1549.237,0,0,0
3377,305.0998109,1.4071938,0,0,0,1100.8158,260.28976,389.3875,0,0,0
3297,166.0869516,1.417766,956.37616,2644.305,964.17114,1082119.6,1177191.9,1073659.5,1627.5948,1468.3412,1318.6228
3359,287.1104917,1.4208418,0,0,0,34256.875,34592.547,31635.89,0,0,0
3360,303.0845443,1.4208418,0,0,0,14051.081,14942.69,12413.469,0,0,0
3276,120.0813364,1.4223465,585.8484,670.7263,368.52164,984946.56,1043892.9,958787.3,845.9145,415.21564,1294.6005
3369,310.1289839,1.422855,0,0,0,7970.049,7710.744,8053.855,0,0,0
3370,328.1395152,1.422855,0,0,0,48205.297,51397.22,52566.05,0,0,0
3367,121.0653825,1.4231284,194.87476,111.431694,129.14105,6143.4604,6856.922,6330.183,147.1945,137.7387,88.34493
3373,282.1551904,1.4248676,0,0,0,7725.929,8092.3604,7895.8657,0,0,0
3366,350.121525,1.4248676,0,0,0,3286.325,4153.397,5743.199,0,0,0
3371,138.0917417,1.4434073,110.574005,130.43077,188.76587,2931.522,3106.6543,2951.6157,186.3915,193.67393,151.48654
3401,385.0900554,1.446598,0,0,0,16315.65,16544.428,16041.947,0,0,0
3408,364.160677,1.4506397,0,0,0,32310.53,37464.31,32346.523,0,0,0
3409,369.1161239,1.4506468,0,0,0,53657.48,58052.375,52108.965,0,0,0
3406,167.0705857,1.4538252,196.39368,193.11148,274.46167,21981.016,24189.52,20833.998,189.65027,123.598656,229.1337
3419,329.1232292,1.4566988,0,0,0,1314.0865,1449.2034,1286.7319,0,0,0
3427,289.0687287,1.4607354,0,0,0,482.2484,569.8633,455.47565,0,0,0
3428,191.0794491,1.4607564,0,0,0,2047.791,1909.7869,1666.6862,0,0,0
3435,169.0964229,1.4609225,26.984762,24.846718,0,2693.7717,2319.1868,2359.074,26.670383,24.336754,0
3430,268.139879,1.4697168,0,28.853058,0,584.54724,585.174,262.60764,0,0,0
3467,166.0491235,1.4700359,0,21.121273,0,393.38315,704.71515,735.57806,24.101635,0,19.156885
3458,407.1530317,1.495464,0,0,0,5071.87,5600.2803,4385.0596,0,0,0
3461,385.170771,1.4975153,0,0,0,1315.7684,2304.8691,2234.135,0,0,0
3466,144.0659068,1.5010221,656.5432,1350.8801,209.34213,25665.127,23880.803,24273.68,151.41855,289.9499,126.18251
3468,473.1064249,1.510476,0,0,0,227.38791,70.52033,492.28455,0,0,0
3471,452.1770499,1.5166057,0,0,0,4031.7563,4327.8022,4281.8354,0,0,0
3472,457.1309842,1.5167446,0,0,0,1678.8286,1850.4143,1673,0,0,0
3482,158.0816925,1.5342793,161.01846,105.18057,194.46555,39048.6,39308.277,37548.336,220.55554,182.28905,206.49263
3489,441.1739298,1.5395113,0,0,0,1376.7665,2523.4878,2011.042,0,0,0
3488,436.2185603,1.5395169,0,0,0,2785.9355,2733.473,2132.6558,0,0,0
3490,394.171506,1.5436106,0,0,0,5930.013,6455.9624,6515.0225,0,0,0
3491,399.1268262,1.5436106,0,0,0,4942.1655,4947.196,5578.4116,0,0,0
3492,415.1006977,1.5436411,0,0,0,1194.4136,1375.7484,1160.7627,0,0,0
3495,359.1334651,1.5452976,0,0,0,824.66003,895.0803,807.8103,0,0,0
3486,204.1600548,1.5540689,82.42458,39.7234,64.60974,9468.008,9809.658,8886.9,36.28047,41.42444,48.23834
3498,180.0641195,1.5735424,0,25.233908,0,4166.0522,4509.5225,4006.03,31.603987,21.555264,20.257322
3526,282.1552687,1.5777217,0,0,0,2524.601,2423.0754,2276.487,0,0,0
3531,287.1106383,1.5794448,0,0,0,7894.4487,7863.485,6939.3706,0,0,0
3533,443.1167182,1.5794517,0,0,0,3900.253,3757.3936,3504.0542,0,0,0
3542,459.0903972,1.579471,0,0,0,352.34668,86.92616,233.2807,0,0,0
3541,421.1341871,1.58564,0,0,0,1819.5256,2068.9622,1750.0013,0,0,0
3567,242.1006781,1.5954672,32.97974,0,0,3220.143,3513.5994,3310.9966,0,0,0
3588,369.0586637,1.6102363,0,0,0,309.417,265.19153,367.2432,0,0,0
3585,305.1000176,1.6122712,0,0,0,1216.5137,1523.6438,1259.0576,0,0,0
3591,348.1294478,1.6143113,0,0,0,2862.2268,3111.2405,3048.6155,0,0,0
3592,353.0847805,1.6143113,0,0,0,4228.6523,4018.029,3599.5796,0,0,0
3593,289.1263435,1.6143489,0,0,0,5677.415,5878.459,5476.8545,0,0,0
3580,220.1186501,1.6154279,47.36778,64.3683,61.35148,15794.692,16028.127,14859.788,33.154594,68.70681,64.365074
3599,206.0451414,1.6184143,0,0,0,18052.883,20103.787,18355.064,0,0,0
3600,228.0270047,1.6184143,0,0,0,1130.5066,1497.4214,1186.9031,0,0,0
3605,372.187144,1.6204642,0,0,0,3270.5837,3230.1238,3158.4055,0,0,0
3620,287.0795232,1.6323175,0,0,0,758.38306,702.776,866.41345,0,0,0
3614,234.1126421,1.6323342,0,0,0,692.3036,408.00897,671.4626,0,0,0
3622,273.1213504,1.6326962,0,0,0,3365.096,3469.0571,3144.9602,0,0,0
3624,271.1055311,1.6347328,0,0,0,1418.2545,1381.255,1288.7374,0,0,0
3627,249.1237216,1.6364044,0,0,0,10590.167,10003.125,9828.566,0,0,0
3632,355.1021212,1.6384225,0,0,0,1480.4026,1730.2671,1553.8079,0,0,0
3621,251.1397832,1.6402826,0,0,0,90367.86,93801.02,90290.24,0,0,24.995869
3606,377.1419081,1.6497636,0,0,0,820.51056,598.5842,470.99374,0,0,0
3653,390.1402195,1.6526891,0,0,0,2762.3328,3286.8323,3067.3647,0,0,0
3657,335.1451945,1.6546737,0,0,0,2572.939,2705.5544,2422.0417,0,0,0
3660,388.1242812,1.6547127,0,0,0,7012.176,7492.0337,6898.0713,0,0,0
3652,371.0969453,1.6547337,0,0,0,247.35928,657.9464,592.7452,0,0,0
3661,393.0796651,1.6547337,0,0,0,1046.5643,926.31476,899.0981,0,0,0
3662,441.1744465,1.6547337,0,0,0,1696.2012,1820.4448,1199.8416,0,0,0
3666,436.2184255,1.6567574,0,0,0,1937.739,2418.1965,1812.3857,0,0,0
3667,340.1006366,1.658742,0,0,0,1545.6432,1507.4045,1201.3134,0,0,0
3679,305.1234704,1.6648921,0,0,0,957.1037,925.28864,365.1787,0,0,0
3682,327.1054362,1.6690044,0,0,0,1539.8589,1613.9065,1150.3264,0,0,0
3699,358.128303,1.6701319,21.981606,0,0,1419.5117,1375.9681,1353.6284,0,0,0
3698,320.1708999,1.6793733,0,0,0,17125.662,16767.324,15505.379,0,0,0
3613,342.1529243,1.6820412,0,0,0,6055.6694,5997.053,4440.569,0,0,0
3705,317.1003394,1.6868134,0,0,0,1795.1475,2218.5283,2223.5615,0,0,0
3707,301.1261845,1.6888496,0,0,0,6052.403,6121.159,5783.714,0,0,0
3726,299.0532259,1.7059721,0,0,0,362.57578,467.4093,358.14355,0,0,0
3723,283.0794415,1.7059907,0,0,0,845.01025,831.98663,659.3524,0,0,0
3724,372.1871617,1.7059907,0,0,0,3180.0347,3161.4158,2966.5154,0,0,0
3725,377.1422752,1.7059907,0,0,0,825.4991,844.11786,673.68713,0,0,0
3728,278.1238927,1.7101129,0,0,0,381.6258,209.23576,344.2734,0,0,0
3764,284.170622,1.7154851,0,0,0,803.82916,828.6616,483.62878,0,0,0
3744,338.1813378,1.728744,0,0,0,180.1387,360.57437,510.32236,0,0,0
3755,353.0641827,1.7328614,0,0,0,685.8955,756.31116,663.4371,0,0,0
3752,359.1109106,1.7346282,0,0,0,619.059,792.30945,640.4585,0,0,0
3758,337.0897917,1.7349739,0,0,0,3381.2307,3819.4055,3231.4949,0,0,0
3759,332.1344421,1.7367407,0,0,0,14842.365,16487.992,15135.985,0,0,0
3767,289.1264066,1.7443018,0,0,0,3973.4724,3976.375,3575.1199,0,0,0
3768,305.1001129,1.7443018,0,0,0,835.8323,882.4291,509.77905,0,0,0
3770,267.1445339,1.7463158,0,0,0,850.01074,779.9699,927.00305,0,0,0
3793,261.0771221,1.7570108,0,0,0,852.7618,1046.3263,1013.92566,0,0,0
3778,239.0920406,1.7612299,86.42226,41.94203,33.524963,8919.68,9682.384,8867.626,130.60301,41.302704,45.940624
3839,342.1550802,1.7888683,0,0,0,2686.35,2963.7034,2547.814,0,0,0
3919,115.0520642,1.7934341,122.04845,99.66334,227.04799,3749.0537,3724.6719,3583.2444,178.04062,233.07579,99.52002
3845,380.1111306,1.7949649,0,0,0,7063.4375,6616.802,5798.9707,0,0,0
3848,364.1371572,1.7990066,0,0,0,12448.015,12649.057,11168.639,0,0,0
3925,205.1195165,1.8020554,35.86518,0,25.811909,6726.274,8023.6953,6579.8926,0,34.223488,0
3855,413.0850651,1.8090857,0,0,0,2987.299,2824.25,2485.8074,0,0,0
3885,205.112356,1.809625,0,0,40.025032,6739.5347,5643.7305,6585.645,41.276867,0,26.581974
3920,118.0658832,1.8110205,226.21283,443.36597,155.6792,33051.914,34425.875,32495.545,162.1294,278.22278,203.30045
3859,397.1111057,1.8111044,0,0,0,9726.316,10593.051,9845.365,0,0,0
3867,249.0612538,1.8151301,0,0,0,23779.21,28061.027,24500.146,0,0,0
3936,142.0631409,1.816249,35.757675,24.253704,0,3210.7427,3183.4534,3125.073,24.540522,21.561054,22.843824
3877,237.087241,1.8171481,0,0,0,12731.664,12753.395,13543.796,0,0,0
3879,259.0694928,1.8171481,0,0,0,1247.8217,1434.2823,840.08514,0,0,0
3889,219.0766807,1.819119,0,0,0,889.30835,1309.1428,1136.4368,0,0,0
3891,289.0498212,1.8191181,0,0,0,16695.3,19321.018,18334.63,0,0,0
3892,311.0315969,1.8191181,0,0,0,4113.577,4590.9697,4437.0327,0,0,0
3921,132.0784853,1.8196555,450.2392,361.36255,122.58645,23149.672,24709.014,21844.893,365.4237,269.88007,189.7174
3901,300.0432349,1.821094,0,0,0,1579.6885,1938.459,1800.407,0,0,0
3903,344.0070489,1.821094,0,0,0,3081.2063,3650.6118,3591.7913,0,0,0
3906,159.0919076,1.8211308,0,0,0,41725.812,44327.1,41608.51,0,0,0
3911,221.0924104,1.8211364,0,0,0,4066.0508,3960.4985,3880.037,0,0,0
3880,304.0140686,1.821137,0,0,0,1592.932,2184.5168,325.57538,0,0,0
3928,162.0548016,1.822478,0,0,0,432.59686,1872.0077,1111.6735,0,25.459839,0
3927,431.1688867,1.8231064,0,0,0,1207.457,1533.4197,1361.8154,0,0,0
3935,409.1874033,1.8251247,0,0,0,16362.914,18994.03,14684.211,0,0,0
3939,243.0533437,1.8271433,0,0,0,60486.1,61349.04,53757.316,0,0,0
3942,389.132681,1.8271433,0,0,0,4856.097,5219.803,5656.967,0,0,0
3945,301.1261024,1.8291129,0,0,0,8528.769,7640.2163,6939.9688,0,0,0
3946,329.1209542,1.8291191,0,0,0,4232.792,3639.861,3826.899,0,0,0
3952,581.1745528,1.8310885,0,0,0,762.02795,1090.677,870.4292,0,0,0
3948,317.1000608,1.8311425,0,0,0,2876.2927,2405.7917,2615.053,0,0,0
3910,227.0794248,1.832607,0,32.352142,27.39822,150236.12,168651.17,154419.97,0,0,0
3954,259.0581174,1.8331074,0,0,0,1390.7845,863.95245,1425.7786,0,0,0
3951,345.0950683,1.8331066,0,0,0,1716.0469,1914.7516,2408.232,0,0,0
3955,369.0818645,1.8350768,0,0,0,3760.283,3087.0242,4197.0273,0,0,0
3956,367.1504987,1.8350878,0,0,0,35935.84,39733.074,39082.31,0,0,0
3957,559.1934087,1.8350878,0,0,0,9835.592,11537.773,10380.014,0,0,0
3959,303.1417594,1.8351191,0,0,0,4031.0486,4017.272,3430.255,0,0,0
3968,335.075375,1.8371059,0,0,0,1493.0087,2860.8948,2530.7205,0,0,0
3963,404.1191343,1.8371004,0,0,0,3116.323,4083.396,3638.6387,0,0,0
3964,305.0999741,1.8371545,0,0,0,2426.7012,2684.6687,2318.6228,0,0,0
3973,372.1304037,1.8391185,0,0,0,6934.098,7306.814,6722.568,0,0,0
3974,454.0195746,1.8391241,0,0,0,3052.257,4156.6343,3943.5254,0,0,0
3905,146.060421,1.8406173,84.95182,180.63765,129.47849,72095.92,76232.99,69887.42,152.66681,125.52889,191.29541
3985,355.1026643,1.841142,0,0,0,318493.6,372903.34,350113.22,0,0,0
3986,370.1136537,1.841142,0,0,0,61973.812,72999.75,69609.44,0,0,0
3987,375.0690516,1.841142,0,0,0,31571.102,37225.668,35231.902,0,0,0
3988,377.0847418,1.841142,0,0,0,116703.04,138922.1,128136.15,0,0,0
3989,391.0427663,1.841142,0,0,0,9601.185,10327.615,10111.039,0,0,0
3990,393.0587352,1.841142,0,0,0,15727.707,17823.582,16463.979,0,0,0
3993,386.1085435,1.8411531,0,0,0,5108.97,5377.9204,6328.74,0,0,0
3994,731.1807655,1.841142,0,0,0,3118.375,4763.8354,3641.1292,0,0,0
3944,289.1260295,1.843087,34.27023,0,0,7214.4385,6607.956,6054.719,0,0,0
4147,353.0870522,1.8431658,0,0,0,24825.287,26836.932,27115.275,0,0,0
4001,399.0668814,1.8431658,0,0,0,11307.376,13921.694,12906.554,0,0,0
4004,729.1653206,1.8431658,0,0,0,2714.8552,3324.6133,3064.626,0,0,0
4021,391.064636,1.843758,0,0,0,2562.9434,3069.354,2708.0034,0,0,0
3962,751.1458671,1.8437594,0,0,0,686.45135,1144.159,728.6988,0,0,0
3983,163.0393687,1.8442923,0,0,0,420315.16,485624.94,465955.06,20.054955,28.398613,0
4010,476.001481,1.8451892,0,0,0,1076.6462,1995.6913,2227.7908,0,0,0
4014,330.1188585,1.8457829,0,0,0,1647.8892,3045.8179,2057.8223,0,0,0
4020,397.0506927,1.8478066,0,0,0,6327.5757,7405.0127,6470.313,0,0,0
4046,265.1561253,1.8478973,0,0,0,13644.812,13712.098,12976.469,0,30.726542,0
3904,144.0812936,1.8525321,28.12594,0,26.713451,39332.46,40122.438,38405.46,25.41307,33.879414,28.578405
4033,417.1755863,1.8530498,0,0,0,2581.627,2217.3232,2134.3064,0,0,0
4034,439.158089,1.8530498,0,0,0,2318.0088,2314.5938,1611.7628,0,0,0
3978,243.0847002,1.8537856,679.5115,321.93893,171.96396,5299.0317,6396.0303,5080.5776,498.4828,1058.6101,129.15483
3930,205.0835292,1.8539685,82.72669,34.885796,72.88668,6782.308,4804.187,6154.0767,117.003845,64.187515,65.25795
3933,188.0548352,1.8558944,0,0,29.08321,8543.092,8302.221,8135.161,29.388306,0,0
4015,205.0978559,1.8572038,828.2506,720.8988,168.41998,1069181.2,1143232.8,1014545.06,133.97203,504.932,252.72237
4051,431.0956105,1.8578197,0,0,0,971.8153,696.0338,833.03937,0,0,0
4029,188.0709892,1.8681338,144.6176,256.30005,1033.6606,1352512,1429850.6,1320921.6,808.88837,374.71738,283.8168
4088,385.1862199,1.891138,0,0,0,5248.663,5843.58,4820.819,0,0,0
4091,415.1214552,1.8911489,0,0,0,1151.9347,1315.148,1175.6449,0,0,0
4096,441.1530082,1.8931726,0,0,0,11298.583,11437.164,10390.814,0,0,0
4097,425.1787745,1.8931746,0,0,0,27697.299,28381.873,25221.11,0,0,0
4103,403.1969476,1.8952093,0,0,0,4821.0503,5218.7505,4580.189,0,0,0
4104,410.1662125,1.8952093,0,0,0,4857.1997,5859.6533,5479.7183,0,0,0
4105,420.2234998,1.8952093,0,0,0,21051.648,22280,20936.852,0,0,0
4114,367.1004697,1.9032856,0,0,0,6123.5684,6612.3936,5779.0205,0,0,0
4115,383.0746855,1.9032856,0,0,0,1732.2534,1724.4961,1454.7185,0,0,0
4102,223.1332311,1.9089205,248.90929,408.7489,212.77457,18104.568,18381.867,17368.244,380.9167,171.41257,160.45183
4163,214.1071665,1.9200826,56.440815,50.83351,55.16935,1866.1515,1950.2598,2827.9087,54.61802,56.9621,54.945152
4195,234.0976893,1.9410032,0,0,33.924805,6206.2812,6044.763,6115.0693,0,0,0
4216,158.0816801,1.9419253,97.306625,378.04236,318.38022,10909.864,8936.707,7964.058,87.775986,279.01035,131.10965
4214,180.0646355,1.9487917,28.724392,0,0,366.19717,442.92975,328.381,0,0,0
4180,236.0532568,1.9518129,0,0,0,807.102,827.5659,809.6988,0,0,0
4182,368.1322466,1.9518129,0,0,0,699.8715,935.1883,626.8567,0,0,0
4188,328.1396306,1.9538817,0,0,0,2181.7224,2302.7476,2154.1687,0,0,0
4173,214.0706245,1.9554081,0,0,25.952648,271.22778,613.0519,456.4788,0,31.018484,0
4196,256.0794868,1.9559692,0,0,0,901.3315,1050.8667,977.00775,0,0,0
4304,429.2109067,1.9580199,0,0,0,2991.0437,4321.917,3564.4937,0,0,0
4199,445.1837908,1.9580199,0,0,0,900.6444,701.87036,826.0612,0,0,0
4176,236.0902925,1.9640595,23.737396,0,0,325.03882,77.58017,348.02975,0,0,0
4208,315.1417818,1.9642318,0,0,0,1355.3116,1540.2329,1366.6781,0,0,0
4209,331.1163677,1.9642318,0,0,0,544.60504,466.92432,489.07523,0,0,0
4262,449.1927687,1.9696747,0,0,0,382.00195,478.523,84.13757,0,0,0
4226,529.13287,1.9700857,0,0,0,313.00446,338.2958,419.38705,0,0,0
4149,186.1493431,1.9701352,27.968613,32.472973,24.020306,15352.125,15897.316,15689.974,71.51352,55.43483,0
4371,508.2035035,1.9763197,0,0,0,3389.1528,3439.425,3519.2944,0,0,0
4368,513.1588889,1.9783782,0,0,0,2468.3179,2838.5574,2989.8218,0,0,0
4243,327.1053899,1.9804379,0,0,0,1132.5625,1212.3129,1080.9375,0,0,0
4246,339.0859423,1.9804505,0,0,0,750.41583,634.809,495.0839,0,0,0
4244,343.0797297,1.9804505,0,0,0,489.53198,495.37195,499.48297,0,0,0
4257,360.1298972,1.9805083,0,33.07979,36.10013,527.6427,622.93195,619.2968,0,39.255302,0
4247,318.1552323,1.9825073,0,0,0,3048.7046,3180.1885,2767.9998,0,0,0
4248,365.0847255,1.9825073,0,0,0,4467.772,4719.582,4632.32,0,0,0
4249,381.0585483,1.9825101,0,0,0,677.7348,625.8617,678.57947,0,0,0
4256,323.1103489,1.984567,0,0,0,1554.8215,1534.0178,1262.7603,0,0,0
4254,511.0858655,1.984567,0,0,0,576.6616,567.91034,428.18585,0,0,0
4259,495.1117615,1.9866982,0,0,0,2590.7075,2793.6487,2523.6086,0,0,0
4260,473.1296558,1.9908663,0,0,0,540.53705,484.29587,454.9642,0,0,0
4306,213.07476,1.9941279,161.81433,109.628204,41.43193,2403.6138,2642.4348,2230.7415,186.94452,94.24525,206.13423
4277,340.0800936,2.0012023,0,0,0,294.75735,357.18756,193.39037,0,0,0
4278,302.1241594,2.0032983,0,0,0,2944.088,2941.4756,2827.7427,0,0,0
4279,324.1058884,2.0032983,0,0,0,1642.5613,1838.544,1571.9266,0,0,0
4283,427.2082174,2.005945,0,0,0,929.824,1043.6704,493.88293,0,0,0
4299,181.0858658,2.0060053,1075.8224,222.37985,524.4423,21887.354,23043.555,20726.213,488.50467,173.25961,124.05392
4296,378.1765154,2.0121102,0,0,0,19962.047,20788.574,19401.459,0,0,0
4300,383.131833,2.0147574,0,0,0,23767.758,23772.336,21583.213,0,0,0
4301,399.1058836,2.0147574,0,0,0,10199.01,10678.7,10307.772,0,0,0
4315,486.1587439,2.0215375,0,0,0,624.7532,631.2189,648.8852,0,0,0
4314,499.1215037,2.0215375,0,0,0,674.89075,821.5719,686.7524,0,0,0
4317,339.1078732,2.023562,0,0,0,15751.993,18313.693,19304.42,0,0,0
4318,478.1927579,2.023562,0,0,0,3181.6597,3557.0989,3757.6443,0,0,0
4319,481.2038301,2.023562,0,0,0,2874.058,3217.4258,3089.076,0,0,0
4320,483.1480744,2.023562,0,0,0,3418.5972,4273.691,3920.4834,0,0,0
4323,568.2254699,2.025601,0,0,0,2926.587,3130.052,2651.9006,0,0,0
4328,573.1811321,2.0256011,0,0,0,307.23416,422.6052,346.08786,0,0,0
4329,307.0694854,2.027653,0,0,0,504.50443,464.7981,946.996,0,0,0
4327,572.235756,2.0291574,0,0,0,5123.1406,5223.5723,4668.7534,0,0,0
4331,291.0958357,2.0297108,0,0,0,1123.4508,1395.8661,1759.8209,0,0,0
4336,577.1909739,2.0332372,0,0,0,2394.9785,2540.5605,1854.3977,0,0,0
4339,348.2021971,2.035847,0,0,0,3063.664,3631.919,5122.928,0,0,0
4341,370.1842666,2.0358803,0,0,0,290.85605,314.93915,424.28574,0,0,0
4326,212.0910683,2.0439506,53.60511,0,0,449.91083,144.2311,187.76173,0,0,0
4350,287.1370069,2.0461664,0,0,0,7666.4546,6982.1577,7606.309,0,0,0
4354,303.1109021,2.048217,0,0,0,2434.1848,2506.2095,2418.521,0,0,0
4334,251.1026963,2.0487418,26.758148,0,0,868.6871,922.95044,1278.5212,0,34.5423,0
4377,309.0970972,2.0564804,0,0,0,982.0572,890.4371,731.942,0,0,0
4379,374.1454026,2.0580106,0,0,0,682.7587,322.54413,581.3699,0,0,0
4381,425.1788385,2.0585387,0,0,0,5032.1904,5333.9937,4818.8765,0,0,0
4387,403.1969275,2.060597,0,0,0,3287.9775,3623.6719,4390.922,0,0,0
4388,441.1528351,2.0606132,0,0,0,1098.9482,1322.4023,1228.249,0,0,0
4399,236.0323343,2.0626714,0,0,0,583.03906,404.56146,230.57643,0,0,0
4400,553.2109037,2.0626757,0,0,0,311.32782,392.4904,358.22147,0,0,0
4437,161.0815624,2.062994,97.235756,22.736454,0,1640.9751,1593.6669,1223.5974,22.045938,21.461742,19.146671
4348,177.0550141,2.0629992,23.805159,25.180119,0,3273.018,3372.29,3446.9136,27.136082,24.328749,30.19806
