Compound,mz,kmd,rt,Orbi_P_E2_EXBLANKA,Orbi_P_E2_EXBLANKB,Orbi_P_E2_EXBLANKC,Orbi_P_E2_WS03A,Orbi_P_E2_WS03B,Orbi_P_E2_WS03C,Orbi_P_E2_Wasteblank4,Orbi_P_E2_Wasteblank5,Orbi_P_E2_Wasteblank6,cor
12733,331.1903939,0.19039390000000367,5.6593227,51.35781,32.739334,43.49083,11457.513,11799.059,10599.947,29.486298,27.042286,40.86968,TRUE
12748,546.307428,0.30742799999995896,5.673101,0,0,0,4994.688,5414.4517,5138.9565,0,0,0,TRUE
12749,511.2695063,0.2695062999999891,5.6731057,0,0,0,1207.3734,1325.518,1131.2994,0,0,0,TRUE
12755,551.2646636,0.26466359999994893,5.6751714,0,0,0,1027.1802,1276.5786,1333.7396,0,0,0,TRUE
12773,538.2845395,0.2845395000000508,5.6868763,0,0,0,5571.4697,5836.7036,5703.1836,0,0,0,TRUE
12780,521.2581019,0.2581019000000424,5.6889634,0,0,0,22204.51,23704.596,22863.191,0,0,0,TRUE
1280,702.2676934,0.26769339999998465,0.5535969,0,0,0,15699.907,18661.047,19073.396,0,0,0,TRUE
12811,525.2261892,0.22618920000002163,5.7054462,0,0,0,1369.3224,1303.5417,1302.1619,0,0,0,TRUE
12814,504.2964594,0.29645940000000337,5.7054667,0,0,0,19731.654,21866.936,21446.371,0,0,0,TRUE
12823,451.2489555,0.2489555000000223,5.7075267,0,0,0,14553.539,14916.201,14247.065,0,0,0,TRUE
12859,773.4104178,0.4104178000000047,5.732403,0,0,0,584.108,660.5452,702.0221,0,0,0,TRUE
12860,768.4554423,0.4554422999999588,5.7344937,0,0,0,2892.5906,2807.5864,2906.6523,0,0,0,TRUE
12868,486.2870359,0.28703589999997803,5.740143,0,0,0,17722.217,18532.658,15805.748,0,0,0,TRUE
12899,331.1900356,0.19003559999998743,5.735719,0,35.80397,32.711502,9626.506,10167.052,9030.323,29.486298,27.042286,37.869602,TRUE
12909,507.2142474,0.21424739999997655,5.756575,0,0,0,2851.4883,3554.5693,3184.635,0,0,0,TRUE
12911,491.2414114,0.24141140000000405,5.7586226,0,0,0,7375.1504,8086.603,7063.8936,0,0,0,TRUE
12913,435.2539514,0.2539514000000054,5.760647,0,0,0,23140.812,25032.502,21688.727,0,0,0,TRUE
12926,452.2798408,0.2798407999999881,5.7652836,0,0,0,1847.5233,2477.4775,1750.2112,0,0,0,TRUE
12950,502.3168437,0.3168436999999926,5.7725487,0,0,0,12363.953,12855.461,12046.701,0,0,0,TRUE
12958,979.4987463,0.4987462999999934,5.776591,0,0,0,656.7635,791.8856,517.87317,0,0,0,TRUE
12975,963.5242079,0.5242078999999649,5.7745624,0,0,0,1047.1328,1281.154,931.36475,0,0,0,TRUE
12992,548.3447832,0.3447832000000517,5.7786145,0,0,0,1816.7384,2204.3022,1787.4243,0,0,0,TRUE
1300,425.0864191,0.08641910000000053,0.55166984,0,0,0,3406.3599,3967.202,5529.183,0,0,0,TRUE
13014,570.275223,0.2752229999999827,5.7887177,0,0,0,15485.42,16724.344,15666.942,0,0,0,TRUE
13023,553.2498585,0.24985849999995935,5.7947793,0,0,0,1382.866,1480.0967,1266.1707,0,0,0,TRUE
13083,553.2992229,0.29922290000001794,5.8374467,0,0,0,3116.492,3525.0269,2962.3403,0,0,0,TRUE
13084,513.3074383,0.3074382999999443,5.837465,0,0,0,3533.4392,3696.5696,3533.886,0,0,0,TRUE
131,141.0061053,0.0061053000000015345,0.389016,48.081944,60.123413,30.390965,1524.0931,1879.9335,1930.5077000000001,36.52008,32.062172,45.960903,TRUE
13103,584.2544816,0.2544815999999628,5.8442283,0,0,0,9749.685,9762.636,11001.097,0,0,0,TRUE
13107,589.2098589,0.20985889999997198,5.8462906,0,0,0,795.8812,781.8221,718.19525,0,0,0,TRUE
1311,458.1872645,0.18726450000002615,0.55745107,0,0,0,191035.34,194641.98,185279.55,0,0,0,TRUE
13193,261.147228,0.14722799999998415,5.9341884,53.988407,48.08097,132.23264,1443.2402,1578.9323,1447.3025,47.21994,77.38889,48.654907,TRUE
132,146.0302461,0.030246099999999387,0.3821843,2120.7595,3948.752,1935.1873,36703.44,38957.61,42212.324,5816.237,1387.3805,4296.797,TRUE
13209,295.1905923,0.1905922999999916,5.929709,499.49792,224.15753,509.31024,5521.8667,5437.4546,5806.5825,386.9124,368.29474,512.28973,TRUE
13210,335.1839965,0.18399649999997791,5.9174213,70.34711,104.93978,85.63449,2969.436,3129.3801,2815.5508,178.57576,100.40152,88.541565,TRUE
1324,409.1127531,0.11275310000002037,0.5593789,0,0,0,28997.457,27501.766,23728.045,0,0,0,TRUE
1325,427.0775348,0.07753480000002355,0.56795657,32.68639,37.93606,93.75093,95106.36,96320.87,101521.83,31.58863,47.73438,35.055843,TRUE
13260,570.2752348,0.2752348000000211,5.9278584,0,0,0,10500.896,11461.296,11793.488,0,0,0,TRUE
13267,553.2479353,0.24793529999999464,5.92993,0,0,0,12285.868,13668.159,13104.066,0,0,0,TRUE
133,147.0255721,0.025572100000005094,0.39545515,96.30885,119.69893,170.58008,3532.5361,4218.631,4233.4653,142.19034,201.18274,62.60927,TRUE
13323,961.5760345,0.5760344999999916,5.959639,0,0,0,4187.06,6033.784,5036.6387,0,0,0,TRUE
13344,263.143766,0.14376600000002782,5.971151,165.8852,59.431015,166.21162,220244.47,259991.55,228501.53,82.19702,89.74002,98.086494,TRUE
13347,509.2308252,0.2308252000000266,5.9616814,0,0,0,177235.95,202461.75,185129.7,0,0,0,TRUE
13364,979.4986876,0.4986876000000393,5.9616914,0,0,0,61418.451,74268.842,63641.173,0,0,0,TRUE
13369,577.2199658,0.21996579999995447,5.9616838,0,0,0,11120.043899999999,10448.6649,9961.0838,0,0,0,TRUE
13379,281.1538311,0.15383109999999078,5.9326954,602.59717,870.0802,231.09464,28954.725,32181.11,27510.854,368.71997,400.82748,692.0957,TRUE
1338,336.0961178,0.09611780000000181,0.5632345,0,0,0,111785.016,118527.59,113900.43,0,0,0,TRUE
13385,561.2453141,0.24531409999997322,5.963745,0,0,0,15361.012,17400.496,13857.343,0,0,0,TRUE
13388,1433.79151,0.7915100000000166,5.9637427,0,0,0,16285.092,20393.14,16575.54,0,0,0,TRUE
1339,443.0492109,0.0492108999999914,0.56323373,0,0,0,15730.75,18684.7,21066.893,0,0,0,TRUE
13399,502.3168141,0.3168140999999878,5.965795,0,0,0,124069.89,138544.05,125993.37,0,0,0,TRUE
1340,193.0709413,0.070941299999987,0.56327605,0,0,0,28217.922,25388.152,24154.217,0,0,0,TRUE
13441,874.4748816,0.47488160000000335,5.9840837,0,0,0,5125.638,4636.4087,4982.0444,0,0,0,TRUE
13445,895.4033943,0.40339429999994536,5.9861183,0,0,0,6123.0806,5602.4307,4478.989,0,0,0,TRUE
135,165.0535751,0.053575099999989106,0.39310896,26.550898,56.041084,20.477877,1163.752,1304.504,1377.4366,28.94653,21.442032,31.17192,TRUE
1355,130.0503611,0.05036110000000349,0.56947875,4649.3657,4558.503,5377.1143,1738838,1834487.5,1664224,5003.281,5244.2427,5164.664,TRUE
1359,278.1236622,0.12366220000001249,0.57098514,0,0,0,104187.805,107707.67,104089.695,0,0,0,TRUE
13597,486.2856494,0.28564940000001116,6.0247087,360.976,371.88016,504.5312,28331.854,31269.795,28666.514,340.2428,470.1981,260.38434,TRUE
13598,451.2489545,0.24895450000002484,6.0751305,0,0,0,2710.2666,2770.4614,2617.8953,0,0,0,TRUE
13629,289.1798513,0.17985129999999572,6.123905,47.723003,39.5063,36.35678,12802.634,13538.137,11506.281,50.272343,35.022125,36.741604,TRUE
13631,345.1473631,0.14736310000000685,6.095927,0,0,0,807.82446,919.0657,854.6948,0,0,0,TRUE
13682,595.1967628,0.1967627999999877,6.116995,0,0,0,4352.018,4255.0127,3802.174,0,0,0,TRUE
13700,437.2694668,0.26946679999997514,6.1230664,0,0,0,82686.05,90936.12,75353.94,0,0,0,TRUE
13705,931.5334092,0.533409200000051,6.1210427,0,0,0,393.26138,472.17737,419.90836,0,0,0,TRUE
13711,365.2315213,0.23152129999999715,6.117962,53.23658,37.919395,32.486958,2405.9453,3119.0984,1666.3265,35.338715,43.02664,44.393166,TRUE
13713,477.2620806,0.2620805999999902,6.1250954,0,0,0,44069.21,48670.83,40521.848,0,0,0,TRUE
13718,573.2149253,0.21492530000000443,6.125097,0,0,0,4604.4434,5269.7124,4310.5366,0,0,0,TRUE
13732,568.2594872,0.25948719999996683,6.127125,0,0,0,67977.348,79382.21059999999,71272.178,0,0,0,TRUE
13745,436.2857734,0.2857733999999823,6.1332073,0,0,0,505.22205,743.8044,791.8145,0,0,0,TRUE
13747,360.2528233,0.25282329999998865,6.1352158,0,0,0,3172.2214,3522.0105,3287.0325,0,0,0,TRUE
13751,530.3122362,0.3122362000000294,6.137238,0,0,0,1136.1156,1521.5286,1247.8463,0,0,0,TRUE
13752,513.285885,0.2858850000000075,6.137245,0,0,0,2783.1328,3168.7673,2737.9424,0,0,0,TRUE
13896,360.2526753,0.25267530000002125,6.2078996,0,0,0,3929.406,4609.563,3732.698,0,0,0,TRUE
1391,460.2030158,0.20301580000000286,0.57897615,0,0,0,175194.34,167366.6,160353.4,0,0,0,TRUE
13919,437.2697492,0.2697491999999784,6.2217193,0,0,0,11280.684,11940.011,10627.617,0,0,0,TRUE
13920,454.2959837,0.29598370000002205,6.2221184,0,0,0,2194.5007,2113.0796,1446.0012,0,0,0,TRUE
13921,477.2621672,0.2621672000000217,6.2225585,0,0,0,8915.934,9724.947,7957.1973,0,0,0,TRUE
13982,335.2217756,0.22177560000000085,6.231371,166.45288,273.67532,205.76253,5302.766,5612.8887,4809.8384,214.54425,169.84094,228.69067,TRUE
13983,313.2382128,0.23821279999998524,6.2422915,172.98177,112.21275,168.44098,3130.9668,3138.3599,3144.1216,150.06032,200.83322,168.10771,TRUE
14060,549.2260019,0.2260019000000284,6.2905655,0,0,0,1434.1217,1622.6578,1090.2793,0,0,0,TRUE
14079,533.2522904,0.2522903999999926,6.294722,0,0,0,3550.6096,3984.4814,3310.6465,0,0,0,TRUE
14082,468.2752629,0.2752628999999729,6.2967925,0,0,0,1142.4816,1339.9216,1132.457,0,0,0,TRUE
14091,513.2860847,0.2860846999999467,6.3226295,0,0,0,21072.129,23338.52,23023.818,0,0,0,TRUE
14094,551.2420099,0.2420098999999709,6.3013597,0,0,0,12561.958,14333.073,11519.663,0,0,0,TRUE
14204,530.3125878,0.3125877999999602,6.3571944,0,0,0,38554.38,41096.96,35202.434,0,0,0,TRUE
14219,477.2621166,0.262116600000013,6.3633957,0,0,0,6268.8687,6916.724,5612.378,0,0,0,TRUE
14223,437.2693523,0.26935229999998,6.365442,0,0,0,14698.104,15197.418,11482.645,0,0,0,TRUE
14224,493.2347387,0.23473869999997987,6.365448,0,0,0,1357.6323,1614.1772,1252.3899,0,0,0,TRUE
14233,472.3069271,0.3069270999999958,6.3695602,0,0,0,8849.467,9678.262,8505.481,0,0,0,TRUE
14250,861.4107057,0.41070569999999407,6.387851,0,0,0,501.56787,712.30634,590.21423,0,0,0,TRUE
14252,856.4560123,0.4560122999999976,6.386116,0,0,0,3136.1345,3712.0098,3278.3975,0,0,0,TRUE
14258,435.2541376,0.25413759999997865,6.389582,0,0,0,13155.934,15045.675,12034.518,0,0,0,TRUE
14368,249.1854293,0.1854293000000098,6.4543095,124.328415,562.0478,336.44574,5389.127,5958.4478,5343.0093,183.93437,348.99536,289.59872,TRUE
14433,477.2620903,0.2620903000000112,6.4687505,0,0,0,20300.473,20526.621,17601.688,0,0,0,TRUE
14440,472.3069067,0.3069067000000132,6.4707932,0,0,0,57055.188,56247.277,48219.617,0,0,0,TRUE
14447,475.2463527,0.24635269999998854,6.4744306,0,0,0,1882.831,1829.9894,1332.0883,0,0,0,TRUE
14457,470.2912162,0.29121620000000803,6.478161,0,0,0,7249.2856,7023.9927,6022.3066,0,0,0,TRUE
145,244.9475245,0.9475244999999859,0.37269926,5392.9536,4788.456,2039.008,46231.58,50213.715,55452.008,2226.013,5194.8535,7832.9863,TRUE
14561,535.2675964,0.2675964000000022,6.5380993,0,0,0,1116.2642,1217.3488,1118.4796,0,0,0,TRUE
14573,495.2752394,0.2752393999999754,6.542175,0,0,0,700.44904,438.2521,509.12634,0,0,0,TRUE
14578,513.2865336,0.2865335999999843,6.544173,0,0,0,1838.6182,1696.0712,1467.7205,0,0,0,TRUE
1461,302.1210027,0.12100270000001956,0.58292955,0,0,0,9943.424,9441.449,11324.122,0,0,0,TRUE
14677,699.3586238,0.35862380000003213,6.5798125,0,0,0,1481.0444,1822.8604,1558.6365,0,0,0,TRUE
1472,316.1607675,0.16076750000001994,0.5848567,0,0,0,14526.268,16773.76,16411.168,0,0,0,TRUE
14735,504.319716,0.3197160000000281,6.5832396,72.536545,71.16941,37.047863,4510.4053,4969.2886,4605.678,39.68173,74.17406,97.47971,TRUE
14744,509.2731256,0.2731256000000144,6.615524,0,0,0,2171.505,2220.7097,2242.2173,0,0,0,TRUE
1479,182.0818066,0.08180659999999307,0.5835974,1654.1014,1723.8295,2286.1238,35791.03,33191.36,32386.654,2091.7935,2218.6672,2206.2673,TRUE
14807,436.2858541,0.28585409999999456,6.645965,0,0,0,5672.8574,4769.4893,4418.6406,0,0,0,TRUE
14834,472.306738,0.30673799999999574,6.652029,0,0,0,226503.22,221618.94,193811.23,0,0,0,TRUE
14835,486.3220749,0.32207490000001826,6.6520295,0,0,0,19090.256,15019.713,14489.528,0,0,0,TRUE
1486,402.1613096,0.1613095999999814,0.58095384,0,0,0,5704.2734,5779.798,5814.726,0,0,0,TRUE
14904,477.2619842,0.26198419999997213,6.6702423,0,0,0,101594.91,99160.58,86119.16,0,0,0,TRUE
14917,493.2360009,0.23600090000002183,6.6755033,0,0,0,40977.535,40624.94,35079.977,0,0,0,TRUE
14935,475.2463759,0.24637589999997545,6.68362,0,0,0,32115.22,30774.703,26018.096,0,0,0,TRUE
14943,491.2196623,0.21966229999998177,6.6862655,0,0,0,12108.105,11930.195,9414.468,0,0,0,TRUE
14948,437.2725036,0.2725035999999932,6.7356095,685.7775,665.489,291.09412,102400.445,107846.36,89183.32,401.30804,614.1708,623.306,TRUE
14970,391.2471791,0.24717909999998255,6.7151427,0,36.088413,41.554573,15742.205,15692.987,14361.54,38.272366,46.34881,45.505184,TRUE
14972,470.2976049,0.2976049000000103,6.746442,474.9386,699.5029,830.9173,29341.41,29199.87,25712.904,688.25836,737.5245,306.1292,TRUE
15016,279.1955012,0.1955012000000238,6.738343,438.1718,218.39091,123.3595,8828.506,8203.698,7206.251,382.7862,132.80177,333.11133,TRUE
15062,699.3583734,0.35837340000000495,6.743767,0,0,0,13554.658,13513.1045,11549.598,0,0,0,TRUE
15064,715.3322377,0.33223769999995056,6.744188,0,0,0,1313.4427,1237.6326,1029.7997,0,0,0,TRUE
15072,694.4031594,0.4031594000000496,6.745807,0,0,0,35163.855,39309.617,32288.432,0,0,0,TRUE
1508,256.1398958,0.1398957999999766,0.58489895,0,0,0,20591.672,20592.148,20409.457,0,0,0,TRUE
1509,274.0920355,0.0920355000000086,0.59050095,186.02524,231.78247,118.64017,105057.234,107380.02,108132.09,143.67699,129.94351,115.83174,TRUE
151,267.0131306,0.013130600000010872,0.4157178,0,0,0,2723.7239,3970.5415,4269.1978,0,0,0,TRUE
15148,493.2354297,0.2354296999999974,6.7724223,0,0,0,46772.984,43894.47,39012.85,0,0,0,TRUE
15157,477.2617039,0.26170389999998633,6.7744565,0,0,0,34883.156,33884.19,29366.6,0,0,0,TRUE
15275,540.3071081,0.3071081000000504,6.836118,0,0,0,1122.0084,1359.0325,1087.3818,0,0,0,TRUE
15283,518.3254498,0.32544980000000123,6.8415985,0,0,0,25043.42,25666.123,23480.57,0,0,0,TRUE
1547,319.0999365,0.09993650000001253,0.5868261,0,0,0,72114.905,76604.35500000001,74656.99,0,0,0,TRUE
15546,443.3166373,0.3166373000000249,6.9566503,0,0,0,3269.4185,3243.18,3079.2305,0,0,0,TRUE
15547,460.3430167,0.34301670000002105,6.9566536,0,0,0,650.576,629.018,459.85223,0,0,0,TRUE
15561,451.2488534,0.24885339999997313,6.9647713,0,0,0,2206.1648,2100.9382,1884.4008,0,0,0,TRUE
15565,469.2598178,0.25981780000000754,6.966795,0,0,0,4228.0605,3813.4321,3903.5625,0,0,0,TRUE
15576,491.2419414,0.24194139999997333,6.9688725,0,0,0,8934.825,7939.8574,7651.75,0,0,0,TRUE
15582,493.2358006,0.23580060000000458,6.970902,0,0,0,14369.376,13138.793,12298.105,0,0,0,TRUE
15583,486.2859603,0.2859602999999993,6.9709034,0,0,0,6432.8022,6112.614,6184.161,0,0,0,TRUE
15585,477.2613801,0.2613800999999967,6.9729323,0,0,0,25050.297,22815.55,21422.23,0,0,0,TRUE
15637,625.3222079,0.3222078999999667,7.0028343,0,0,0,1576.7621,1683.4653,1653.1055,0,0,0,TRUE
15733,491.2197769,0.2197768999999994,7.032999,0,0,0,25700.154,23328.191,21062.482,0,0,0,TRUE
15740,475.2462964,0.24629640000000563,7.0350327,0,0,0,46827.766,43231.344,39669.07,0,0,0,TRUE
15805,472.3055734,0.3055734000000143,7.073713,0,0,0,20455.34,17503.316,18154.984,0,0,0,TRUE
15807,455.2798603,0.27986029999999573,7.0695853,0,0,0,3064.566,2113.846,2319.156,0,0,0,TRUE
1581,337.0899785,0.08997849999997243,0.58875316,0,0,0,10691.128,12738.449,13159.718,0,0,0,TRUE
15903,625.3219672,0.32196720000001733,7.121273,0,0,0,6129.0176,6303.7427,5740.1006,0,0,0,TRUE
15912,491.2187968,0.2187968000000069,7.1234183,0,0,0,2144.2568,1971.1714,1667.1013,0,0,0,TRUE
15916,620.3666974,0.36669740000002093,7.1254716,0,0,0,17311.629,17940.713,17011.588,0,0,0,TRUE
1598,307.0797519,0.0797519000000193,0.59068024,0,0,0,9014.703,9707.755,10204.732,0,0,0,TRUE
160,263.9815721,0.981572099999994,0.4177358,0,0,0,10248.972866,14973.07862,16215.0558,0,0,0,TRUE
16121,317.17377750000003,0.17377750000002834,7.2410283,127.57727,99.32823,110.98301599999999,12145.3651,12240.4553,10517.297,86.43480600000001,86.86062999999999,150.101447,TRUE
16122,491.2434028,0.24340280000001258,7.199497,0,0,0,2975.3198,2835.1145,2935.9744,0,0,0,TRUE
16126,696.4189073,0.41890730000000076,7.203549,0,0,0,3982.963,4038.6345,3229.6929,0,0,0,TRUE
16133,701.3744819,0.37448189999997794,7.2075925,0,0,0,1648.7234,1573.0735,1412.0935,0,0,0,TRUE
16170,535.2469512,0.24695120000001225,7.2156672,0,0,0,8493.499,7722.757,6571.45,0,0,0,TRUE
16177,423.1536389,0.15363889999997582,7.2176986,0,0,0,1064.0969,1013.98016,999.8616,0,0,0,TRUE
16178,519.272879,0.272878999999989,7.21769,0,0,0,15314.035,14298.171,12713.246,0,0,0,TRUE
16203,424.1693303,0.1693303000000128,7.2237763,0,0,0,2808.2397,2722.4731,2548.6047,0,0,0,TRUE
16215,355.1658573,0.1658573000000274,7.2278214,0,0,0,2427.398,2055.9824,2225.3718,0,0,0,TRUE
1624,277.0688762,0.06887619999997696,0.5926074,0,0,0,15165.169,15126.247,16186.703,0,0,0,TRUE
16319,440.1431532,0.143153199999972,7.2787375,0,0,0,413.37717,406.12067,654.05975,0,0,0,TRUE
1632,321.0962625,0.09626250000002301,0.5945352,0,0,0,3904.0205,3558.185,4991.5166,0,0,0,TRUE
16336,553.2783345,0.27833450000002813,7.29038,0,0,0,768.2153,706.1804,657.9168,0,0,0,TRUE
16337,537.3047271,0.30472710000003644,7.290418,0,0,0,2618.5593,2777.7173,2301.1365,0,0,0,TRUE
16359,423.1532465,0.15324650000002293,7.297156,0,0,0,540.12695,457.23016,475.78976,0,0,0,TRUE
16388,333.1829259,0.18292589999998654,7.302143,0,0,0,776.7939,612.89545,669.8333,0,0,0,TRUE
16430,520.3375859,0.33758590000002187,7.3066993,213.28531,174.22382,85.30631,15591.854,15205.257,14982.934,90.43053,63.162956,135.29231,TRUE
1652,132.1023718,0.10237179999998602,0.59948754,7748.8286,7473.3213,7798.8057,157707.19,167491.23,161330.72,9333.513,8051.8823,9372.574,TRUE
16639,617.2725032,0.2725031999999601,7.3946495,0,0,0,2315.6562,2446.9316,2127.577,0,0,0,TRUE
16640,612.3173831,0.3173831000000291,7.3959966,0,0,0,2563.3752,2606.2378,2305.0098,0,0,0,TRUE
16641,577.2790651,0.27906510000002527,7.396066,0,0,0,2633.9514,3127.083,2599.3047,0,0,0,TRUE
16646,595.2902518,0.29025179999996453,7.3981915,0,0,0,5337.331,4946.1978,4852.7144,0,0,0,TRUE
16656,447.2516134,0.25161339999999655,7.4041038,0,0,0,1088.1418,985.3321,1010.3385,0,0,0,TRUE
16664,442.2963093,0.29630930000001854,7.4023976,0,0,0,1459.0793,1121.9485,1275.482,0,0,0,TRUE
16693,537.3047041,0.3047040999999808,7.434278,0,0,0,17240.42,17067.438,15865.725,0,0,0,TRUE
167,240.9533328,0.9533327999999983,0.4197483,0,0,0,768.46887,1040.1869,1235.47723,0,0,0,TRUE
16702,553.2785096,0.2785096000000067,7.436306,0,0,0,4140.8647,4413.385,4042.7869,0,0,0,TRUE
16833,331.1680035,0.16800349999999753,7.4888473,0,0,0,1010.72375,954.44055,826.4572,0,0,0,TRUE
16877,677.3739203,0.37392030000000887,7.522166,0,0,0,2201.586,2113.3008,1872.208,0,0,0,TRUE
17002,293.2110879,0.21108789999999544,7.570766,220.76022,296.15228,117.59143,21047.68,21978.924,18044.873,134.25778,305.1462,310.86545,TRUE
17008,519.2727246,0.2727245999999468,7.5568023,0,0,0,1179.2476,1093.3461,922.6798,0,0,0,TRUE
17012,497.2907842,0.2907842000000187,7.558851,0,0,0,21408.146,20475.713,17813.287,0,0,0,TRUE
17113,627.33796830000006,0.33796830000005684,7.6149974,0,0,0,1397.4796,1405.3502,1433.666,0,0,0,TRUE
17115,622.3825911,0.3825911000000133,7.616751,0,0,0,3710.151,3524.071,2966.2554,0,0,0,TRUE
17191,518.323096,0.3230959999999641,7.6475663,0,0,0,2730.3254,2698.5225,2444.3306,0,0,0,TRUE
17335,459.2513093,0.2513093000000026,7.7170396,0,0,0,3058.9543,2575.1653,2559.9631,0,0,0,TRUE
17384,421.2742838,0.2742837999999779,7.741467,0,0,0,3843.4773,4222.3867,4152.3906,0,0,0,TRUE
17392,461.2664896,0.2664895999999999,7.746863,0,0,0,1267.199,1307.0686,1136.8082,0,0,0,TRUE
17490,598.3815703,0.38157030000002123,7.81755,0,0,0,2552.1074,2761.11,2437.6536,0,0,0,TRUE
17491,603.3364105,0.33641050000005635,7.8175607,0,0,0,1028.8196,904.42224,1082.2712,0,0,0,TRUE
17557,596.3119811,0.31198110000002544,7.850969,0,0,0,16802.605,16558.105,15864.321,0,0,0,TRUE
17574,601.2669386,0.26693860000000313,7.8592477,0,0,0,3449.6252,3705.0945,3235.7822,0,0,0,TRUE
17577,623.2496295,0.24962949999996908,7.8546567,0,0,0,2038.3099,2829.5017,2722.7622,0,0,0,TRUE
176,130.0172965,0.01729649999998628,0.38318232,2893.2078,4055.7585,3601.0266,41001.145,47537.848,46656.605,2847.886,828.2108,3404.269,TRUE
17702,295.2274391,0.22743910000002643,7.9636745,1293.1234,411.6574,1062.61,23457.998,24508.65,22314.186,1736.201,1131.2189,1669.1434,TRUE
17715,454.296013,0.2960130000000163,7.9451528,0,0,0,2167.8857,2151.9778,1732.5378,0,0,0,TRUE
17721,459.251342,0.2513420000000224,7.947186,0,0,0,1117.7465,1116.7592,974.903,0,0,0,TRUE
17736,534.3649546,0.36495460000003277,7.959582,0,0,0,2284.0918,2096.3618,1979.25,0,0,0,TRUE
17741,539.32041160000006,0.32041160000005675,7.963658,0,0,0,1764.4355,1916.8737,1846.8529,0,0,0,TRUE
17758,603.3367528,0.3367527999999993,7.9717736,0,0,0,3899.7302,3884.1533,3511.1929,0,0,0,TRUE
17759,598.3815207,0.38152070000001004,7.9718003,0,0,0,7097.2725,6750.932,6613.4707,0,0,0,TRUE
17860,277.2164052,0.21640519999999697,8.052493,144.75314,319.47214,239.79617,9305.398,10254.47,9653.512,185.44543,193.88574,109.38045,TRUE
17865,295.2272771,0.2272770999999807,8.063875,849.68677,457.98688,1602.0425,26595.203,25765.965,22204.498,973.98254,1131.2189,476.297,TRUE
1802,178.995207,0.9952069999999935,0.66144687,70.20563,40.029305,56.568623,105443.31,99146.305,108797.586,38.709396,51.953403,41.439785,TRUE
18105,295.227391,0.22739100000001145,8.129548,849.68677,1272.1698,1920.1416,14845.933,14940.763,13072.713,982.919,1203.2396,939.5653,TRUE
18130,421.2746653,0.274665299999981,8.141468,0,0,0,4006.1497,3972.798,3395.7466,0,0,0,TRUE
18132,477.241797,0.24179700000001958,8.14148,0,0,0,7793.799,6965.0317,5705.6274,0,0,0,TRUE
18140,461.2666933,0.2666932999999858,8.143498,0,0,0,6300.077,6040.717,4836.881,0,0,0,TRUE
18515,459.2511765,0.2511764999999855,8.304817,0,0,0,1013.3685,1031.4504,870.43384,0,0,0,TRUE
186,200.9730532,0.9730532000000096,0.3972162,678.06175,729.71399,264.20435000000003,5571.9356,8162.6385,8248.7588,683.56392,371.19233999999994,441.565455,TRUE
18626,510.3652945,0.3652945000000045,8.355075,0,0,0,2408.9875,2591.6526,2225.9124,0,0,0,TRUE
18631,515.3202991,0.32029910000005657,8.361145,0,0,0,1897.5919,2311.95,1896.8469,0,0,0,TRUE
187,142.0352661,0.03526610000000119,0.38185114,26.185823,82.36227,36.29093,2450.0554,2919.9785,2723.9219,32.492455,29.46952,43.865498,TRUE
18849,454.2957372,0.29573720000001913,8.459941,0,0,0,2413.5383,2856.978,2423.4739,0,0,0,TRUE
20422,437.2690676,0.26906760000002805,9.2206335,0,0,0,3352.2478,3667.3787,3157.1992,0,0,0,TRUE
20430,459.2509689,0.2509688999999753,9.222646,0,0,0,1109.7312,1071.4464,747.40137,0,0,0,TRUE
2066,263.0531681,0.0531680999999935,0.7913873,0,0,0,4425.9272,3894.2297,4209.323,0,0,0,TRUE
2071,247.0793121,0.07931210000000988,0.7934055,0,0,0,12391.998,12874.111,11916.893,0,0,0,TRUE
20828,259.2060709,0.20607089999998607,9.45042,0,0,0,11778.031,13399.651,12002.124,0,0,0,TRUE
2118,307.0795434,0.07954339999997728,0.8034692,0,0,0,10003.623,10105.628,10079.435,0,0,0,TRUE
21209,970.6114582,0.6114582000000155,9.67807,0,0,0,4420.2197,5908.902,5711.5894,0,0,0,TRUE
21225,975.5658477,0.5658476999999493,9.688789,0,0,0,6039.3506,8743.075,7734.794,0,0,0,TRUE
21328,631.2547784,0.25477839999996377,9.724719,0,0,0,1768.2269,2596.7234,2063.1814,0,0,0,TRUE
2140,226.0454314,0.045431400000012445,0.8075059,252.33276,273.1619,136.8734,9358.46776,9730.53562,9764.47065,274.35248,198.08508,269.39465,TRUE
2148,102.0556712,0.05567120000000614,0.80058664,532.399,548.0994,350.25153,9646.892,9976.366,9426.216,469.7211,325.12103,245.02068,TRUE
21487,647.2497878,0.24978780000003553,9.799146,0,0,0,984.2116,1217.2585,1058.1852,0,0,0,TRUE
2151,137.0598975,0.059897500000005266,0.8177403,320.4269,339.75632,322.35,4700.8853,4343.5854,3682.8618,289.7306,199.55069,174.6234,TRUE
2153,163.0605809,0.060580899999990834,0.8025064,144.14914,81.63144,40.132908,13049.075,12534.624,12225.187,52.678062,51.88366,49.815964,TRUE
2157,174.0141885,0.014188499999988835,0.8129865,581.0756700000001,616.1531200000001,558.28617,8049.6119,7327.4382,8577.7942,802.83307,500.25974,501.46265,TRUE
