Compound,mz,kmd,rt,Orbi_P_E2_EXBLANKA,Orbi_P_E2_EXBLANKB,Orbi_P_E2_EXBLANKC,Orbi_P_E2_WS03A,Orbi_P_E2_WS03B,Orbi_P_E2_WS03C,Orbi_P_E2_Wasteblank4,Orbi_P_E2_Wasteblank5,Orbi_P_E2_Wasteblank6,cor
21731,631.2549267,0.25492670000005546,9.926128,0,0,0,3472.5378,4553.0664,4598.0435,0,0,0,TRUE
21732,609.2727113,0.272711299999969,9.928165,0,0,0,18628.98,26337.602,26524.871,0,0,0,TRUE
2179,304.0799928,0.07999280000001363,0.80549353,0,0,0,60987.099799999996,66721.43089999999,63950.535299999996,0,0,0,TRUE
2183,335.0743932,0.07439319999997451,0.8054936,0,0,0,16411.164,15736.846000000001,15314.465400000001,0,0,0,TRUE
2201,136.062189,0.06218899999998939,0.80686975,7297.754,7355.5483,6711.5625,209060.25,208680.66,186768.62,5862.693,6509.6953,6812.7627,TRUE
221,245.9090076,0.9090075999999954,0.41976008,0,0,0,622.27893,775.3396,585.78656,0,0,0,TRUE
22107,593.277222,0.2772220000000516,10.132686,0,0,0,183780.02,238772.89,262861.62,0,0,0,TRUE
22112,615.2601253,0.260125300000027,10.134698,0,0,0,16055.852,20446.965,20569.219,0,0,0,TRUE
22119,631.2338251,0.23382509999999002,10.1347,0,0,0,1043.0902,1665.3779,1628.7974,0,0,0,TRUE
2215,123.0432182,0.04321819999999832,0.8342813,78.717186,158.84825,124.603035,8228.155,8310.31,7620.112,169.7277,165.86267,48.84713,TRUE
2216,124.0398866,0.03988660000000266,0.81498253,686.3779,876.40466,464.49927,30992.44,35422.297,30058.826,644.6066,152.42838,607.8385,TRUE
2232,196.0590388,0.05903879999999617,0.81753474,27.522226,32.086567,0,2686.8315,2649.8809,2613.0825,47.5339,33.835716,27.35019,TRUE
2233,204.0873167,0.08731670000000236,0.823217,43.774696,34.8406,39.07451,2514.5894,2351.4043,2579.7402,31.818668,45.727592,38.01554,TRUE
2245,258.1105782,0.11057820000002039,0.8101638,231.03156,259.19592,421.88425,22193.6745,21946.8367,21583.8226,524.4022,228.909,254.2719,TRUE
225,117.9909346,0.9909346000000028,0.41974902,0,0,0,651.444,886.1745,962.5361,0,0,0,TRUE
22661,593.2771542,0.2771542000000409,10.424472,0,0,0,45900.918,70505.22,42049.176,0,0,0,TRUE
2286,425.1092321,0.10923209999998562,0.8075178,0,0,0,3171.3367399999997,3542.3319,3194.568,0,0,0,TRUE
2287,499.2001137,0.20011369999997441,0.80953795,0,0,0,1136.133,1165.2631,1170.1434,0,0,0,TRUE
22886,535.2710759,0.271075900000028,10.5855665,0,0,0,14672.638,16218.588,10806.65,0,0,0,TRUE
2289,130.0503905,0.05039049999999179,0.80821925,5497.992,4928.037,7532.3457,343196.2,347289.47,343726.3,4498.909,5346.7964,4805.6577,TRUE
2299,130.062835,0.06283500000000686,0.83034223,46.669243,28.17043,28.801205,1733.037,1233.7776,1540.6312,57.9664,39.74592,33.19301,TRUE
2301,253.995301,0.995301000000012,0.80751365,0,0,0,45729.7495,49073.544,47570.456999999995,0,0,0,TRUE
2305,286.0904226,0.09042260000001079,0.8094873,0,0,0,1618.503,1820.4384,1641.653,0,0,0,TRUE
231,216.9512638,0.9512637999999924,0.371403,416.28753,343.73809,280.591432,12133.7143,12961.688400000001,15521.2153,593.4431,651.12305,605.70764,TRUE
2312,290.1352254,0.13522540000002436,0.809526,0,0,0,1741.1884,2317.0422,1785.1191,0,0,0,TRUE
2367,206.1028873,0.10288729999999191,0.79962975,43.756477,79.23563,78.40898,3288.4272,3836.3928,3905.0352,46.802162,40.742416,44.720512,TRUE
2370,448.1428645,0.1428644999999733,0.8115074,0,0,0,3124.2625,2835.354,2844.4187,0,0,0,TRUE
2372,275.0536784,0.053678400000023885,0.81155044,0,0,0,63294.3177,67031.035,64212.965000000004,0,0,0,TRUE
2384,182.0818063,0.08180630000001088,0.8156121,539.1822,408.76328,603.9148,62918.44,67072.89,61919.57,548.0068,423.87506,191.20247,TRUE
2399,210.037339,0.0373390000000029,0.8135199,0,0,0,604.6817,352.6361,487.1323,0,0,0,TRUE
2406,319.080549,0.08054900000001908,0.8175032,0,0,0,2427.3699,2348.2285,2529.4958,0,0,0,TRUE
2410,303.105354,0.10535399999997708,0.81952196,0,0,0,7454.449,7809.47,7188.0127,0,0,0,TRUE
2426,321.0952029,0.09520290000000386,0.8235666,0,0,0,13979.604,14752.798,13290.248,0,0,0,TRUE
2439,154.0858258,0.08582580000000917,0.8529883,38.908134,35.235573,33.69202,7507.8228,7394.236,6931.1445,38.71798,37.650063,30.719143,TRUE
2452,267.0592083,0.05920830000002297,0.82962275,0,0,0,2781.4895,3181.1292,2887.396,0,0,0,TRUE
2465,254.0089852,0.008985200000012128,0.8483124,0,0,0,4125.179099999999,4338.5512,5030.9205,0,0,0,TRUE
2468,345.0590393,0.05903929999999491,0.83567077,0,0,0,8462.337,9398.498,6981.113,0,0,0,TRUE
2471,247.0585422,0.058542200000005096,0.8376832,0,0,0,2488.2637,2536.7031,2709.3606,0,0,0,TRUE
2476,226.1287143,0.12871430000001283,0.83970124,0,0,0,1554.6119,1486.4579,1651.027,0,0,0,TRUE
2489,271.0120001,0.01200010000002294,0.8442332,0,0,0,4339.035,5150.7227,4499.6084,0,0,0,TRUE
2523,332.1115592,0.11155919999998787,0.8596284,0,0,0,570.1378,497.46912,624.0692,0,0,0,TRUE
2532,316.1371345,0.13713450000000194,0.86365336,0,0,0,4556.4155,5386.0327,4863.696,0,0,0,TRUE
2539,121.0653693,0.06536930000000041,0.87356436,99.03741,111.95233,54.853943,17051.234,19736.416,17437.543,61.18318,96.55777,180.02094,TRUE
2540,138.0917631,0.09176310000000854,0.8575337,154.4063,127.5333,55.913185,4453.3374,5076.8794,4062.9436,199.44803,77.51868,89.047775,TRUE
2547,168.0656757,0.0656757000000141,0.8082184,327.16491,385.15968,352.59057,6556.5563999999995,7820.209,6129.6087,162.46179,267.15291,286.86501,TRUE
2567,423.0904227,0.09042269999997643,0.8796429,0,0,0,801.0073,930.61896,931.27686,0,0,0,TRUE
2575,301.0897967,0.08979670000002216,0.8816609,0,0,0,4276.175,4847.8315,4519.355,0,0,0,TRUE
2576,243.0742541,0.07425409999999033,0.8836796,0,0,0,1670.3824,1611.7698,1441.1187,0,0,0,TRUE
2579,291.0484574,0.04845740000001797,0.883679,0,0,0,1308.8523,1459.1902,1305.8574,0,0,0,TRUE
2591,221.0924265,0.09242649999998775,0.8856978,0,0,0,15249.439,16758.43,13206.076,0,0,0,TRUE
2593,158.0603665,0.060366499999986445,0.88771015,0,0,0,269.0177,409.21896,308.94553,0,0,0,TRUE
2596,273.0948673,0.09486729999997578,0.88771516,0,0,0,5705.694,6571.1084,4918.1196,0,0,0,TRUE
2597,402.1613356,0.1613355999999726,0.88771445,0,0,0,5730.2026,7984.23,6013.113,0,0,0,TRUE
2602,203.0817957,0.08179569999998648,0.88973325,0,0,0,1450.0896,1661.7239,1115.4027,0,0,0,TRUE
2606,175.0869185,0.0869184999999959,0.89174634,0,0,0,2033.7333,2255.0652,1621.0272,0,0,0,TRUE
2632,364.160604,0.160603999999978,0.90986586,0,0,0,2448.0723,2834.928,2342.4036,0,0,0,TRUE
2633,369.1161423,0.1161422999999786,0.9098714,0,0,0,3577.8508,4219.35,3842.8108,0,0,0,TRUE
2638,332.074727,0.07472699999999577,0.911884,0,0,0,3728.0461,4341.2046,2905.16,0,0,0,TRUE
2639,294.1197828,0.11978279999999586,0.9138971,0,0,0,1321.7792,1610.7338,1083.4839,0,0,0,TRUE
2640,316.1006539,0.10065389999999752,0.91390204,0,0,0,9096.171,10498.906,7458.65,0,0,0,TRUE
2643,385.0899928,0.08999280000000454,0.9159097,0,0,0,2015.9761,1337.9691,1514.4086,0,0,0,TRUE
2691,277.147992,0.1479919999999879,0.9331263,0,0,0,922.15485,1171.2448,970.8975,0,0,0,TRUE
2693,316.079919,0.07991900000001806,0.9332048,0,0,0,5075.5996,5134.492,4562.9585,0,0,0,TRUE
2697,278.1238883,0.12388829999997597,0.9352103,0,0,0,915.5527,991.0631,982.9701,0,0,0,TRUE
2736,186.0765308,0.07653080000000045,0.96823514,70.9611,56.362022,45.19609,21297.338,20119.654,19147.578,41.77059,84.06273,34.132683,TRUE
2737,208.0583091,0.058309100000002445,0.96590966,0,0,0,3368.8042,3696.9587,3330.4924,0,0,0,TRUE
2748,292.1394447,0.13944470000001274,0.97197837,0,0,0,3937.184,4739.5654,3686.9849,0,0,0,TRUE
2749,314.1209706,0.12097060000002102,0.9719923,0,0,0,2098.4854,2402.9417,1782.7188,0,0,0,TRUE
2753,307.0443625,0.04436249999997699,0.9739964,0,0,0,6905.281,6926.0986,6723.4663,0,0,0,TRUE
2757,291.070314,0.07031399999999621,0.9780409,0,0,0,9824.5,10674.948,8941.906,0,0,0,TRUE
276,268.9620582,0.9620582000000013,0.44978973,1269.1515,896.41345,641.25305,7799.654,10229.612,11056.111,991.09705,1259.4729,381.1018,TRUE
2762,137.0468873,0.046887300000008736,0.9717252,88.7743,43.54374,80.34499,15712.694,17289.62,15754.72,51.77001,98.71592,36.1268,TRUE
2764,269.0884571,0.08845710000002782,0.9820707,0,0,0,3531.1643,3968.7004,3473.5933,0,0,0,TRUE
2787,284.0994175,0.09941750000001548,0.99418813,0,0,0,3914.9143,4187.2915,3861.616,0,0,0,TRUE
2790,306.0814008,0.08140079999998306,0.99620134,0,0,0,2085.016,2516.4055,1845.1312,0,0,0,TRUE
2792,322.055185,0.05518499999999449,0.99820274,0,0,0,952.11273,1097.8043,969.5084,0,0,0,TRUE
280,147.1136737,0.11367369999999255,0.46065807,239.60135,329.08694,313.88538,5404.89,6357.0957,6448.5664,201.34633,116.927155,435.25165,TRUE
2814,284.1344503,0.1344503000000259,1.0150422,0,0,0,3134.6165,3131.1672,3230.3809,0,0,0,TRUE
2815,336.074296,0.07429600000000391,1.0103563,0,0,0,7892.195,8042.0938,7503.5713,0,0,0,TRUE
2820,314.0921816,0.09218160000000353,1.0123757,0,0,0,33194.027,35014.727,30209.287,0,0,0,TRUE
2824,352.0481904,0.04819040000000996,1.0176588,0,0,0,2210.7244,2143.7942,2105.7173,0,0,0,TRUE
2862,253.1291676,0.12916759999998817,1.0596385,44.19306,101.62001,28.892208,15368.751,15556.936,13751.817,65.082306,35.84355,54.848553,TRUE
2879,291.0843679,0.08436790000001793,1.0544833,0,0,0,36528.688,37545.12,34809.418,0,0,0,TRUE
2884,166.0477598,0.04775979999999436,1.0565014,0,0,0,10333.188,10987.513,10625.327,0,0,0,TRUE
2888,144.065911,0.06591099999999983,1.0546438,347.89633,806.9208,685.47485,285984.84,285884,284752.78,448.46576,256.47177,225.86777,TRUE
2892,270.1555009,0.15550089999999273,1.0887861,67.3295,35.896767,39.510883,17504.482,19143.71,16725.432,51.711494,36.311264,39.48069,TRUE
2893,275.1104506,0.11045059999997875,1.0585195,0,0,0,90045.19,94356.79,84430.6,0,0,0,TRUE
2897,346.1135907,0.11359069999997473,1.0605445,0,0,0,12897.324,13548.9375,12478.752,0,0,0,TRUE
2906,368.0958554,0.09585540000000492,1.0702688,0,0,0,1287.2598,1191.608,1164.4844,0,0,0,TRUE
2921,395.0954929,0.09549290000001065,1.0786923,0,0,0,3744.6423,3563.345,3909.5535,0,0,0,TRUE
2925,355.1025909,0.1025908999999956,1.0819563,0,0,0,6899.0796,8339.334,8395.033,0,0,0,TRUE
2937,393.0798617,0.07986169999998083,1.0906632,0,0,0,3979.2974,3397.6177,4473.883,0,0,0,TRUE
2938,415.1005907,0.10059069999999792,1.0906652,0,0,0,2261.9497,2834.0598,2133.3362,0,0,0,TRUE
2942,373.1134742,0.11347419999998465,1.1006298,0,0,0,399.05048,356.29364,368.98956,0,0,0,TRUE
2946,399.1268117,0.12681170000001885,1.090625,0,0,0,6377.5845,6542.706,4923.8955,0,0,0,TRUE
2948,394.1714566,0.17145659999999907,1.0972062,0,0,0,6063.3374,6520.7246,8124.4023,0,0,0,TRUE
2951,388.1243294,0.1243294000000219,1.0993439,0,0,0,29955.718800000002,37961.007,34374.265,0,0,0,TRUE
2952,405.1272506,0.12725060000002486,1.1012257,0,0,0,1679.385,2057.0093,1713.7975,0,0,0,TRUE
2964,198.0746457,0.07464569999999071,1.1099144,0,0,0,1270.0018,1442.4467,1574.0922,0,0,0,TRUE
2980,158.0816844,0.08168440000000032,1.112751,126.36548,235.84662,156.36887,4771.184,4928.602,4958.497,173.7783,80.78344,197.24062,TRUE
3000,273.0948305,0.09483050000000048,1.1439012,0,0,0,10126.446,11099.794,8870.426,0,0,0,TRUE
3006,289.0687623,0.06876230000000305,1.1483139,0,0,0,3587.9197,2814.4177,2497.753,0,0,0,TRUE
3021,168.1026245,0.10262449999999035,1.1527388,38.635258,41.349705,64.324700000000007,9218.993,10207.842,10294.323,28.450466,41.37325,35.91587,TRUE
3075,287.1104953,0.11049530000002505,1.1981452,0,0,0,50630.805,53244.293,48371.516,0,0,0,TRUE
3080,282.1551393,0.15513929999997345,1.2001694,0,0,0,53325.023,58736.49,53583.92,0,0,0,TRUE
3081,303.0845186,0.08451860000002398,1.2021903,0,0,0,22289.162,23518.535,21967.775,0,0,0,TRUE
3219,154.0503576,0.050357600000012326,1.3472514,40.53151,35.955406,40.823387,3297.5564,3259.5862,2962.2683,39.147343,39.20051,56.92354,TRUE
3245,388.1243016,0.12430160000002388,1.360334,0,0,0,27272.924,28987.684,26510.686,0,0,0,TRUE
3248,393.079616,0.07961599999998725,1.3623549,0,0,0,5390.427,5896.786,5035.226,0,0,0,TRUE
3254,289.1262561,0.12625609999997778,1.3704133,0,0,0,7738.7314,8042.22,7140.973,0,0,0,TRUE
3259,102.0469415,0.046941500000002634,1.3744437,0,0,0,2721.9656,2927.0098,2579.4453,0,0,0,TRUE
3275,103.0543305,0.054330500000006055,1.3932004,86.77401,29.628498,77.10665,100966.39,105422.88,97869.9,35.98909,52.49135,33.701385,TRUE
3276,120.0813364,0.08133639999999787,1.4223465,585.8484,670.7263,368.52164,984946.56,1043892.9,958787.3,845.9145,415.21564,1294.6005,TRUE
3279,149.0601488,0.06014880000000744,1.3970603,44.808395,91.43589,55.024025,13373.369,14115.86,14033.383,58.124733,86.498375,42.975517,TRUE
3282,188.0701177,0.07011769999999728,1.3953288,79.12114,38.239227,43.344227,21780.53,26413.682,25254.95,35.023613,59.034367,31.080624,TRUE
3284,272.0207287,0.020728700000006484,1.3784689,0,0,0,5365.7,6508.7393,6248.394,0,0,0,TRUE
3288,304.9961371,0.9961370999999986,1.3784751,0,0,0,4439.9497,4850.121,4604.176,0,0,0,TRUE
3297,166.0869516,0.08695159999999191,1.417766,956.37616,2644.305,964.17114,1082119.6,1177191.9,1073659.5,1627.5948,1468.3412,1318.6228,TRUE
3303,315.1053718,0.10537180000000035,1.3804874,0,0,0,7700.074,10300.485,8930.743,0,0,0,TRUE
3310,226.0242111,0.02421110000000226,1.3825,0,0,0,6195.9256,7079.3352,6049.8153999999995,0,0,0,TRUE
3325,341.0637984,0.06379839999999604,1.3905869,0,0,0,313.42938,309.25912,478.42874,0,0,0,TRUE
3360,303.0845443,0.08454430000000457,1.4208418,0,0,0,14051.081,14942.69,12413.469,0,0,0,TRUE
3366,350.121525,0.12152500000001965,1.4248676,0,0,0,3286.325,4153.397,5743.199,0,0,0,TRUE
3367,121.0653825,0.06538249999999834,1.4231284,194.87476,111.431694,129.14105,6143.4604,6856.922,6330.183,147.1945,137.7387,88.34493,TRUE
3370,328.1395152,0.13951520000000528,1.422855,0,0,0,48205.297,51397.22,52566.05,0,0,0,TRUE
3371,138.0917417,0.09174170000000004,1.4434073,110.574005,130.43077,188.76587,2931.522,3106.6543,2951.6157,186.3915,193.67393,151.48654,TRUE
3373,282.1551904,0.15519039999998085,1.4248676,0,0,0,7725.929,8092.3604,7895.8657,0,0,0,TRUE
3396,331.0792689,0.07926889999998821,1.3845243,0,0,0,3486.2935,4554.5767,4061.9016,0,0,0,TRUE
3401,385.0900554,0.09005539999998291,1.446598,0,0,0,16315.65,16544.428,16041.947,0,0,0,TRUE
3406,167.0705857,0.07058570000000941,1.4538252,196.39368,193.11148,274.46167,21981.016,24189.52,20833.998,189.65027,123.598656,229.1337,TRUE
3408,364.160677,0.16067700000002105,1.4506397,0,0,0,32310.53,37464.31,32346.523,0,0,0,TRUE
3409,369.1161239,0.11612389999999095,1.4506468,0,0,0,53657.48,58052.375,52108.965,0,0,0,TRUE
3419,329.1232292,0.12322920000002568,1.4566988,0,0,0,1314.0865,1449.2034,1286.7319,0,0,0,TRUE
3427,289.0687287,0.0687287000000083,1.4607354,0,0,0,482.2484,569.8633,455.47565,0,0,0,TRUE
3428,191.0794491,0.07944910000000505,1.4607564,0,0,0,2047.791,1909.7869,1666.6862,0,0,0,TRUE
3458,407.1530317,0.15303169999998545,1.495464,0,0,0,5071.87,5600.2803,4385.0596,0,0,0,TRUE
3461,385.170771,0.170771000000002,1.4975153,0,0,0,1315.7684,2304.8691,2234.135,0,0,0,TRUE
3471,452.1770499,0.17704989999998588,1.5166057,0,0,0,4031.7563,4327.8022,4281.8354,0,0,0,TRUE
3472,457.1309842,0.13098420000000033,1.5167446,0,0,0,1678.8286,1850.4143,1673,0,0,0,TRUE
3482,158.0816925,0.08169250000000261,1.5342793,161.01846,105.18057,194.46555,39048.6,39308.277,37548.336,220.55554,182.28905,206.49263,TRUE
3486,204.1600548,0.1600548000000117,1.5540689,82.42458,39.7234,64.60974,9468.008,9809.658,8886.9,36.28047,41.42444,48.23834,TRUE
3488,436.2185603,0.21856029999997872,1.5395169,0,0,0,2785.9355,2733.473,2132.6558,0,0,0,TRUE
3489,441.1739298,0.17392979999999625,1.5395113,0,0,0,1376.7665,2523.4878,2011.042,0,0,0,TRUE
3491,399.1268262,0.12682619999998224,1.5436106,0,0,0,4942.1655,4947.196,5578.4116,0,0,0,TRUE
3492,415.1006977,0.10069770000001199,1.5436411,0,0,0,1194.4136,1375.7484,1160.7627,0,0,0,TRUE
3495,359.1334651,0.13346510000002354,1.5452976,0,0,0,824.66003,895.0803,807.8103,0,0,0,TRUE
3526,282.1552687,0.1552687000000219,1.5777217,0,0,0,2524.601,2423.0754,2276.487,0,0,0,TRUE
3531,287.1106383,0.11063830000000507,1.5794448,0,0,0,7894.4487,7863.485,6939.3706,0,0,0,TRUE
3533,443.1167182,0.11671819999997979,1.5794517,0,0,0,3900.253,3757.3936,3504.0542,0,0,0,TRUE
3541,421.1341871,0.13418710000001965,1.58564,0,0,0,1819.5256,2068.9622,1750.0013,0,0,0,TRUE
3580,220.1186501,0.11865009999999643,1.6154279,47.36778,64.3683,61.35148,15794.692,16028.127,14859.788,33.154594,68.70681,64.365074,TRUE
3585,305.1000176,0.10001760000000104,1.6122712,0,0,0,1216.5137,1523.6438,1259.0576,0,0,0,TRUE
3588,369.0586637,0.058663700000010977,1.6102363,0,0,0,309.417,265.19153,367.2432,0,0,0,TRUE
3592,353.0847805,0.08478050000002213,1.6143113,0,0,0,4228.6523,4018.029,3599.5796,0,0,0,TRUE
3593,289.1263435,0.1263435000000186,1.6143489,0,0,0,5677.415,5878.459,5476.8545,0,0,0,TRUE
3600,228.0270047,0.027004699999992,1.6184143,0,0,0,1130.5066,1497.4214,1186.9031,0,0,0,TRUE
3605,372.187144,0.18714399999998932,1.6204642,0,0,0,3270.5837,3230.1238,3158.4055,0,0,0,TRUE
3606,377.1419081,0.1419081000000233,1.6497636,0,0,0,820.51056,598.5842,470.99374,0,0,0,TRUE
3613,342.1529243,0.15292429999999513,1.6820412,0,0,0,6055.6694,5997.053,4440.569,0,0,0,TRUE
3614,234.1126421,0.11264209999998798,1.6323342,0,0,0,692.3036,408.00897,671.4626,0,0,0,TRUE
3620,287.0795232,0.07952319999998281,1.6323175,0,0,0,758.38306,702.776,866.41345,0,0,0,TRUE
3624,271.1055311,0.10553110000000743,1.6347328,0,0,0,4783.3505000000005,4850.3121,4433.6975999999995,0,0,0,TRUE
3632,355.1021212,0.10212119999999913,1.6384225,0,0,0,1480.4026,1730.2671,1553.8079,0,0,0,TRUE
3657,335.1451945,0.14519450000000234,1.6546737,0,0,0,2572.939,2705.5544,2422.0417,0,0,0,TRUE
3660,388.1242812,0.12428119999998444,1.6547127,0,0,0,9774.5088,10778.866,9965.436,0,0,0,TRUE
3662,441.1744465,0.17444649999998774,1.6547337,0,0,0,1696.2012,1820.4448,1199.8416,0,0,0,TRUE
3666,436.2184255,0.21842550000002348,1.6567574,0,0,0,1937.739,2418.1965,1812.3857,0,0,0,TRUE
3667,340.1006366,0.10063659999997299,1.658742,0,0,0,1545.6432,1507.4045,1201.3134,0,0,0,TRUE
3682,327.1054362,0.10543619999998555,1.6690044,0,0,0,1539.8589,1613.9065,1150.3264,0,0,0,TRUE
3698,320.1708999,0.1708998999999949,1.6793733,0,0,0,17125.662,16767.324,15505.379,0,0,0,TRUE
370,178.0590941,0.05909410000001003,0.49534574,59.383034,156.33215,81.93879,35923.117,35004.36,31753.264,192.9599,88.48416,94.00292,TRUE
3705,317.1003394,0.10033939999999575,1.6868134,0,0,0,1795.1475,2218.5283,2223.5615,0,0,0,TRUE
3707,301.1261845,0.12618450000002213,1.6888496,0,0,0,6052.403,6121.159,5783.714,0,0,0,TRUE
3725,377.1422752,0.14227519999997185,1.7059907,0,0,0,825.4991,844.11786,673.68713,0,0,0,TRUE
3726,299.0532259,0.053225899999972626,1.7059721,0,0,0,362.57578,467.4093,358.14355,0,0,0,TRUE
3728,278.1238927,0.12389269999999897,1.7101129,0,0,0,381.6258,209.23576,344.2734,0,0,0,TRUE
3752,359.1109106,0.11091060000001107,1.7346282,0,0,0,619.059,792.30945,640.4585,0,0,0,TRUE
3755,353.0641827,0.06418270000000348,1.7328614,0,0,0,685.8955,756.31116,663.4371,0,0,0,TRUE
3758,337.0897917,0.08979169999997794,1.7349739,0,0,0,3381.2307,3819.4055,3231.4949,0,0,0,TRUE
3759,332.1344421,0.13444210000000112,1.7367407,0,0,0,14842.365,16487.992,15135.985,0,0,0,TRUE
3764,284.170622,0.1706219999999803,1.7154851,0,0,0,803.82916,828.6616,483.62878,0,0,0,TRUE
3768,305.1001129,0.10011289999999917,1.7443018,0,0,0,835.8323,882.4291,509.77905,0,0,0,TRUE
3770,267.1445339,0.144533899999999,1.7463158,0,0,0,850.01074,779.9699,927.00305,0,0,0,TRUE
3793,261.0771221,0.07712209999999686,1.7570108,0,0,0,852.7618,1046.3263,1013.92566,0,0,0,TRUE
3839,342.1550802,0.15508019999998623,1.7888683,0,0,0,2686.35,2963.7034,2547.814,0,0,0,TRUE
3845,380.1111306,0.11113060000002406,1.7949649,0,0,0,7063.4375,6616.802,5798.9707,0,0,0,TRUE
3848,364.1371572,0.1371571999999901,1.7990066,0,0,0,12448.015,12649.057,11168.639,0,0,0,TRUE
3855,413.0850651,0.08506510000000844,1.8090857,0,0,0,2987.299,2824.25,2485.8074,0,0,0,TRUE
3859,397.1111057,0.11110569999999598,1.8111044,0,0,0,9726.316,10593.051,9845.365,0,0,0,TRUE
3867,249.0612538,0.06125380000000291,1.8151301,0,0,0,23779.21,28061.027,24500.146,0,0,0,TRUE
3877,237.087241,0.0872410000000059,1.8171481,0,0,0,12731.664,12753.395,13543.796,0,0,0,TRUE
3879,259.0694928,0.0694927999999777,1.8171481,0,0,0,1247.8217,1434.2823,840.08514,0,0,0,TRUE
3889,219.0766807,0.07668069999999716,1.819119,0,0,0,4955.35915,5269.6413,5016.4738,0,0,0,TRUE
3892,311.0315969,0.03159690000001092,1.8191181,0,0,0,4113.577,4590.9697,4437.0327,0,0,0,TRUE
3903,344.0070489,0.007048899999972491,1.821094,0,0,0,3081.2063,3650.6118,3591.7913,0,0,0,TRUE
3904,144.0812936,0.08129360000000929,1.8525321,28.12594,0,26.713451,39332.46,40122.438,38405.46,25.41307,33.879414,28.578405,TRUE
3905,146.060421,0.060420999999990954,1.8406173,84.95182,180.63765,129.47849,72095.92,76232.99,69887.42,152.66681,125.52889,191.29541,TRUE
3906,159.0919076,0.09190760000001319,1.8211308,0,0,0,41725.812,44327.1,41608.51,0,0,0,TRUE
3919,115.0520642,0.05206420000000378,1.7934341,122.04845,99.66334,227.04799,3749.0537,3724.6719,3583.2444,178.04062,233.07579,99.52002,TRUE
3920,118.0658832,0.06588320000000181,1.8110205,226.21283,443.36597,155.6792,33051.914,34425.875,32495.545,162.1294,278.22278,203.30045,TRUE
3921,132.0784853,0.0784853000000112,1.8196555,671.6118,618.21729,659.56625,24279.770399999998,27825.150999999998,24884.894,1741.8389,716.20884,651.45892,TRUE
3927,431.1688867,0.1688866999999732,1.8231064,0,0,0,1207.457,1533.4197,1361.8154,0,0,0,TRUE
3935,409.1874033,0.18740330000002814,1.8251247,0,0,0,16362.914,18994.03,14684.211,0,0,0,TRUE
3936,142.0631409,0.0631409000000076,1.816249,35.757675,24.253704,0,3210.7427,3183.4534,3125.073,24.540522,21.561054,22.843824,TRUE
3942,389.132681,0.13268099999999095,1.8271433,0,0,0,4856.097,5219.803,5656.967,0,0,0,TRUE
3945,301.1261024,0.1261023999999793,1.8291129,0,0,0,8528.769,7640.2163,6939.9688,0,0,0,TRUE
3946,329.12095420000003,0.12095420000002832,1.8291191,0,0,0,4232.792,3639.861,3826.899,0,0,0,TRUE
3948,317.1000608,0.10006079999999429,1.8311425,0,0,0,2876.2927,2405.7917,2615.053,0,0,0,TRUE
3951,345.0950683,0.0950682999999799,1.8331066,0,0,0,1716.0469,1914.7516,2408.232,0,0,0,TRUE
3952,581.1745528,0.17455280000001494,1.8310885,0,0,0,762.02795,1090.677,870.4292,0,0,0,TRUE
3954,259.0581174,0.05811740000001464,1.8331074,0,0,0,1390.7845,863.95245,1425.7786,0,0,0,TRUE
3955,369.0818645,0.08186449999999468,1.8350768,0,0,0,3760.283,3087.0242,4197.0273,0,0,0,TRUE
3957,559.1934087,0.19340869999996357,1.8350878,0,0,0,9835.592,11537.773,10380.014,0,0,0,TRUE
3959,303.1417594,0.1417594000000122,1.8351191,0,0,0,4031.0486,4017.272,3430.255,0,0,0,TRUE
3962,751.1458671,0.14586710000003222,1.8437594,0,0,0,686.45135,1144.159,728.6988,0,0,0,TRUE
3963,404.1191343,0.1191342999999847,1.8371004,0,0,0,3116.323,4083.396,3638.6387,0,0,0,TRUE
3964,305.0999741,0.09997409999999718,1.8371545,0,0,0,2426.7012,2684.6687,2318.6228,0,0,0,TRUE
3974,454.0195746,0.019574599999998554,1.8391241,0,0,0,3052.257,4156.6343,3943.5254,0,0,0,TRUE
3989,391.0427663,0.04276629999998249,1.841142,0,0,0,27891.8354,31220.551,29283.0214,0,0,0,TRUE
3993,386.1085435,0.10854349999999613,1.8411531,0,0,0,5108.97,5377.9204,6328.74,0,0,0,TRUE
4004,729.1653206,0.16532059999997273,1.8431658,0,0,0,5833.2302,8088.4487,6705.7552,0,0,0,TRUE
4020,397.0506927,0.05069270000001325,1.8478066,0,0,0,17634.9517,21326.7067,19376.867,0,0,0,TRUE
4034,439.158089,0.15808900000001813,1.8530498,0,0,0,2318.0088,2314.5938,1611.7628,0,0,0,TRUE
4051,431.0956105,0.09561050000002069,1.8578197,0,0,0,971.8153,696.0338,833.03937,0,0,0,TRUE
4088,385.1862199,0.18621990000002597,1.891138,0,0,0,5248.663,5843.58,4820.819,0,0,0,TRUE
4091,415.1214552,0.12145520000001397,1.8911489,0,0,0,1151.9347,1315.148,1175.6449,0,0,0,TRUE
4096,441.1530082,0.15300819999998794,1.8931726,0,0,0,11298.583,11437.164,10390.814,0,0,0,TRUE
4097,425.1787745,0.17877449999997452,1.8931746,0,0,0,27697.299,28381.873,25221.11,0,0,0,TRUE
