feature,mzmed,rtmed,NEG_1_QC_pool_n1.mzXML,NEG_2_WT_b1_t1.mzXML,NEG_3_PM-31_b1_t1.mzXML,NEG_4_PM-37_b1_t1.mzXML,NEG_5_KO-6_b1_t1.mzXML,NEG_6_KO-22_b1_t1.mzXML,NEG_7_QC_pool_n2.mzXML,NEG_8_WT_b2_t1.mzXML,NEG_9_PM-31_b2_t1.mzXML,NEG_10_PM-37_b2_t1.mzXML,NEG_11_KO-6_b2_t1.mzXML,NEG_12_KO-22_b2_t1.mzXML,NEG_13_QC_pool_n3.mzXML,NEG_14_WT_b3_t1.mzXML,NEG_15_PM-31_b3_t1.mzXML,NEG_16_PM-37_b3_t1.mzXML,NEG_17_KO-6_b3_t1.mzXML,NEG_18_KO-22_b3_t1.mzXML,NEG_19_QC_pool_n4.mzXML,NEG_20_WT_b1_t2.mzXML,NEG_21_PM-31_b1_t2.mzXML,NEG_22_PM-37_b1_t2.mzXML,NEG_23_KO-6_b1_t2.mzXML,NEG_24_KO-22_b1_t2.mzXML,NEG_25_QC_pool_n5.mzXML,NEG_26_WT_b2_t2.mzXML,NEG_27_PM-31_b2_t2.mzXML,NEG_28_PM-37_b2_t2.mzXML,NEG_29_KO-6_b2_t2.mzXML,NEG_30_KO-22_b2_t2.mzXML,NEG_31_QC_pool_n6.mzXML,NEG_32_WT_b3_t2.mzXML,NEG_33_PM-31_b3_t2.mzXML,NEG_34_PM-37_b3_t2.mzXML,NEG_35_KO-6_b3_t2.mzXML,NEG_36_KO-22_b3_t2.mzXML,NEG_37_QC_pool_n7.mzXML
FT1753,310.878036290709,1028.56005859375,1075642.6, 895982.3,1003773.2, 939909.6, 973307.4,1145853.3,1048532.2,1025131.6,1061062.3, 967577.2, 817788.8, 829986.6, 800123.6, 830913.8, 871480.0, 872545.8, 969588.7, 958120.8, 891583.8, 823654.4, 840989.6, 740984.2, 916009.7,1001963.2, 881887.7, 825489.9, 884664.3, 791721.2, 946495.4, 968141.3, 877454.0, 986145.9, 907010.0, 829764.6, 355655.7, 490404.6, 859465.7
FT1754,310.934763513955,410.422454833984, 70394.51,144034.89,122052.77, 77388.85, 38941.83, 22303.16, 62253.39, 75716.91,104097.55, 53394.55, 41148.38, 24368.46, 60022.35,101316.05,102756.78, 76239.91, 28232.03, 21413.62, 57940.62,130946.19,111146.02, 83631.19, 46668.78, 32121.61, 47970.78,100767.27, 93988.80, 66245.63, 46641.59, 42567.15, 74400.36,132090.65,122599.68, 89919.22, 24768.71, 31623.44, 73870.67
FT1755,311.118127313731,476.072998046875,151131.907,103977.894,244303.738, 23934.755, 80936.919,293559.858,172503.473,149659.328,230489.147, 17940.730,107635.661,327097.413,160694.276,180643.093,375930.286, 20019.663,283770.253,233285.443,155466.188, 95398.575,252699.098, 18966.090, 89081.079,295056.668,146401.112,157344.643,233191.176, 23587.903,113786.676,329751.919,170629.790,179932.240,384385.705,  4753.862,310915.649,237689.568,174991.052
FT1756,311.168823525224,82.0341873168945,52892721,25438877,30883419,17779601,17853353,26310359,52555817,66061050,23931641,20699344,23139430,28851355,51297019,42811689,48309943,19048032,37007092,62325933,50180200,23960892,29558310,17976198,18552690,26004638,60218210,65249169,24122707,19983112,23080013,28883919,51883004,43312564,48454860,20080409,36872348,62682410,50291183
FT1757,311.169013855429,13.1572742462158,5877661,5808360,5708904,5621948,5608543,5610221,5826006,5721736,5743673,5768987,5729524,5685221,5599048,5676111,5706124,5638874,5605375,5631639,5594333,5409229,5613543,5418857,5568634,5533175,5697433,5583227,5577725,5686304,5616998,5667421,5455613,5512180,5627057,5332468,5463032,5378354,5685224
FT1758,311.168882554743,156.47248840332,9261786,8505389,8490873,8127120,8138797,8235351,9429744,9384510,8427007,8464973,8395725,8419217,9338338,8916768,8935614,8126219,8312326,9153230,9154885,8513739,8395995,7839946,7849754,8191867,9265515,9436570,8351973,8098672,8059512,8315114,9042471,9005934,9271934,8101803,8224174,8926776,8906311
FT1759,311.16887348415,408.316116333008,2494971.5,2532746.3,2499300.1,2281051.0,2476872.9,2288272.6,2345155.1,2709462.5,1883738.7,2280230.4,2233647.7,2333838.1, 573011.1,2530657.8,2678365.0,2172814.4,2324049.4,2348115.5,1418028.4,2332581.3,2821483.9,2054968.7,2358387.6,2344316.5,2069960.8,2511314.2,2200106.0,3284590.7,2250786.8,1644841.4,2397371.8,2655106.9,2806674.0,2300855.6,2332363.6,2260888.6,2247254.3
FT1760,311.295793526932,83.0708999633789,3455357,1161704,1363292,1492748,1243206,1476439,3579731,1815931,1239580,1568485,1501891,1678834,3417855,1353435,1335108,1489637,1906329,1744039,3452720,1076970,1251633,1408450,1344710,1438912,3439617,1827099,1320056,1527106,1515961,1609310,3544376,1382024,1363400,1458721,1931033,1802745,3422264
FT1761,311.942568970378,534.783020019531, 19008.043, 42176.350, 63489.269,NA,NA, 29976.819,  9340.867, 40771.695, 67524.226,NA,NA, 73800.328, 57492.661, 96437.262,143971.481,  4301.769,  1780.425,169829.194, 90668.310,167913.280,214959.621, 10375.345,NA,159019.053, 86987.420,157944.609,192955.966,  8362.589, 12302.689,142352.115, 66154.772,117295.534,145296.863, 15733.764,NA,113022.636, 64600.240
FT1762,312.011544105259,1313.44610595703,1473800.4,1025273.8, 131045.8,1048069.4,1475575.8, 942771.9,1006523.5,1004399.6, 823626.4, 965577.8, 937175.3, 838603.2, 910225.1, 716920.2, 609517.4, 688820.0,1174273.5, 905744.3,1131255.0,1196861.9,1145683.4, 111578.0, 710772.7, 847054.4,1074600.4, 591140.1, 113744.6, 893220.5, 365153.9, 414139.6,1067684.4,1300903.0, 612849.0,1273432.0,1103796.8, 747721.9, 949467.1
FT1763,312.011529847986,1249.68383789062, 817527.17, 880893.32, 892392.11, 968986.58, 802112.01, 818821.66, 889121.91, 592725.21,1388389.69, 592438.05, 463627.14, 634504.62, 695999.18, 834739.04,1200859.86,  98050.69, 917381.18, 451027.38, 632738.41,1068290.51, 789778.83, 544912.51, 701103.37, 690372.00, 657366.92, 748477.01, 612037.11, 993931.02, 616680.45, 635503.67, 949745.41, 746366.88, 628450.32, 785598.54, 604757.66, 583873.69, 823934.94
FT1764,312.011524476006,57.4272003173828,1312775.8, 836027.2,1175353.3,1238254.2,1106565.2,1213935.9,1179192.0,1145776.6,1078354.7, 807325.3,1026691.1, 744351.0,1118844.7,1113204.9,1128400.2,1066541.1, 900728.5,1161404.7, 715928.7, 980302.5, 705555.6,1089549.7,1073745.3,1146538.8,1126968.4,1081205.6, 618261.7, 846544.4,1098750.0, 862014.8,1104533.4,1104544.5, 675340.3,1135557.8,1124848.3,1138233.0,1128328.4
FT1765,312.011583490383,1175.88708496094,730075.92,723925.56,711138.68,835091.99,611043.23,658268.09,582524.02,815043.72,438140.22,660598.46,329919.56,430161.93,389939.36,827180.48,473241.37, 59893.44,223351.45,541406.11,716611.39,671765.16,381685.69,493607.88,569601.04,546789.83,551176.40,522628.13,374509.47,494060.03,798528.89,521486.84,445679.24,459652.15,500229.70,659738.96,800051.97,497978.07,224967.05
FT1766,312.011586029032,1038.91003417969,215344.04,201745.80,196839.26, 95297.08,178802.72,184657.74,204130.03,256480.45,111589.15,166515.22,144127.75,138045.34,130485.42,148121.23,187253.78,160691.87,109108.72,117501.08, 84728.20,261791.40, 89439.86, 89246.42, 39217.31,144973.00,154418.58,148499.16, 83148.90,168803.46, 96931.93,152275.07,126006.40,143828.60,156600.84, 85847.86,154725.36,151733.36,107166.24
FT1767,312.011506388044,364.399334838867,562980.7,775108.6,699368.5,426544.3,644356.3,629407.6,541264.5,623113.0,697991.3,355497.2,640604.0,521134.6,488352.3,591032.3,614490.1,355604.1,465681.8,546089.4,514556.3,616571.0,651977.7,371495.5,594435.2,600693.6,485645.1,614164.1,682198.3,251543.5,551855.4,574731.3,486932.8,605570.0,628791.6,229984.2,351806.0,491801.3,474540.2
FT1768,312.011542789675,457.926818847656,162645.80,343764.57,279080.31,179875.70,110072.65,230718.31,161486.61,409184.54,257083.78,203706.52,111739.53,195755.08,139193.01,266909.83,239102.51,147205.83, 66164.80,221107.69,140300.85,295820.06,251822.32,143496.05, 83255.49,167856.70,126434.05,358618.35,211245.95,161316.83, 90373.18,207937.08, 99449.49,240319.19,216201.80,122126.76, 67517.29,200410.96,113691.65
FT1769,312.046859851282,474.731567382812,157206.424,179742.236,164328.972,129280.179, 14639.863,144981.964,177534.926,188177.217,186443.956, 97215.781, 16109.953,117371.266,126395.216,168015.749,159429.385,115362.198,  7942.223,132811.229,145637.138,144719.102,163168.850,124928.649,  2243.368,138519.448,130515.885,172189.897,163707.364,137425.502,  6801.234,118273.494,138974.662,147814.983,143384.751,126757.461, 12343.412,132843.008,142407.412
FT1770,312.130283815628,474.727508544922,1203164.5, 394980.6, 398460.0, 996164.9,1622297.5, 602988.6,1249352.6, 365683.6, 479536.2, 958438.3,1701341.8, 563984.8,1149077.0, 412334.1, 317862.6, 964730.1,1432873.6, 595584.8,1216213.3, 356033.1, 382737.7, 986714.4,1710874.6, 547578.8,1162822.5, 372541.2, 511338.9, 981357.4,1786954.6, 593044.2,1189744.2, 390764.0, 320607.2,1026271.5,1497397.9, 604958.0,1179027.7
FT1771,312.172272518832,82.0341873168945, 9363899, 4568914, 5603716, 3285402, 3243235, 4789109, 9518338,11985132, 4246302, 3689116, 4157469, 5179506, 9056514, 7691556, 8687189, 3418127, 6521753,11319979, 8896321, 4293360, 5206515, 3252580, 3271618, 4726328,10836849,11803129, 4281791, 3552703, 4120963, 5217736, 9330829, 7800066, 8752872, 3609877, 6723621,11418277, 8780099
FT1772,312.172393804238,156.473007202148,1713618,1514697,1518928,1421175,1267776,1455322,1652425,1706137,1505448,1528790,1550482,1523410,1663927,1597112,1606269,1427703,1503852,1599237,1639221,1513728,1517846,1454607,1374110,1432048,1599751,1763321,1494139,1421417,1193583,1445324,1590958,1606164,1622814,1440615,1454997,1567409,1591436
FT1773,312.29936248358,83.0708999633789,797174.2,254103.7,273009.7,313970.8,277172.8,306882.4,760433.5,377684.1,220062.3,311968.5,321930.5,351947.5,690218.9,287140.5,290077.0,284792.2,378054.1,385638.8,688902.9,216815.7,269855.7,297890.7,271493.5,325547.5,724767.8,388000.7,258543.7,312337.4,297610.7,346238.5,678981.8,283174.2,289764.9,304256.6,377067.3,399362.8,684045.5
FT1774,312.875348760658,975.794006347656, 562536.4, 300896.9, 455268.4, 354031.8, 519960.1, 644262.1, 508071.7, 537002.9, 479497.4, 460785.3, 533851.6, 636136.6, 529179.2, 493881.6, 414384.5, 353547.2,1107952.1, 726000.9, 453019.1, 291432.1, 306368.4, 354011.6, 506877.9, 633929.6, 507708.0, 521138.1, 556394.0, 424603.4, 593816.7, 498462.4, 514997.2, 472686.8, 339610.7, 220956.4,1238144.4, 697954.6, 418587.8
FT1775,312.9143624255,964.053192138672, 58222221, 36145754, 48138066, 38676350, 58642994, 74103062, 57537252, 58078350, 50402451, 49258432, 61063841, 69800504, 58268624, 52622744, 45765273, 39464838,101026872, 75602659, 55599811, 34280635, 47267904, 38788713, 57974885, 72446319, 55643365, 55743672, 49933820, 49813674, 60959487, 68907422, 55868592, 52065044, 46045745, 37614489, 96801210, 76541766, 58541677
FT1776,312.949927225138,659.817932128906,100227.674, 10557.747,  9419.353,  5773.192,422041.085, 25667.770, 91290.247, 20434.803,  3713.619,  9411.544,437064.762, 27216.249, 74381.479, 13952.244, 10540.538,  8613.353,360303.156, 30502.202, 98243.993, 13841.988, 13354.431, 10625.919,410069.021, 29226.467,101105.215, 12503.081, 11315.008, 10561.246,426524.402, 29108.791, 99651.560, 11743.127,  3313.723, 10132.348,391309.922, 21672.022, 95621.573
FT1777,313.004471176997,367.237548828125, 43176.200, 44812.011, 25236.781, 30347.846, 94174.467, 29774.896, 48449.246, 39614.534, 10898.533, 51061.571, 99924.449, 28768.499, 42144.418, 39016.773,  8041.525, 33323.426, 81792.877, 37867.874, 42496.135, 31147.769, 28032.636, 46094.158,102176.818, 41153.813, 44171.276, 36947.660, 24207.358, 44541.970,108665.087, 37451.296, 55339.398, 48840.613, 25733.226, 36516.117, 94776.555, 37444.246, 59979.666
FT1778,313.044700095768,554.084777832031,187399.49, 95059.24, 70049.81, 83684.83,597686.81, 71021.73,198919.77,100065.59, 66607.51, 98619.77,611038.52, 66983.31,174139.78,103319.96, 67877.71, 61495.90,908455.51, 48941.50,182354.05, 87765.17, 59440.31, 91009.88,561910.59, 70709.43,168199.78, 79185.68, 61573.37,108039.30,589560.94, 43596.30,157013.66,102719.94, 46922.39, 82853.76,857418.99, 40075.01,173516.85
FT1779,313.051240969599,488.108001708984, 32818.528, 47854.439, 33706.406,  3693.834,194296.996, 61968.374, 31768.867, 27030.886, 13774.844,  1676.501,176786.895, 61664.885, 33651.981, 40969.653, 15750.536,NA,141146.544, 65074.861, 22144.605, 35230.336, 22433.804,  2599.643,171062.466, 55846.731, 13629.582, 51534.053, 32043.534,  2580.114,163704.201, 57284.161, 25447.366, 32411.412, 17070.926,  1603.961,125581.162, 64923.886, 26103.861
FT1780,313.078660729658,83.1861572265625,  41080.41, 136478.86,  33786.13,  75874.88, 128915.46, 135835.63,  92554.47,  78356.30, 109637.79, 155592.80, 163262.93,  31235.90, 150656.89, 161699.57,  91889.64, 212197.79, 127718.57, 113657.40, 277523.76,1448384.08,1474235.96,1499705.43,1327570.08,1832323.76,  33437.50,1689271.23,1475418.07,1400244.26,1611486.65,1154854.27, 270026.62,1462953.04,1449863.32,1325024.04,1522769.37,1390844.46, 264216.64
FT1781,313.1338804938,474.722839355469,131705.72, 32971.87, 41176.10,101138.90,178642.37, 68939.80,136404.98, 28911.23, 55811.72,116078.25,198509.01, 63703.58,142063.63, 32021.89, 24271.95,111747.88,156528.37, 60565.06,140044.98, 24526.27, 34890.75,105629.92,198643.24, 66312.13,134878.46, 25135.13, 36171.57,114151.10,199465.37, 70891.98,137237.76, 23441.62, 23553.07,101751.18,176985.53, 63448.33,140663.07
FT1782,313.164777619948,82.9970092773438,2243367.2,1106899.1,1327707.0, 772905.0, 743889.8,1140434.6,2256490.9,2789339.1, 998492.4, 872461.0,1011679.0,1197074.8,2171112.3,1826285.1,2103470.4, 792482.9,1524288.0,2652943.3,2182549.9,1023030.3,1268061.2, 824596.0, 794927.6,1123036.3,2612124.5,2810694.8,1053137.6, 909628.1, 966602.8,1217973.6,2149454.2,1804311.9,2020911.9, 854589.8,1651297.7,2629588.0,2126873.8
FT1783,313.175052287301,82.0288162231445, 915318.2, 433257.6, 529575.3, 312894.7, 300626.3, 436472.1, 881406.7,1126961.0, 394363.3, 366124.0, 387467.9, 487191.2, 780280.0, 718473.8, 869754.0, 303656.8, 644530.2,1063461.4, 862191.8, 435474.5, 495262.6, 321522.8, 337057.8, 440794.8, 992702.1,1132338.7, 419237.6, 346478.8, 392824.7, 473907.4, 819602.1, 740813.5, 785900.0, 325953.8, 625334.9,1092937.7, 793435.4
FT1784,313.186162962112,813.568145751953,40520.345, 9813.238,34997.672,69420.576,66226.439,23780.874,47199.211,13858.410,32709.059,54968.545,47981.721, 6883.847,11929.854, 8612.656,24009.149,60628.022,45392.802,11004.336,34467.694, 1308.361,28344.369,63449.383,52417.378,17436.975,30664.436, 6941.440,33091.954,52513.466,48913.883, 8207.220,30811.220,15376.449,17360.685,54909.403,53252.623,12985.513,36577.001
FT1785,313.917786068605,963.037048339844,2087205,1237011,1712975,1351691,2093959,2610071,2034255,2080048,1823963,1805713,2061176,2420160,1991959,1865518,1675975,1411047,3614856,2767191,1978045,1195436,1679521,1342240,2106920,2529698,1921556,2034527,1785602,1683204,2165975,2553869,1915288,1816207,1677771,1366960,3450880,2697815,2052142
FT1786,313.974015595908,536.135986328125,120269.749, 40808.293,  3361.102,289424.464,NA,  8416.010, 91012.102, 11328.845, 17179.377,229156.030,NA,  8376.922, 77990.531, 22529.323, 12734.689,232336.554,NA, 20595.711,106680.953, 30407.882, 29998.411,258944.393,NA, 14679.679, 96876.228, 20789.147, 12911.847,224418.456,NA,  9629.994, 65891.344, 18359.104, 12046.628,240404.794,  2572.984, 10112.064, 89780.921
FT1787,313.984946973157,304.204986572266,59518.73,69717.12,48565.18,62618.45,37753.90,58922.36,64401.04,55909.25,43877.08,63340.63,37221.66,42889.52,55338.08,29486.98,43016.08,46345.74,33275.06,59054.65,52121.83,54473.20,35880.71,41524.31,34799.10,39467.45,41891.09,45656.44,45857.07,30765.85,25875.21,49761.74,49473.65,48511.31,30603.92,53005.96,14690.50,56728.52,51331.71
FT1788,314.167912231462,82.9900970458984,406090.9,150217.7,232096.0,106267.0,108100.6,187792.7,386940.7,459788.0,183372.2,129304.7,161154.2,211116.2,385271.2,308973.7,345824.0,135257.0,268629.0,456875.3,334487.7,151329.0,208741.7,111393.2,116513.2,194427.2,422897.1,481191.3,190137.8,116150.9,150364.0,194087.5,343602.1,331625.9,345623.8,115061.4,265988.2,456982.1,321970.2
FT1789,314.89596504307,646.910278320312,600855.3,389340.6,415885.2,568062.6,585918.9,575862.9,571754.2,483313.2,424616.6,702995.3,563326.1,170095.8,267446.7,251795.4,434021.1,580273.4,750745.5,566095.8,501914.1,348436.9,368186.8,542019.5,542857.7,520560.0,484286.4,422665.4,348948.6,615558.3,546408.6,509572.4,470914.0,431453.3,376512.4,527813.8,683899.8,490920.9,451894.0
FT1790,314.900078908374,963.031494140625, 8327548, 3184022, 5755052, 3641374, 8201576,13540600, 8131108, 8204450, 6137172, 6067240, 9313252,12027971, 8545593, 7003948, 5257078, 3621136,24758743,14186248, 7831387, 3036420, 5443690, 3643201, 8554050,12923054, 7661518, 7959558, 6355976, 6254228, 9305780,12119927, 7906376, 6594756, 5159512, 3577448,24360018,14538655, 8403016
FT1791,314.905565179214,586.117004394531,7332689,5327203,6156087,7209668,8040686,7073037,6958216,6093624,5937563,8048253,7879007,6444866,6442738,5726618,5916778,7146049,9138939,6705983,6743980,5176852,5981876,6895937,7549412,6703678,6482058,5853658,5534277,7485624,7665164,6636030,6568245,6023440,6085059,6962848,9085641,6827859,6728192
FT1792,314.905695988755,681.192321777344,3033599,1259618,1589334,2597121,1952365,2522332,1854475,1690923,1609072,2348191,2569512,2425792,2089730,1586131,1479702,1909676,2696905,2037256,1815024,1207144,1349877,1437530,1574446,1937524,1815227,1562655,1422259,1763837,2338851,2027906,1854745,1592330,1475389,1536796,3820298,2303611,1826803
FT1793,314.905811502988,765.68310546875, 832707.2, 701255.3, 725420.8, 729308.5, 783383.8,1003547.2, 997753.1, 822791.6, 672008.3, 794454.4, 661690.4, 656464.5, 267007.7, 485083.6, 514053.6, 493150.5,1142073.9,1407822.0, 772938.1, 320944.6, 585074.6, 512048.8, 691822.4, 819421.8, 671166.7, 605720.2, 594127.2, 723591.0, 713566.3, 715139.1, 504580.0, 549694.8, 383395.1, 431874.8,1199799.2, 825663.3, 673454.7
FT1794,314.918577563345,963.791625976562,1166080.2, 717000.1, 987469.6, 781119.9,1227908.5,1531833.7,1164053.3,1219659.0, 996287.0,1013239.0,1318022.0,1396177.6,1148472.7,1033799.3, 866827.8, 833213.4,2082939.8,1476680.5,1185070.1, 702725.8, 972444.5, 785468.9,1226316.7,1463826.8,1218550.7,1132101.2, 984971.7,1020875.5,1181153.8,1322843.9,1193589.6,1025197.7, 940838.5, 788141.0,2096805.0,1610724.9,1162573.6
FT1795,315.002435379005,367.226379394531, 41133.88, 30166.89, 20708.21, 37640.19, 96952.72, 47732.47, 39311.52, 39348.18, 23741.71, 42439.90,101923.16, 45365.69, 48575.40, 44458.67, 22706.25, 32868.08, 92379.45, 28770.45, 42758.55, 33544.73, 25005.37, 41349.61, 99991.21, 39652.43, 55497.95, 49286.30, 23148.26, 52306.81,104110.99, 39165.02, 51008.43, 43712.98, 23482.24, 31351.12, 99100.51, 41789.47, 53830.59
FT1796,315.023528810744,174.112106323242,186841.19,184979.94,196987.51, 76349.17,215031.13,143165.78,166980.15,171673.08,209533.67, 61897.11,245385.31,145145.44,144015.19,153585.88,185375.08, 74929.31,122799.86,178282.33,136827.91,196429.79,196190.78, 72064.64,210483.12,152539.10,160667.07,127004.24,226770.29, 55442.16,230034.53,133496.23,128919.75,149688.78,178903.31, 42268.34,132024.93,176858.78,151967.43
FT1797,315.033387106448,846.781311035156,134969.70, 83469.99,149013.15,163479.53,165230.27, 96810.58,139303.85,103956.53,138771.01,164405.54,201527.59,181664.13,238795.71,171766.54,168844.93,185555.35,176490.78,119956.61,153032.85, 93497.47,136978.23,168307.57,151509.76,106477.38,146992.49,100216.91,114391.50,138526.22,139826.84,108938.12,118722.55, 92249.43,106838.69,132060.87,139893.33, 88051.61,114292.50
FT1798,315.034000485658,245.28377532959,628914.14,107761.84, 45079.30,763878.95,NA,420393.47,617174.54,234467.74, 73757.75,801127.71,NA,516511.31,580014.26,250095.22,183976.98,728862.99,NA,336333.61,530848.17, 90526.19, 65870.27,735497.72,NA,386328.36,462213.85,213572.76, 78778.52,774866.36,NA,464217.81,561861.29,240565.52,182563.46,705198.14,NA,345377.71,525413.90
FT1799,315.045603815209,846.775390625,650129.6,452170.7,608743.2,687045.0,685943.3,495565.4,644303.2,484810.9,569709.4,697183.2,587099.2,320073.1,427309.8,390253.0,525773.2,606525.4,671504.9,436868.6,548413.4,356169.4,468675.6,579860.1,581562.7,434324.7,519467.6,420468.2,496085.4,622082.9,615411.1,446890.3,551576.0,460484.0,508033.8,632482.4,664700.6,431597.0,505486.1
FT1800,315.049913306197,277.530578613281,49647.17,28463.26,58359.54,32236.65,23704.90,40340.78,21967.60,35548.35,52198.21,38886.79,20364.13,25305.36,39167.49,38584.19,47153.01,47687.60,31475.73,33249.11,44209.29,45747.53,58427.70,38992.22,27020.57,38324.69,43681.38,52482.53,63448.68,50619.03,20646.48,32456.08,35506.52,43661.27,50074.44,41775.77,20898.29,19847.58,46288.92
FT1801,315.081148031368,520.209350585938,4443019,3918577,4084579,4521186,5586895,3666583,4207463,3686047,3812772,4556323,5239391,3372254,3984273,3628675,4000120,4570867,5030848,3418734,4219102,3713100,3913767,4281728,4912938,3514193,4139443,3653445,3616533,4557256,5194378,3511675,3988442,3597016,3661655,4421657,5202468,3515382,4152159
FT1802,315.081370378639,302.807525634766,412922.6,454314.2,324209.9,781555.5,145147.8,296226.4,445428.4,407405.2,303881.7,719472.5,145383.0,285551.1,423407.9,377072.5,260125.5,763984.2,103429.4,284864.3,395456.9,391060.9,311105.2,727134.6,142518.2,276575.8,368933.4,398445.3,299395.3,690055.3,135722.6,291255.2,354118.3,392360.6,255989.1,772011.8,101203.3,265947.4,402239.1
FT1803,315.096387144265,533.424255371094,381494.77,681689.88,823526.86, 36114.69,141644.79,606618.96,400496.99,669244.04,974422.16, 32528.62,158021.90,649489.80,387418.42,603760.35,682085.32, 55910.93,122862.83,670138.03,385161.12,644573.33,793754.05, 57574.54,141643.69,641920.68,423292.42,706009.69,993378.50, 63888.07,179310.77,776278.76,438536.09,743010.03,852196.23, 82424.26,151371.97,783139.59,492037.39
FT1804,315.096618233983,257.743988037109, 73064.71,148473.05,141238.60, 32216.77,103249.61, 82436.10, 78672.16,118437.32,146924.71, 44089.83, 94592.52, 76373.81, 83275.59,112692.16, 99936.70, 34396.45, 84689.77, 78146.77, 75078.23,127287.94,137515.39, 49911.45, 94492.98, 66263.02, 70578.57, 95804.69,136972.59, 28224.19, 79484.89, 63497.83, 71919.89,115118.79,100198.74, 36644.50, 80877.27, 69528.81, 72230.66
FT1805,315.099099393375,186.559219360352,579483.9,498085.2,513576.5,500985.5,571789.1,499194.0,560123.1,516189.1,541203.0,546749.6,571122.2,527052.6,558706.9,516675.4,500926.9,530150.0,606576.9,490566.5,499824.4,468656.4,511486.7,500831.5,589870.9,510437.4,513333.4,532622.6,564450.2,532421.8,582396.8,524261.2,542224.6,532874.9,488193.6,529939.2,617004.9,509046.9,544264.4
FT1806,315.100420503835,94.0202178955078, 287218.92,  98070.59, 115348.16, 142274.70, 360265.94, 205031.58, 336454.78, 133338.48, 246585.76, 250454.55, 406992.73, 145498.39, 282513.77, 179716.00, 235816.55, 191910.41,1079447.52, 210771.37, 291303.32,  93136.45, 110231.45, 158590.83, 346209.43, 173262.90, 288725.18, 122569.08, 259974.16, 230763.51, 400048.96, 164148.03, 301001.38, 171039.69, 247119.21, 200560.23,1067627.60, 208015.63, 279821.74
FT1807,315.136749831095,83.0753440856934,196645.5,400544.8,327894.2,354542.3,289242.4,328083.5,221121.8,348055.2,284029.0,408579.4,266581.4,431743.3,207528.6,390203.8,526108.0,317950.7,348992.1,364296.5,227166.9,368362.7,352280.6,403374.5,373231.6,375250.1,262891.8,405339.7,298761.6,414756.9,256440.2,417786.9,317631.3,428846.9,552014.3,349992.9,415046.7,330717.8,265234.9
FT1808,315.290273479394,89.0947418212891,157193.410, 74667.304, 20395.569,560631.615,NA,114390.235,241680.840, 60100.603, 34484.107,587772.124,NA,125254.635,178674.483, 71939.419, 39362.337,505771.123,  3470.432,135222.734,193472.235, 55477.912, 33266.737,518565.911,NA, 81878.080,179266.731, 56147.818,  4269.901,570625.052,NA,105565.922,170987.832, 86077.560, 17932.422,475259.487,  2209.675,116233.453,181705.685
FT1809,315.401577135301,963.03515625, 543891.8, 198230.0, 362971.2, 284360.3, 653025.8, 817541.2, 568105.7, 631162.3, 488623.2, 388589.4, 726753.3, 867353.7, 627204.1, 440837.3, 357857.6, 231265.8,1672177.5, 969577.9, 566839.6, 206612.6, 332711.9, 253698.9, 600522.4, 868725.5, 505029.1, 542336.1, 429793.8, 399162.6, 515195.5, 773846.0, 514813.0, 514037.8, 291803.1, 257990.7,1673621.4,1071834.4, 495625.7
FT1810,315.902133702467,963.915557861328,283661.18,132167.59,167642.01,128956.68,335560.76,459120.81,310771.38,303153.80,181768.24,254140.91,361258.60,354366.69,275329.71,204913.45,174825.29,160774.53,990589.33,497413.43,307200.75, 69150.67,204437.68,147722.21,368931.00,465099.36,252144.75,281971.21,173451.33,220844.15,309053.67,431351.78,238604.87,260876.41,186231.54,165076.46,860479.76,574315.27,283129.48
FT1811,316.037272687927,246.027153015137,59275.344, 2153.934, 1835.440,61207.529,NA,37780.529,53314.025,19084.842,NA,80978.605,NA,45884.141,53659.685,25926.251,12655.902,66735.051,NA,37137.779,49753.077, 2164.738, 2559.506,54644.450,NA,37415.516,44996.431,12293.395,NA,65016.722,NA,36760.175,40682.422,17272.955, 6112.125,66290.913,NA,21806.343,40353.011
FT1812,316.084201597774,520.209350585938,452103.1,408271.8,407265.6,420000.2,575077.9,374598.7,398682.8,355330.7,378445.9,478769.2,536136.5,330796.0,390121.8,387272.0,414885.8,450026.9,500923.6,367725.9,420254.0,388517.7,389430.1,438986.5,494118.3,355671.4,444187.1,370009.6,350619.4,476039.1,529017.5,338935.2,401882.4,346389.3,382524.8,450458.1,534106.5,370173.8,392702.4
FT1813,316.084467973966,302.796783447266,35877.953,35164.965,30252.738,82465.837,10078.306,16678.809,33359.157,39058.053,18368.766,74704.690, 3324.707,19471.161,29723.025,38441.908,14506.499,85546.330, 1668.521,21210.713,45445.167,21329.888,29197.044,81703.571,NA,22301.447,32300.976,32996.683,27380.167,70841.409, 1872.866,12051.465,36336.292,34685.591,22611.929,79486.189, 4046.815,14443.192,35577.263
FT1814,316.102323337766,186.559219360352,76666.00,77037.12,79917.41,74068.00,80655.59,70406.62,82568.97,71828.17,73464.20,66502.68,74727.09,67754.59,69563.55,86242.80,71670.00,84151.50,98347.28,72878.95,84442.30,55097.65,80245.64,64802.93,88711.71,60650.82,88251.53,73710.51,82330.05,67462.20,97872.74,75465.33,72070.49,70561.34,74771.26,85255.98,84169.75,81622.39,84634.18
