feature,mzmed,rtmed,NEG_1_QC_pool_n1.mzXML,NEG_2_WT_b1_t1.mzXML,NEG_3_PM-31_b1_t1.mzXML,NEG_4_PM-37_b1_t1.mzXML,NEG_5_KO-6_b1_t1.mzXML,NEG_6_KO-22_b1_t1.mzXML,NEG_7_QC_pool_n2.mzXML,NEG_8_WT_b2_t1.mzXML,NEG_9_PM-31_b2_t1.mzXML,NEG_10_PM-37_b2_t1.mzXML,NEG_11_KO-6_b2_t1.mzXML,NEG_12_KO-22_b2_t1.mzXML,NEG_13_QC_pool_n3.mzXML,NEG_14_WT_b3_t1.mzXML,NEG_15_PM-31_b3_t1.mzXML,NEG_16_PM-37_b3_t1.mzXML,NEG_17_KO-6_b3_t1.mzXML,NEG_18_KO-22_b3_t1.mzXML,NEG_19_QC_pool_n4.mzXML,NEG_20_WT_b1_t2.mzXML,NEG_21_PM-31_b1_t2.mzXML,NEG_22_PM-37_b1_t2.mzXML,NEG_23_KO-6_b1_t2.mzXML,NEG_24_KO-22_b1_t2.mzXML,NEG_25_QC_pool_n5.mzXML,NEG_26_WT_b2_t2.mzXML,NEG_27_PM-31_b2_t2.mzXML,NEG_28_PM-37_b2_t2.mzXML,NEG_29_KO-6_b2_t2.mzXML,NEG_30_KO-22_b2_t2.mzXML,NEG_31_QC_pool_n6.mzXML,NEG_32_WT_b3_t2.mzXML,NEG_33_PM-31_b3_t2.mzXML,NEG_34_PM-37_b3_t2.mzXML,NEG_35_KO-6_b3_t2.mzXML,NEG_36_KO-22_b3_t2.mzXML,NEG_37_QC_pool_n7.mzXML
FT0969,205.96045664589099,538.848510742188, 2982773.2, 4131517.7, 4445038.0,  879529.3, 2411081.4, 3537327.3, 2924283.5, 4093182.3, 5091710.9,  777728.5, 3214819.3, 5325608.9, 4795953.2, 6820225.0, 8384492.8, 1668219.3, 4740455.0, 9370821.6, 6801742.3, 9158485.9,10068561.2, 1817740.1, 5108221.5, 7349316.1, 5482291.8, 7225836.0, 8194064.4, 1130360.4, 4162016.3, 5697693.7, 4190940.6, 5420014.0, 5550122.2, 1046806.6, 2846248.7, 4809329.3, 3669333.2
FT0970,206.046868525159,58.8172798156738,1072094.1,1075386.8,1015764.2,1128181.2,1036412.5,1050526.4, 996934.2, 833771.8, 876620.8, 915220.9,1020528.6,1033285.1, 940360.8, 969473.9, 790676.8,1042026.6, 610145.3, 704486.2, 948741.2, 817120.2, 597740.5,1067334.4, 962372.0, 940741.9, 999478.5, 947761.5, 833734.2, 704709.2, 621681.8, 588454.5, 897034.4, 977435.5, 944965.6, 946574.8, 568839.4, 903509.4, 938872.2
FT0971,206.046879883764,370.14208984375, 969100.9, 958803.0,1047566.9, 824142.1,1134385.5,1027328.4, 953734.9, 920961.9,1038156.6, 738827.7,1069248.0, 923040.9, 781433.3, 953431.7, 944520.0, 610440.4, 950629.5, 907693.6, 823809.0, 994620.3,1005227.6, 647916.4,1017408.9, 963393.9, 358401.6, 871932.2, 985260.5, 649053.1,1006945.9, 896407.9, 367520.4, 570166.1, 755977.5, 709782.0, 901353.5, 877857.6, 522978.0
FT0972,206.16307954286,90.3173751831055,1977259,1997154,1855607,1413587,1850994,2311067,1966531,2006505,2014808,1419930,1922275,2257686,1956434,1991552,1814861,1402215,2050641,2450915,1904885,1811823,1881128,1409769,1857238,2306320,1997624,2079383,1958576,1369344,1977459,2352994,1980528,2052083,1770490,1362320,2036102,2326450,2062131
FT0973,206.911435220005,978.747863769531,2233768,1509438,1973033,1660399,2288130,2719670,2243703,2192453,2098962,1944822,2262799,2515250,2213968,1955784,1938633,1681804,4080448,2749641,2137837,1399668,1894869,1631660,2346541,2679406,2173480,2163606,2168173,2106051,2449951,2732066,2357834,2189428,2015915,1673796,4348207,2992018,2501354
FT0974,206.917341951474,978.7490234375,325192.7,210942.8,290990.3,223869.5,326295.1,418466.6,351810.5,320287.9,316945.2,291907.1,328637.3,383434.8,311141.9,304906.4,272345.7,240968.2,662416.3,415584.1,363007.8,201044.1,280219.5,229228.7,329451.4,412138.7,335079.5,336360.0,348765.6,307566.0,354420.9,405069.0,351459.9,326355.3,309906.7,245266.1,714470.8,469972.6,381566.0
FT0975,206.94984617755,964.24267578125,135766227, 99715831,120092582,101979978,134378999,159393751,133858425,136046550,120411570,119329560,133542574,150303337,134177631,123765755,113168590,103160907,198302096,153298194,127036172, 91219476,112127902,101863395,132333714,154294787,125801493,130007221,119666278,119783889,136486139,145477732,127553080,122096993,113923450, 97180181,188793494,161076324,134755098
FT0976,206.95000287695,57.4272003173828,1830147.8,1754720.3,2364979.1,2651980.2,1562789.3,2435353.0,2077464.2,1584276.4,2618334.3,2528807.4,1578424.3,1463695.6,2028218.4,2435200.0,1707963.0,2491660.8,1280159.1, 660607.7,1728268.3,2443832.5,2316539.5,1619539.8,1610971.0,1597055.8,2524909.3,2047052.0,1961312.0,1401328.9,2264784.6,2410072.8,2446270.4,1543024.1,1436133.4,1667157.2,2456915.8,1595753.8,1737498.8
FT0977,206.949999715344,457.998352050781,455287.7,861354.4,643126.1,485917.9,348536.8,627612.6,474184.9,872772.5,606453.5,437509.3,342529.0,594945.1,246747.2,764126.0,686485.4,401988.1,271451.6,587301.6,332561.8,648451.9,537218.5,386346.1,204607.4,545241.0,398527.0,790009.6,511178.3,417592.7,286739.1,577299.6,340916.7,762227.6,514426.5,379570.2,250378.5,572806.6,315059.5
FT0978,206.958336848453,536.135986328125,1382463.2,1963091.6,2224700.0, 410370.8,1137823.9,1638941.3,1330121.4,1842904.3,2273405.4, 316643.7,1113379.2,1797919.1,1407967.0,1843410.3,1890800.5, 338370.4, 920750.1,1805274.9,1277637.8,1833619.2,2125333.3, 385344.4,1122182.0,1717258.8,1351921.8,1882026.9,2211519.3, 291956.5,1143439.8,1657226.3,1307816.5,1701436.3,1888343.8, 347028.4, 989739.7,1795429.1,1386639.8
FT0979,206.963685614263,538.855316162109,114360.20,179162.37,190794.38, 19003.92,107467.88,132049.58,122097.77,174744.17,207655.00, 15873.53,129589.52,214623.04,195750.48,268748.35,359717.22, 61490.75,189193.99,395511.03,280350.86,409864.34,414630.10, 58838.07,218758.70,332460.95,222994.06,312439.24,327073.53, 33994.98,158713.72,230867.18,181405.28,202571.27,226207.39, 40410.75,111715.04,191497.31,144528.80
FT0980,207.004025033423,481.427001953125,169463.353,156998.903,192033.733,256159.126,NA,123225.267,177906.973,134104.563,185430.714,221136.400,NA,103119.201,157706.186,127240.651,178274.836,244818.330,  3867.689, 82702.562,168791.370,143745.893,194740.884,227612.116,NA,105591.864,173013.557,124928.076,168113.950,215648.713,  2240.223,104987.674,170366.138,121682.312,166332.266,233646.357,  9773.798,100644.828,164461.891
FT0981,207.004148575305,319.70947265625, 96728.474, 18232.899, 17407.945,115406.865,NA,  8214.146,104768.295, 61914.506, 18872.557,223693.522,NA,  8544.318, 86909.246, 74427.466, 65611.652,351224.680,NA,  1341.432,104295.635,  8028.346,  5704.974,111237.631,NA,  8119.123, 79896.884, 56225.743,  8220.007,236252.318,NA,  9349.673, 95811.510, 57781.328, 56955.508,336211.175,NA,NA, 84682.654
FT0982,207.012192511124,104.312633514404, 553219.8, 304675.1, 535797.8, 227195.2, 196149.6, 353311.0, 570150.2, 756126.0, 325022.6, 167800.8, 275116.1, 403552.6, 623836.5, 618368.3, 773959.6, 637983.7, 293990.4, 816589.7, 568180.2, 277649.3, 602609.4, 257176.6, 188118.3, 373517.7,1039377.3, 746035.2, 294425.8, 218288.2, 242661.8, 446048.7, 624119.5, 632463.5, 833122.8, 327597.0, 147538.4, 853011.7, 634361.7
FT0983,207.139175707865,87.7404251098633,359670.1,337836.3,506914.7,440530.8,371949.9,452989.5,328368.1,396068.9,407071.3,537182.1,508353.1,602204.5,427322.2,537838.8,484995.7,601679.6,745143.2,622035.3,323470.7,429514.0,559404.6,491605.7,465311.6,553404.6,399479.9,489961.7,503687.7,600106.3,549225.1,707405.3,426869.5,642331.8,504675.0,669052.3,846505.3,717500.0,481664.6
FT0984,207.139206682353,1157.0546875,371023.1,305185.5,361147.6,378862.1,364781.9,317687.2,310202.2,375213.4,391893.8,405247.5,369951.3,371520.9,377999.6,382316.9,400941.0,402435.7,386368.6,391126.6,388755.5,378397.9,386643.2,385888.8,394422.7,382131.6,392507.0,387199.5,380903.5,399785.0,413869.7,365614.8,403958.6,378986.4,374597.7,405326.1,385376.6,256361.1,373319.0
FT0985,207.95318974787,964.247802734375,3175512,2342279,2843670,2380247,3306857,3777808,3084417,3152178,2858118,2760447,3159284,3535779,3146366,2886619,2596208,2492149,4618900,3625505,2975225,2139597,2687450,2329566,3093415,3605729,2920884,3001593,2766809,2794256,3036765,3387754,3014441,2882028,2558169,2284429,4390951,3697997,3009372
FT0986,207.955939139555,538.844421386719,1210249.5,1596921.2,1758814.6, 335024.2, 929653.6,1366936.8,1136419.9,1568453.9,2076968.6, 285741.2,1236435.7,2051041.5,1824286.6,2637963.8,3258056.2, 648024.4,1836596.6,3681273.8,2646935.1,3606368.0,3904536.2, 713070.7,2004450.1,2840339.5,2148885.4,2820158.4,3217701.0, 463506.2,1618263.5,2244986.3,1660550.1,2115440.6,2165130.0, 396241.2,1072395.5,1809509.1,1393905.1
FT0987,207.978853631624,396.389007568359,130821.14,143863.54,162329.40,113407.23,114198.44,131109.59,110611.62,128062.25,140451.03,108285.24,131685.83,215441.65,294740.00,269531.51,227430.98,119618.76,146592.05,122824.53,137580.62,134549.34,162471.67,126540.78,132098.83,133112.90,131977.39,142873.15,145204.69,100528.81,117542.24,112352.06,111168.84,120797.53,117873.87,100696.21,102876.59, 86279.82,101271.18
FT0988,208.020418053136,302.820495605469,284735.0,288908.2,265555.9,345893.9,181184.9,236688.2,274173.2,262079.3,224651.5,306161.0,169638.8,220993.9,237818.2,242248.6,207294.8,281786.4,156319.5,220791.4,252448.0,244668.2,220971.1,292964.8,160697.4,244076.2,215558.3,247515.9,242570.5,273639.5,180989.3,234244.4,252803.0,235880.1,195495.9,273901.0,145316.4,227837.7,240863.4
FT0989,208.845347148279,406.1669921875,173400.9,128852.5,159890.7,138074.7,156201.7,152489.6,165981.7,157738.0,146771.1,150319.0,154770.2,155495.7,116704.2,144627.9,137838.5,137177.0,135543.9,172781.4,152895.2,127979.2,154320.6,125001.7,155000.4,140563.3,146914.4,153426.7,147152.2,151737.8,151512.0,167486.4,154594.7,146772.6,138090.5,123408.2,105640.4,165843.3,126321.0
FT0990,208.902719209752,414.582733154297, 57129.95, 18956.77, 40613.07, 16439.25, 50110.61,113956.83, 57888.65, 55737.67, 48884.91, 52145.05, 79217.23,115606.26, 68615.18, 64591.10, 42624.86, 43723.30,150223.67,113413.46, 62643.89, 29592.48, 51750.91, 43107.41, 73241.77,113802.50, 62654.70, 68551.84, 48782.31, 61193.53, 60954.04,101510.80, 61084.95, 55889.65, 44818.44, 35752.92,142370.35,108621.24, 55222.25
FT0991,208.934706033343,406.227600097656,351708.8,371234.4,367708.8,323831.1,366402.5,366604.6,385329.6,443431.2,425369.5,411285.3,429333.5,435824.6,450804.7,508455.5,511948.4,450277.2,407379.8,514453.5,514747.6,517048.0,589136.2,540994.1,567299.7,585170.9,604668.3,623787.7,608962.5,656247.0,642478.5,653392.4,711161.5,750466.6,780199.3,724957.2,611808.8,728695.9,786201.2
FT0992,208.951587599488,246.649002075195,46483.926,10485.428,12133.972,80541.374,NA,39819.719,56594.323,27503.012,15521.822,87549.544,NA,48692.602,53445.997,16727.566,16836.767,79534.961,NA,25064.491,51375.356, 7219.115, 8507.548,81618.960,NA,38791.995,36093.124,23189.092, 1806.795,79964.020,NA,46123.836,57048.546,19834.027,18931.894,84142.884,NA,24860.717,37571.336
FT0993,208.954153771538,963.578308105469,1940252,1367670,1766127,1478435,1875920,2312578,1784159,1890301,1711107,1625049,1914863,2190249,1928305,1812058,1607005,1479090,2934702,2169335,1754611,1395853,1625548,1405506,1918985,2001464,1868851,1963914,1731078,1717150,1963737,2083548,1803405,1738152,1622186,1369404,2669157,2221652,1948573
FT0994,208.985067298683,488.10205078125, 97398.64,157033.33, 99069.94, 34183.89,364502.09,145892.31, 81685.36,144687.50,107064.43, 22609.84,316421.44,147713.76, 83370.72,144746.94, 71454.13, 13838.33,216593.22,152385.41, 76730.11,124603.39, 88246.04, 28875.49,329593.86,117326.49, 76301.76,124404.16, 96134.62, 20122.21,294164.43,118561.65, 85836.34,105621.89, 81077.40, 17359.87,171671.08,138457.28, 69832.75
FT0995,209.06674904447,409.016143798828, 79846.786, 89629.091, 58974.755,126432.404,  8636.271, 29991.971, 70776.579, 75124.952, 59968.386,130896.131, 10333.002, 28065.194, 72814.576, 75012.622, 61863.541,137423.397, 11467.974, 36433.896, 63932.220, 83317.709, 51366.643,145073.601,  6698.273, 30420.574, 73553.786, 82033.592, 56523.336,115640.231, 18314.709, 29057.634, 62110.799, 82191.772, 57588.308,135630.941,  1955.695, 34663.624, 69181.554
FT0996,209.90998395362,501.794, 80464.523, 80124.807, 67047.063, 59134.889, 19769.508, 61728.971, 89288.841,117297.235, 42938.798, 48968.422, 10350.078, 63824.770, 77535.569,117118.259,104971.814, 57881.512, 73016.081, 70396.264, 80537.688, 85236.445, 68306.237, 59680.470,  6868.528, 73965.160, 76172.480, 99985.345, 34006.102, 39964.399, 13074.783, 47348.883, 80587.023,120505.947, 78990.127, 44314.896, 52215.094, 70391.740, 75085.094
FT0997,209.950075672428,274.736,291173.2,264026.1,347994.5,323004.5,153347.0,234887.6,282630.9,244863.6,332344.9,321087.4,168809.5,229636.9,284140.4,246218.6,312313.3,321564.9,169133.7,217532.6,256434.2,249608.9,346253.5,339377.7,165320.4,223329.7,279563.6,257777.5,340936.6,308425.5,175732.7,250312.0,285535.9,264415.7,301686.6,313710.3,181313.7,242860.8,274509.7
FT0998,209.953516124097,538.854766845703,153836.999,191653.420,219391.498,  8702.360,113125.587,180202.887,147764.109,213789.136,251942.455, 12036.364,158333.276,282583.665,256291.856,346770.458,426346.663, 64120.195,242311.253,497001.878,338829.826,465899.941,546355.509, 83962.059,257438.468,392180.202,282019.228,389032.571,414300.353, 26095.969,206475.795,276143.106,202947.050,244950.116,293928.467,  8892.971,138693.885,247245.777,162423.923
FT0999,209.975991762938,396.389007568359, 96827.47,115749.52,131935.90, 95514.41, 97762.87, 86744.57, 96979.27, 94353.12,107059.82, 79474.48,104491.97,161951.71,241754.65,207844.65,173461.22,107402.20,108833.17, 97651.61,109297.49,108916.29,135273.38,101526.06,100513.25,102392.57,100108.60,108320.11,106134.36, 83983.35, 97632.83, 95845.19, 85536.43,106421.37,102146.06, 82437.86, 90324.26, 81024.94, 80258.70
FT1000,210.007667748854,577.690002441406,176566.017,115685.727, 19842.542,510367.043, 11581.354,  5137.645,163611.379, 76021.207, 15394.047,442950.726, 16256.755,NA,167722.401, 92923.165, 18244.804,551880.151,NA,NA,155498.881,106936.807, 31398.994,555430.207, 14137.876,  9472.824,192494.608, 97530.871, 24377.613,449559.629,  3940.514,  6641.707,159876.237, 94116.507,  4018.260,510286.119,NA,NA,170103.496
FT1001,210.088477021534,511.261901855469,258970.9,284312.4,235448.4,230389.3,242095.4,237802.7,273253.5,274018.3,286023.1,215186.4,341495.9,279748.5,281561.4,309944.7,241682.2,181293.8,314647.6,244831.6,227980.2,286059.0,287700.3,220163.8,307103.0,243168.7,239967.1,283130.6,293016.5,225653.9,267753.0,299059.9,251185.9,290182.4,223985.0,219500.5,326789.3,304963.3,308821.0
FT1002,210.842394562928,406.161727905273,242971.7,213243.2,217108.5,193780.2,188025.6,233410.1,243775.7,230664.5,207843.6,219249.3,229278.1,234780.6,225585.9,222140.1,190527.0,180936.2,240596.0,246018.4,211785.2,174861.9,196550.3,187262.9,203686.9,240251.2,218185.8,213203.3,202566.2,204664.5,226559.5,235451.9,188387.8,190316.2,201062.0,196454.9,201988.1,246053.1,207648.2
FT1003,210.881952358552,990.42138671875,281445.0,255075.4,289079.0,252327.2,244468.7,270644.7,288505.5,272350.4,325665.7,307533.6,281969.2,247612.0,313289.8,252938.4,256377.6,292141.1,278340.4,229671.2,253670.5,232018.8,289482.6,267886.0,266376.2,239738.2,271876.6,259512.9,312026.2,309161.9,259633.1,264891.5,264554.3,267534.0,267694.3,272218.0,256053.7,240789.6,260863.2
FT1004,210.8997498525,414.617156982422, 43943.35, 10420.02, 29377.87, 12567.37, 31276.32, 81855.89, 31945.63, 26179.52, 26880.45, 37050.44, 31966.55, 80192.49, 38169.18, 30877.29, 24900.32, 17286.82,106448.40, 80105.40, 41490.52, 15903.92, 18199.72, 29268.33, 48214.92, 77270.12, 25905.31, 50010.38, 31342.64, 42171.43, 46709.56, 72728.11, 41409.06, 24338.39, 20222.93, 17639.09, 77037.08, 89929.06, 32684.99
FT1005,210.93172068819,406.227478027344,124981.0,136388.8,136539.3,121738.3,145369.6,135634.2,165364.3,172529.4,159421.6,142865.4,159181.2,180113.1,167473.3,194056.2,194395.2,169984.8,151383.0,153835.2,198312.2,194398.0,225843.4,219649.4,225868.6,230445.9,232766.7,251520.0,272900.6,264295.0,264566.3,260292.9,268967.5,313464.4,328903.1,290031.8,237644.0,302600.3,302220.6
FT1006,211.001395693688,616.051208496094, 363837.07,  55704.80,  84060.86, 106529.42,1400251.42, 138077.37, 365552.17,  73181.36,  81138.62,  83745.38,1428408.33, 131523.82, 315916.26,  73053.10,  89569.53,  75893.61,1522786.18, 126355.21, 330164.74,  70564.66,  23521.87,  86599.53,1347502.86, 135266.19, 267093.79,  42810.72,  66432.80,  87929.25,1517767.82, 158594.28, 364996.56,  57180.62,  39840.66,  31655.46,1610107.02, 129010.55,  83856.96
FT1007,211.001411721831,457.992706298828,1706570.4, 797308.7,1181339.2,1692436.7,7401185.3, 811567.0,1804002.4, 562830.7,1270074.4, 934790.7,7143817.3, 802247.6,1655414.5, 551578.5,1062049.3, 733263.1,6616601.2, 794948.5,1683738.6, 754854.7,1204317.4,1656693.0,7053750.5, 786143.7,1696634.5, 774257.3,1232328.1, 818757.6,7279181.2, 813097.9,1726599.8, 529133.7,1095218.1,1591830.9,6786886.4, 799787.4,1690659.5
FT1008,211.097699042453,101.598999023438,114997.73,197340.23,317041.60,273996.18,277681.25,184577.99,137559.42,167843.32,310219.03,177858.88,404560.31,146161.62,117259.23,119468.34,182267.45,149795.51,211093.50,180626.90,159565.84,191338.59,302167.73,296860.90,310747.77,175132.15,112251.20,183306.87,376386.46,200747.30,424384.98,171321.37, 95681.27,156132.87,136631.67,125547.16,182541.52,226773.77,153596.80
FT1009,211.13399487508,90.4080238342285, 55739.85,151443.90,306383.32,272784.29,287225.44,162488.33,150839.93,164491.04,309164.30,198324.53,390291.79,217919.93,132918.35,119579.36,170846.07,228447.76,206577.34,191427.95,148193.12,158356.74,292859.51,301556.34,306169.31,198600.01, 81712.76,217677.07,309944.85,200745.87,408414.28,174603.03,113395.20,164517.65,171750.32,195920.79,253960.71,225711.92,189198.96
FT1010,212.004763949899,418.818664428711, 336828.00,  28226.80,  66521.91,  64291.79,1510100.87,  62212.83, 311076.86,  45633.78,  56807.94,  82090.35,1544285.88,  62469.74, 303795.50,  27240.17,  49230.08,  81420.11, 982634.04,  56982.67, 304738.56,  30150.30,  71599.03,  85358.16,1439886.33,  60972.61, 286612.32,  42142.12,  46473.91,  78882.11,1503841.63,  59992.73, 303541.60,  34926.53,  45766.89,  89286.88, 919247.74,  53870.93, 302285.98
FT1011,212.016718427923,350.314,231956.51, 55303.35, 43689.85,374059.93,NA,130720.54,218332.08, 98195.30, 47625.63,352179.24,NA,144943.32,195258.04, 96721.49, 92596.08,343349.03,NA,103669.98,194364.49, 43547.35, 34058.88,328416.21,NA,120224.70,208781.05, 92670.84, 47603.29,345365.25,NA,165791.12,204720.02, 99812.88, 84581.99,341333.27,NA,114051.41,223638.42
FT1012,212.017791144168,274.7236328125,123659.12,113656.17,151005.66,114228.20, 87495.55, 97399.14,124967.75,122356.01,136482.31,129599.98,106744.25,105404.70,115035.04,108497.93,130815.72,102709.91, 97088.10,114065.67,109291.56,108089.48,118155.83,106979.08, 85682.64,105947.90,109609.29, 91200.99,128559.84,110433.42, 86795.15,104199.82,115991.32,108130.10, 88263.80, 83146.28, 83479.94,115105.94, 94143.63
FT1013,212.839461690042,406.179016113281,133004.07, 97764.74,119053.68, 92979.95,116801.79,124312.98,118533.60,112942.95,104962.81,122179.21,111269.76,116306.39,110276.64,115857.61, 95257.73, 92638.89, 96384.23,129934.82,109112.60, 86861.78,100682.81, 97864.18,110365.93, 89377.55,109349.45,100305.99, 96425.60,108288.87, 97211.77,104661.76,109695.23,101560.69,104688.83, 87371.60,103880.24,119815.70,103395.79
FT1014,212.962636985548,544.339874267578, 87994.91, 42408.70, 43918.07, 92202.08, 10436.09, 37914.37, 98871.52, 44303.77, 50396.42, 89396.29, 15898.41, 48597.19,103293.87, 42158.90, 51082.70,103469.90, 25978.84, 47905.23, 97041.18, 56007.84, 55243.92,125094.40, 18646.74, 51631.82, 96786.09, 66492.25, 52701.71,134830.87, 17629.89, 54399.10, 97099.84, 66727.23, 61668.16,137750.85, 34068.83, 30711.75,110413.21
FT1015,212.991218142724,332.271545410156, 54666.470, 39427.974, 82451.715, 30674.545,104211.942, 64557.552, 71857.400, 52358.358, 77279.831, 24263.538,117966.976, 55550.838, 63779.488, 49908.204, 75377.092, 14077.697,236700.596, 74208.957, 50685.944, 34365.427, 68418.086, 20855.988, 91873.470, 68594.320, 52718.422, 43269.508, 72051.644, 16136.190, 91125.778, 59305.478, 50716.894, 47615.888, 87587.976,  5577.359,238717.701, 86431.032, 43375.684
FT1016,213.005557425542,419.514099121094, 74945.104,  2030.922,  3302.835, 12296.483,342737.541, 11118.511, 69946.938,NA,  3265.849, 12185.894,356291.272,  4823.722, 66708.110,NA,  2583.734,NA,252359.949,  6083.973, 62962.936,  3107.678,  8539.092,  6002.415,353973.848,  6403.041, 59649.976,  6368.439,  1755.993,  7665.060,357006.285,  5198.922, 62165.137,  5575.336, 10477.831, 13800.170,225738.115,  7978.321, 49750.826
FT1017,213.012304526069,178.268005371094,506899.1,179936.2,474636.3,133855.4,162874.8,239133.7,450220.3,615827.2,295637.9,235750.7,138049.4,273835.5,421673.3,386548.4,601204.3,225861.8,189058.1,543320.1,397752.5,137188.3,430380.4,163427.0,159603.0,210934.3,633329.5,577582.9,268873.0,167507.6,173779.8,300193.3,402634.4,370389.5,610329.7,284693.9,160128.9,538088.9,374426.8
FT1018,213.013045092243,274.748260498047, 967837.2, 858225.3, 708201.0, 882489.4, 520766.7, 848943.6, 904965.4, 935511.0,1065268.7, 892336.6, 578694.1, 860138.0, 882329.5, 897530.3,1019142.6, 810761.9, 598269.7, 838892.0, 815017.0, 806629.1, 695755.0, 852954.3, 492285.2, 800924.3, 539268.4, 925250.0, 698563.0, 838313.9, 564446.7, 843258.6, 864675.9, 860555.5, 706029.6, 771914.1, 579788.4, 534138.1, 828026.2
FT1019,213.017039736031,532.067687988281,333922.5,281508.2,517860.3,249788.4,505843.5,237592.6,446584.0,254524.0,327463.9,798359.6,506373.4,310018.5,295492.7,300418.2,389840.5,828097.8,478567.0,309448.0,317764.7,228119.8,502742.9,251214.3,507853.6,328119.7,351361.1,301054.3,349927.7,272143.6,562212.1,315626.7,214832.9,210663.8,280101.8,833476.4,531747.6,307484.5,256413.1
FT1020,213.084499092661,846.798522949219,156198.38,110983.45,149614.12,178925.60,176771.49,111076.82,143143.52,102354.69,145002.27,188851.95,225042.40,199348.14,299168.01,202416.76,188797.93,217820.97,181767.68,105934.36,158017.79,106843.22,152690.03,182523.66,180478.84,112481.16,149200.46, 93212.04,144004.38,173342.72,154432.40, 96834.29,128649.25,106833.42,132927.30,164728.70,156610.06, 90739.54,133704.50
FT1021,213.092371131018,89.0968971252441,184720.8,209097.1,224112.2,153883.0,180815.6,184201.6,218209.3,211088.0,184353.9,103829.6,217487.6,274247.7,221749.7,231269.5,194044.1,119286.4,208162.9,221054.3,190464.8,192208.9,223864.8,136799.2,177399.8,202146.0,147730.0,212830.0,166284.2, 98744.1,219600.7,253141.6,217053.3,236275.5,167879.8,119906.9,213968.0,223216.9,183387.9
FT1022,213.513988062953,176.907241821289, 83816.53, 35358.76, 96057.07, 21739.16, 23532.60, 45362.18, 86178.18,120553.73, 26583.52, 19265.28, 32634.27, 38964.38, 78542.72, 42754.17,117153.88, 31438.90, 26772.27,111313.32, 66944.20, 31317.63, 77696.08, 26414.97, 23775.10, 27298.11,123853.51,113692.15, 35382.50, 15228.97, 18684.08, 21562.76, 79174.68, 86317.80,102358.36, 35712.44, 15126.86,127865.24, 81832.42
FT1023,214.0333860234,473.383041381836, 85887.28,124574.85, 97070.85, 41986.14,115853.48, 91054.45, 92633.67,132311.80, 94424.27, 66114.36,111969.89, 97502.28, 79593.98,114411.70, 77195.26, 56721.63, 89684.82, 97545.90, 90608.01,109355.48, 84164.06, 64322.72,121648.97, 97216.07, 78157.44,115246.36,100808.58, 72728.52,105027.47,100679.54, 73774.68,104042.97, 82044.96, 74129.93, 85779.84,115176.19, 87387.39
FT1024,214.048636352486,534.304321289062, 48625039.8, 25064007.5, 25997129.5,122887781.5,  1082177.1, 18252195.7, 50663304.6, 21369917.5, 25120638.8,115254628.0,  1107945.4, 17057083.5, 49389320.3, 20607581.0, 21956254.8,118373743.0,   984888.8, 17180631.8, 48465102.9, 23298668.8, 24875070.4,118302579.3,  1083217.3, 18913114.3, 48659562.2, 21217459.0, 23984981.4,115136235.0,  1140268.9, 16694891.2, 47602314.2, 20149029.9, 21824612.3,114843351.7,   268625.8, 16609222.4, 48731396.3
FT1025,215.028551437797,473.373626708984,129311.93,186483.94,141527.09, 83368.03,139762.47,111017.90,114490.78,198336.52,130489.11, 98028.68, 90298.54,115314.23,117529.68,187684.65,105661.02, 93089.96,112489.01,132323.53,103421.71,183764.66,129689.63, 89202.03,149342.72,128296.87,110499.72,200801.06,136560.42, 85553.70,129765.46,132334.03, 96381.29,171072.22,119655.74, 95925.24,104146.98,147581.50, 99569.87
FT1026,215.03290339043,414.590515136719,486788.5,286191.3,514383.4,426659.8,419047.9,256620.9,486207.2,439822.3,440722.1,499253.4,654920.3,450135.2,491620.3,325941.7,568610.9,411442.6,616749.0,315962.5,468019.8,281025.4,467702.2,417166.8,402964.2,421249.3,760162.5,423610.8,372341.3,502266.6,618423.7,432786.0,463556.7,311954.5,237837.7,401998.5,612714.6,333050.1,421801.7
FT1027,215.046175110706,534.777191162109,157354.935, 67802.242, 56885.747,433493.019,  2571.798, 51156.280,167693.114, 52851.233, 73008.522,383436.019,NA, 46619.872,168563.375, 74275.523, 27255.593,388337.635,NA, 50221.231,135185.668, 62205.958, 43888.627,378608.054,NA, 48440.986,146474.895, 55165.437, 50775.620,379962.173,  2832.293, 29187.690,161143.147, 53645.610, 19404.067,361235.465,NA, 41581.436,148773.402
FT1028,215.051884151234,534.7529296875,2665280.65,1310733.07,1409158.91,6945086.57,  33944.06, 992101.57,2778322.39,1147360.23,1367796.76,6417293.39,  44636.23, 874422.81,2651273.86,1120053.83,1172041.73,6750842.13,  33741.58, 907777.03,2647267.92,1271396.92,1353009.31,6683526.10,  32616.48,1020387.65,2661924.54,1134921.97,1235531.99,6439161.86,  44160.86, 859551.45,2601982.01,1065203.37,1084112.97,6259299.38,  41732.33, 889297.60,2648077.28
FT1029,216.043330697733,411.799011230469,751938.5,787836.4,876759.8,558645.3,605526.7,604404.1,698886.6,835267.1,837564.7,606250.9,619597.6,632723.6,684447.4,880224.2,783297.8,552039.0,566193.4,624213.2,672068.2,731705.1,821421.5,577290.9,568711.5,620741.9,647905.0,847173.6,808085.8,625490.1,601322.4,595199.7,683429.2,879203.8,781311.8,579724.5,561804.4,576759.0,678888.5
