m.z	p.value	t.score	rt
231.06222	1.28796399889776e-8	-35.8868404436955	515.4
115.05944	1.57199584343285e-8	-22.9673892301676	387
418.02592	1.57199584343285e-8	45.9316713445274	611.4
606.07441	1.57199584343285e-8	-22.9513293762573	555.6
855.5954	1.57199584343285e-8	-23.169641527365	90
375.02532	1.61261389985406e-8	67.2417008798634	280.2
151.02624	1.73303382743441e-8	29.4613100445398	326.4
126.01166	1.74130359738399e-8	27.7185479328855	487.8
286.05604	1.7657676268024e-8	-56.2819409991948	250.8
151.04559	2.16983717974534e-8	-36.3415888507562	349.2
388.93506	2.16983717974534e-8	50.0163061387172	658.2
428.21506	2.16983717974534e-8	-22.491145692974	481.2
104.0354	2.2002152088203e-8	-24.2993078987347	303
158.01660999999999	2.20647939896958e-8	-65.302227088799	246.6
146.04597	2.3815855762111e-8	-31.1694489190843	303
381.11035	2.85683197148278e-8	-29.9992170369145	485.4
301.05253	2.87942462926443e-8	-41.4399113812672	538.8
313.13388	2.89786095208025e-8	26.6742190039069	474.6
241.01208	3.0914322502257e-8	26.2998836564109	604.8
185.0219	3.14389925574545e-8	-46.2291979204555	481.2
842.55542	3.44757519780426e-8	22.7037800302721	87.6
74.0245	3.61039013607105e-8	-24.0348670601621	525.6
151.01667	3.82964567915401e-8	-64.1606991293956	481.2
271.22811	3.89431029600883e-8	27.3150683278521	85.2
182.03056	4.24719185588463e-8	-51.6744340275366	481.2
181.05075	4.55237565941822e-8	-24.1865261763797	217.2
192.98828	4.60288963164863e-8	-31.5537931445793	481.2
607.07768	4.63871894785733e-8	-20.1015401527304	555.6
318.09598	5.46825744456454e-8	-69.1432539373562	481.2
116.03539	6.20431740984971e-8	-32.0580119940036	303
426.02255	6.43671716665351e-8	-23.737933990951	616.2
272.05429	6.67498111446136e-8	-25.364433870223	532.2
176.03873	6.84080690560285e-8	-19.2937042744177	109.8
212.01672	7.48229901768884e-8	-34.0034534137128	350.4
381.01946	7.64136593353727e-8	54.7367968887345	552.6
249.02225	7.81711212075832e-8	22.9517180778848	489.6
113.03568	8.32385702670748e-8	-23.9035843717929	517.8
608.07937	8.45932853297812e-8	-22.5971011163719	555.6
343.32168	8.65283438290462e-8	-31.743317379447902	87.6
386.13638	8.65283438290462e-8	20.3177272600619	440.4
135.03133	8.89413171027376e-8	-27.2985294194699	245.4
134.02341	9.30332218412398e-8	-56.8099869718592	247.8
189.0881	9.92066930806905e-8	27.6248061463596	473.4
172.98716	1.02489522124594e-7	-52.718377925848	246.6
172.02404	1.10373979083585e-7	-51.8593978087577	350.4
