"feature","mzmed","rtmed","NEG_1_QC_pool_n1.mzXML","NEG_2_WT_b1_t1.mzXML","NEG_3_PM-31_b1_t1.mzXML","NEG_4_PM-37_b1_t1.mzXML","NEG_5_KO-6_b1_t1.mzXML","NEG_6_KO-22_b1_t1.mzXML","NEG_7_QC_pool_n2.mzXML","NEG_8_WT_b2_t1.mzXML","NEG_9_PM-31_b2_t1.mzXML","NEG_10_PM-37_b2_t1.mzXML","NEG_11_KO-6_b2_t1.mzXML","NEG_12_KO-22_b2_t1.mzXML","NEG_13_QC_pool_n3.mzXML","NEG_14_WT_b3_t1.mzXML","NEG_15_PM-31_b3_t1.mzXML","NEG_16_PM-37_b3_t1.mzXML","NEG_17_KO-6_b3_t1.mzXML","NEG_18_KO-22_b3_t1.mzXML","NEG_19_QC_pool_n4.mzXML","NEG_20_WT_b1_t2.mzXML","NEG_21_PM-31_b1_t2.mzXML","NEG_22_PM-37_b1_t2.mzXML","NEG_23_KO-6_b1_t2.mzXML","NEG_24_KO-22_b1_t2.mzXML","NEG_25_QC_pool_n5.mzXML","NEG_26_WT_b2_t2.mzXML","NEG_27_PM-31_b2_t2.mzXML","NEG_28_PM-37_b2_t2.mzXML","NEG_29_KO-6_b2_t2.mzXML","NEG_30_KO-22_b2_t2.mzXML","NEG_31_QC_pool_n6.mzXML","NEG_32_WT_b3_t2.mzXML","NEG_33_PM-31_b3_t2.mzXML","NEG_34_PM-37_b3_t2.mzXML","NEG_35_KO-6_b3_t2.mzXML","NEG_36_KO-22_b3_t2.mzXML","NEG_37_QC_pool_n7.mzXML"
"FT0100",100.001608689653,964.275329589844,375587.5,239965.1,326991.3,229372,352859.9,502298.4,348863.9,334852.5,315829.2,294902.2,405175.4,421460.7,383578.1,324049,287014.3,245488.8,624023.3,449765.5,382046,201495.5,274981.8,247636.6,337959,447579,341363,344428.8,339046,296281.3,410768.1,393607.7,319718,337950,272567.7,206565.8,352334.4,384307.5,380483.8
"FT0102",100.040413106068,520.205871582031,160541.7,172400.5,160432.3,164714.9,184064.6,143832.3,181607.7,149658.2,180410,138358.5,199098,140047,112838.1,162416.2,152678,146704.5,164944.6,148859.9,146689.9,142157.3,176113.7,141083.2,189552.9,153133.6,173473.8,173734.7,164717.4,158146.9,178579.3,142229.7,144431.7,134646.3,143314.3,172644.1,171445.3,143848.5,137757.2
"FT0103",100.933612886801,518.931762695312,678741.7,602152.2,535689.4,487306.6,1262155.9,473274.4,525309.5,466129.9,506943.7,454853.4,1086573.2,437584.7,365051.4,556901.6,503644.1,454406.9,950658.9,402939.5,478632.6,529991.3,586079.7,432611.5,1001489.6,531522.9,440647.8,571599.6,491587.8,427585.7,959268.7,484285.7,656803.8,440568,403678.9,418728.8,686040.6,413716.4,444964.3
"FT0104",100.946155969794,1206.37390136719,14048691,14165077,13823386,13538629,13952259,13625900,13440316,14104647,14100284,14156789,14045540,13782737,14120951,14081210,14245898,14075838,13949440,13970409,14098345,14171815,14295131,14120197,14125857,13937880,14340908,13965513,14502191,14446644,14475891,14358450,14009622,14358708,14473877,14452625,14317697,14111916,14225973
"FT0107",101.024438403375,440.481094360352,1155245.3,358756.4,449193.3,933678.1,2763037.9,634226.1,1120382.6,294283.5,508048.5,937993.3,2775501,661066.2,1059414,360890.7,410374.6,913929.2,2322300.1,647170.3,1093124.8,399909.9,427658.5,930952.1,2733467.4,619870.2,1089156.1,334024.7,485867.2,913090.2,2792952.1,644105.3,1063532.3,334506.5,325168.3,877811.5,2281926.3,602277.3,1048162.4
"FT0108",101.060820511497,165.932373046875,1482423,1646982,1842410,1566092,1810698,1630067,1644807,1644398,2046926,1577656,1783512,1658033,1571916,1539456,1719989,1817201,1588605,1630972,1776927,1700003,1846126,1659160,1730199,1664049,1707686,1833454,1926578,1673804,1782971,1625521,1641600,1649424,1778900,1717337,1592835,1860669,1862141
"FT0111",103.040129090949,241.119720458984,1204105.2,800546.5,867234.9,826977.6,829746.2,951496.2,1167201.1,876257.7,868393.5,1767480.3,927584.6,977542.8,1162489.2,919683.5,886388.6,951443.9,928445.5,940999.5,1128676.2,737507.8,831556.4,764642.2,864221.1,955367.3,1121696.5,838827.7,853384.5,1726036.8,960692,991429.5,1135954.2,953137.9,855249,950838.2,925635.6,933732,1133403.3
"FT0112",103.040080225018,554.686065673828,96704.22,50966.18,42568.57,153129.37,91289.78,47978.22,89885.23,33885.49,41132.44,151230.22,106599.13,45223.19,98292.2,40239.77,37644.33,160511.76,88334.5,42161.26,83736.56,45987.71,45121.5,158542.57,93469.13,48910.52,87898.48,43113.52,43677.15,151562.49,91865.62,40274.7,89368.02,46796.52,45253.86,147303.15,98334.46,42699.13,73737.78
"FT0113",103.053091349844,518.945007324219,157081.23,130693.96,134708.33,138071.52,162358.45,106287.75,105561.23,124335.96,174021.06,146435.85,163067.14,117671.26,137753.17,143066.96,147416.52,131215.09,163572.13,80450.83,135921.48,140461.16,144863.87,121153.53,168615.38,124004.88,158785.31,142036.44,141044.77,149740.91,190168.04,124787.11,144630.62,138676.04,128453.59,138246.2,175088.15,120951.82,162690.47
"FT0115",104.03534439877,533.426696777344,3199639,3584994,2815013,1476600,6073419,3249673,3318334,3623256,2780600,1483896,5941306,3207090,3295762,3880397,2640528,1385548,6137523,3099127,3235188,3412583,2816481,1411239,6076322,3229190,3148413,3661759,2779917,1474824,6076678,3256365,3131162,3886940,2635563,1416478,6060732,3065561,3217766
"FT0116",104.035401367458,302.812286376953,546139.9,571633.6,499045.8,718542.5,317680.7,410752.4,547023.2,555437.3,472277.1,675088.9,305182.5,425770.2,542870.2,553373.5,433937,731703.3,296621.4,415907.8,541633.9,540420.5,493571,727135,321513.8,437471.9,521179.3,517605.9,476184.4,691075,333951.1,458250.1,534624.9,561306.6,462124.5,749334,300890.9,433341.7,533170.2
"FT0123",106.028546319821,351.699981689453,58970.092,12627.867,6039.77,103824.491,0,37645.914,62011.302,17879.142,13261.018,112335.268,0,45449.753,63972.151,39644.259,36004.307,128251.816,0,39231.245,70159.475,17914.167,7250.724,126819.354,0,39118.978,73599.103,34327.728,18243.267,127487.475,0,60662.987,78081.868,40764.572,36485.993,120211.472,0,49975.28,80062.473
"FT0124",106.980878354659,488.103820800781,202238.1,199527.8,125632.1,149936.1,284472.9,204741.2,158265.5,176518,126116.7,126858.5,277669.6,189675.3,155047.1,144529.1,130364.1,143322.1,268226.5,184469.7,158502.2,156439.6,101315.1,144292.6,278663.3,180917.3,159327.5,163313.1,127576.5,123771.2,301846.4,184915.9,140900.2,148066.3,114394.2,118867.5,238662.4,186396.1,166701.8
"FT0125",106.980911934084,164.56657409668,240546.2,210933.8,217479.3,214369.7,207936.2,188394.5,189391.1,182703.6,196221.6,184881,188658.8,174209.7,176835.2,178409.9,155850.8,152570.8,154531.2,162533.7,165228.4,128099.8,154816.1,145183.1,165168.6,164386.4,164311.9,176414.3,162770.4,143799.4,161291.9,173530.2,159207.6,158644.3,156845.4,137124.2,157242.8,162172.1,156787
"FT0126",107.036379288141,348.913513183594,28583.588,11871.775,7420.879,86955.034,4856.621,15131.717,33270.244,9208.796,4261.54,97192.38,1877.612,25412.998,25920.015,2798.782,7186.574,77690.557,0,13233.786,25503.587,4580.405,1327.198,79847.8,2976.048,9304.772,33898.714,5143.441,4520.947,87955.574,3217.23,19252.968,36651.333,8093.014,6505.904,68508.493,1546.316,10846.408,12697.414
"FT0127",108.012514165179,496.286544799805,70595.28,70577.96,59449.82,76311.23,145190.11,72506.36,71335.41,61619.3,58816.51,58666.44,135294.11,63402.14,29819.06,41564.33,47358.77,68713.75,118943.98,75499.2,70154.08,63754.61,61789.28,66182,142864.78,80378.35,74692.93,65757.34,60219.73,61363.1,125547.81,71407.1,67436.48,64156.56,56301.43,58859.8,106650.18,73984.06,79288.21
"FT0129",108.996268111734,144.315368652344,325619.9,326876.3,334897.3,325873.6,315328.5,338500.5,341377.4,369857.3,346635.5,357990.8,361823.2,366448.7,354620.7,360024.8,355593.1,369793.1,364070.1,388022.8,409143.3,419904.6,405898,428339.4,434079.3,431798,444505,442598.9,443535.1,461754.3,467709.6,455788.1,478611.1,472833.7,504064,501032.7,465994.3,501280.8,521168.9
"FT0132",109.040752391757,339.18885925293,199033.7,41137.87,39350.9,405940.74,65900.8,103953.74,202393.73,72653.27,29486.9,498803.73,49792.37,118104.72,173542.66,80319.73,57034.15,446956.77,110828.12,81887.41,182345.63,34635.51,37821.92,392962.48,54812.66,95468.49,174151.44,67933.39,28134.96,497471.99,51548.24,95035.81,167171.74,53809.81,51466.2,410281.66,124200.22,63207.84,171453.13
"FT0133",110.024834389904,741.048217773438,836907,853021,750079.5,639981.8,628757.5,703726.2,751281.5,905791.7,885894.1,718574.3,613757.9,704686.3,677340.3,841083.7,764553.6,651204.5,629532.3,705117.1,698753.4,786870.4,753951.6,628518.1,561233,629462.4,718035.4,896069.4,851540.2,670556.8,589469.7,735652.6,742236.6,857650.5,769164.5,575732.3,596952.7,702761.9,671481.7
"FT0136",110.98522067205,518.94677734375,425757.9,224184.8,240911,446554.7,256252.5,242811.1,365156,399635,421508.4,480603.4,188305.5,273945.8,396002.2,405005,416321.2,791569.3,338690.6,204394.9,392428.1,218056.6,266869.7,418913.1,216243.2,266251.1,375953.2,377886.7,369929.3,504324.6,214470.6,268598.9,394570.9,491416.8,388336.4,740581.9,364165.3,223540.6,431166.4
"FT0138",111.008838329324,741.067565917969,1506442.4,991599.2,839339.2,2132770.9,986877.5,1000133.8,1297630.8,870617.9,759420.9,1984586.9,1033327,753102.9,969908.1,721566.3,618541.4,1894496.3,844358.5,783737.1,1111876,717345.4,668747.9,1876724.7,981374.4,786058.3,1053779.9,782656.4,722789.4,1913802.5,930270.6,876061.1,1236633.1,796833,666186.9,1871233.7,175132.3,824943.8,1183271.7
"FT0139",111.00883606211,678.355724853516,1182691.9,1164890.9,970615.2,5125765.8,1502755.3,1117000.3,2370908.1,1007390.1,873973.3,4352209.4,1690082.8,1309623.7,1262561.3,773124.7,741611.8,4505285.3,634655.3,176190.5,2307270.2,1136282.8,998438.8,5210906.5,1626051.2,1290264.1,2383926.3,1164543.5,1067673.7,4535609.4,1626345.1,1426154,2441096.3,207610.6,982937.5,4669084.3,0,1399599.9,2379004.9
"FT0140",111.020042359756,232.758697509766,40689729,12985742,11241669,63765571,30005440,26154879,39095682,18450624,10472611,77005891,26935631,31082983,39093476,22195372,18954256,67017460,48426227,23408423,37828521,11957442,10893486,63627831,29678846,26725830,36796100,17843915,10398928,77447820,26627649,30632945,37396567,21929338,18999692,66005063,48624370,23137509,37332558
"FT0143",111.039382584457,339.862258911133,171255.366,35522.892,11667.573,397979.533,39774.588,79869.547,175685.464,54872.936,12164.645,529116.819,34300.29,94230.149,165825.336,62336.226,38976.269,419566.736,105536.541,58707.828,166513.309,21537.288,15749.471,380073.057,39928.287,80050.641,174639.299,46028.601,8920.385,486093.724,35074.578,88706.691,182120.138,59208.973,44119.947,419930.385,113143.873,62875.342,179603.895
"FT0145",111.956715649633,481.435302734375,54025.708,40861.57,55036.803,89025.757,0,13046.993,57136.76,25220.854,39750.279,94844.071,0,7241.281,49379.177,16790.956,40945.721,102208.251,0,10470.186,42834.104,24306.121,57863.742,108403.713,0,16698.695,43494.146,21202.994,46030.956,89686.141,0,2088.961,35055.346,23056.597,25934.982,97328.313,0,12503.513,56072.298
"FT0147",112.02338627442,233.470672607422,1723788.9,544822.1,455370.1,2766045.9,1290284.1,1099396,1651776.8,777699.2,443569,3414448.2,1146746.1,1331350.5,1656488.7,951078.6,826917.1,2870567.5,2051429.4,968771.3,1597963.2,490359.5,436952.4,2751303.6,1253000.1,1117533.4,1542580.7,750862.8,432091.5,3314428.5,1133279.2,1289142.3,1568898.1,936879,796010.9,2825169.9,2103165.6,957897.4,1554179.6
"FT0149",112.040467152396,248.74089050293,241308.36,407546.48,723310.7,56852.79,124917.68,184373.62,256703.93,374306.39,686721.35,63133,93504.82,223037.23,312202.98,341773.95,445804.49,78205.69,83794.31,259850.87,230175.11,393227.44,672203.67,68469.17,108062.5,215876.16,208313.42,355956.58,673555.05,57788,108902.04,194544.7,96489.82,191998.89,461213.56,38997.14,49489.33,292635.22,273007.94
"FT0150",112.937383447879,771.577514648438,339046.6,105219.3,237385.8,288485.3,121209.9,372156,351609.3,322290.3,179506.2,299854.9,164534,356630.4,328308.3,219741.2,310886.6,356761.9,267229.3,628250,344607.1,107347.4,243857.5,311155.9,134214.4,406324.5,433323.1,327349.5,189382.5,331755.7,168716.8,444449.4,359419.3,207636.9,301138.4,346842.7,275197.3,603740.2,329934.9
"FT0151",112.962213602369,983.089294433594,144637.03,91759.53,119399.15,103459.93,133762.5,141945.63,148198.78,137510.91,120659.11,121662.74,128824.87,160350.55,135569.88,122312.43,118434.83,117744.62,204890.05,166441.74,118661.83,92045.62,131435.39,122766.52,132202.7,140652.43,126732.02,131399.44,131420.64,142146.38,127433.64,149104.14,135400.99,143554.34,111360.71,111603.41,213170.87,163377.5,155463.47
"FT0152",113.024481847061,441.16584777832,479150.7,188993.2,281075.4,386535.1,1108162.8,818398.5,447920.8,140941.2,213736.2,370941.4,1122643.2,773975.3,455937.5,141331.2,835613.3,337561.8,927059.8,335417.3,417836.4,120205.2,260005.4,358917.2,1087267.1,789895.9,440852.8,134756.7,594877,322553.1,1201734.5,895291.4,425540.3,215772.9,795262.4,334321.6,949242.1,327120.8,436760.2
"FT0155",113.035734954163,329.524200439453,443711.67,325479.78,226093.58,839310.43,69226.16,114388.35,425550.31,318567.72,218579.15,988070.31,77408.92,108049.16,415353.71,339559.76,143754.65,820712.12,85569,74566.72,421769.76,304565.34,228552.42,899694.07,61061.29,106936.23,417688.45,330599.84,215908.5,1012611.5,50910.02,67682.62,416249.63,360361.28,191988.64,774111.07,47536.31,92803.83,435356.84
"FT0156",114.019667079514,532.08837890625,3993167,4693481,4838643,3504052,3276542,3627773,4106399,4616617,5161978,3527417,3296549,3702419,4093484,4503834,4475720,3606684,2861776,3812620,4017521,4461037,4719026,3558723,3221722,3827793,4100713,4724630,5075399,3607344,3302917,3772327,4005131,4591365,4451353,3660281,3066532,3872565,4061459
"FT0157",114.02333948575,386.745909545898,67103.81,79681.96,97135.29,66090.84,54192.37,54976.47,72905.11,83068.26,104229.76,65398.63,57817.97,52922.72,72855.2,67179.43,92261.29,61949.89,52413.93,47107.65,67661.16,78300.13,103495.68,68238.06,55033.96,40686.23,73481.4,78228.28,100720.42,63616.18,57713.58,57878.18,64391,75689.93,96367.91,65752.96,55681.02,52627.39,71111.59
"FT0159",114.056096363998,386.746002197266,35088559,38381068,49112409,32111218,27796913,27590004,33871221,38109198,49060737,29523826,28173814,26692982,34482124,38121744,43646070,30852223,26154036,26391524,33201496,36979315,47833791,31802294,28070431,27945286,33235639,37241348,47928206,29378308,28509120,26927313,33514155,38041551,43536969,31027866,26772148,26286805,34178872
"FT0160",114.088865904765,386.746002197266,73478.68,78374.54,98320.97,68810.95,54172.94,55271.99,66634.91,82598.92,94864.3,57248.91,54383.51,61382.25,69743.13,81365.1,98595.07,66377.18,49094.23,51935.31,68727.92,76475.19,100821.41,63506.29,59052.3,55153.82,75058.17,78056.7,103488.1,60516.32,56154.2,53469.8,63063.01,75516.65,93826.79,57170.9,56727.67,53854.23,59404.9
"FT0161",115.00368909025,534.773132324219,5726111,7863516,8597729,2924666,5193701,6838077,5708489,7427256,9012053,2667479,4938787,6898877,5508221,6943339,7455007,2552415,4040091,6927672,5348473,6940489,7967579,2602483,4714100,6772764,5354904,7349099,8623229,2346958,5008797,6771743,5372744,6836175,7568512,2580677,4369613,7139522,5580030
"FT0163",115.023092870794,533.40771484375,124593.94,147366.68,177109.43,117427.83,109207.32,107174.25,132283.32,147054.12,161960.55,112430.24,95626.03,111508.27,132264.26,134538.32,131487.85,139305.68,82754.09,113133.33,120568.83,144481.05,139180.36,110459.05,92526.33,122680.01,139135.09,154079.04,193348.38,120548.03,115858.06,107994.52,123853.42,147740.23,160545,108724.73,92020.16,118570.88,130420.93
"FT0164",115.040075826879,89.0946807861328,3722518,3147687,3783437,2447363,2978396,3280135,3809717,3658238,3038551,1896236,3662149,4276016,3650350,4273498,2834224,2276632,3613936,3799742,3500424,2980981,3676370,2475953,3035006,3309220,3455356,3727313,3127135,1737520,3661592,4253686,3714589,4323728,2836681,2270077,3614355,3921482,3556662
"FT0169",115.07648976335,164.589141845703,475734.3,470274.7,502118.5,463243.6,484167.6,439423.7,459073.3,455509.5,515981.3,485732.1,469335.2,506656.2,503209.7,504087.1,487141,492802.5,483871.8,505908,504555.2,501066.5,447612.5,486912.1,527589.1,541082.1,535370.2,528368,556983.1,518313,505820.4,534011.5,510720.1,517443.6,543685.8,508194.8,482132.6,547380.2,523454.9
"FT0170",115.920734079791,540.216491699219,1412712.8,1850150.9,1703931.5,762884.4,1989313.9,1369963.2,1175955.7,1387243.5,1578666.9,516041.9,1743167.2,1225575.2,1001185.4,1202708.2,1325574.8,552552.5,1327505.5,1170490.5,1002249.5,1172495.9,1257630.6,312636,1593271.5,1079486,1172018.7,1038810.3,1350257.3,455354.4,1435632.7,623601.9,1067214.8,931414.5,1321987.1,292733.5,1256821.7,868696.7,1066512.9
"FT0171",115.920784474707,314.078948974609,1175683.3,1419988.6,1400059.2,892790.5,1187275.9,1109389.5,1107996.5,1229338.8,1278344.4,846927.9,654588.5,1018122.2,772036.5,1302531.5,1241917.4,860458.3,1004342.7,962125.1,1019879.8,1171934.8,1226761.4,864042.9,1170110.4,948735.9,1005845.6,1201796.8,1301760.5,743626.5,953917.6,977256.5,1023870.3,1259171.5,1236599,104353.4,506222.3,950302.6,1031490.4
"FT0172",115.920759062511,382.625549316406,1019310.4,1122136.7,1173409.5,875546.8,873464.3,821426.7,873608.4,964797.4,1108163.5,819233.1,650504.2,712919.3,861175.9,999256.1,1040382,829082.2,682473.5,747630.8,869468.8,1000679.8,1078993.8,735746.6,841608.5,838565.5,381102.5,569354.3,1046074.8,782362.9,655515.5,802822.1,860979.5,1000022.4,1005889.7,814348.9,791038.9,761425.3,867494
"FT0173",115.920790576457,472.019012451172,380204.4,511114.2,435157.5,358346.5,467207.1,382110.3,355379.5,403588.3,739838.4,255645.3,426368.5,367943,253579.4,441340.8,338733.8,332171,352003.2,341289.6,319671.9,435098.7,392481.5,340659.4,468011,345960.9,340504.7,441088,365027.7,329048.5,453456.1,322587.5,385180.7,327067.5,407106.8,224727.3,370351.5,360687.3,389240.7
"FT0174",115.975642470256,988.959533691406,85451.46,65919.21,91001.85,86161.65,77475.35,77692.1,94060.69,82875.01,85777.45,85348.12,77098.66,68867.47,75102.99,74361.28,80794.99,88387.95,96027.42,73768.93,76367.35,68028.76,76941.7,77891.35,77696.3,67257.3,66939.1,74980.07,92716.77,76388.65,78270,71978.48,76617.14,77286.91,71413.75,86896.42,87931.27,79390.82,91957.26
"FT0177",116.03538036431,227.113990783691,735963.8,752237.9,648369.4,970576.3,508915.1,621047.3,739109.8,715040.4,631614.1,978979.7,474084.3,595351.5,738250.6,718941.3,577151.5,990447.6,390731.5,580302.6,727502.1,736833,638528.7,1004732.2,500153.6,596400.6,721531,747302.3,649720.6,989093.6,521600,623269.8,732841.1,738461.6,618012.1,978387.3,331876.1,596107.9,738990.1
"FT0181",116.071774579502,374.286270141602,7047209,7654300,8337616,6436285,6488413,5986921,6927153,7872447,8340994,6128539,6584387,5946557,7002844,8320829,7787509,6285255,6546919,5647140,6808243,7271708,7940287,6312149,6551168,6007218,6778770,7791551,8126291,5939939,6683086,5988431,6807922,8280155,7628967,6245815,6638959,5744948,6920703
"FT0183",116.925587467339,990.432525634766,132331.76,98775.46,125408.46,122956.85,110899.34,121971.86,123206.9,129115.43,131442.41,142624.69,126164.95,111068.34,127238.17,127981.07,134575.05,126828.31,135375.5,121383.28,126571.6,111325.74,131572.29,127459.81,126046.07,128313.55,137970.14,126923.05,143358.87,140890.11,123645.95,127014.3,134910.29,123353.49,125557.64,117388,133047.52,119531.62,125040.4
"FT0184",116.933563254199,990.396728515625,43247.61,35591.8,53203.85,46632.47,45337.62,36434.41,32019.24,44894.92,56841.07,54748.93,33240.17,49081.35,41819.62,47557.17,49286.93,46126.56,48657.67,52311.56,49821.45,48139.22,46305.75,48587.6,43317.34,49232.87,45508.91,44591.76,53744.35,55514.3,44007.51,41825.9,40160.18,47262.59,48992.34,39452.24,49015.06,35685.9,51152.89
"FT0186",116.985646072805,990.428070068359,49694.39,47973.9,52077.7,49093.06,47975.16,48122.44,47299.41,48073.38,48966.39,56521.9,50276.66,55557.6,47037.42,38168.13,50902.89,44396.94,49564.92,44617.05,49559.26,42795.96,48528.82,49567.3,53960.91,49703.6,48698.44,57411.4,58196.78,53695.07,49099.4,54749.42,50099.1,43144.52,49638.6,47526.35,51195.73,38850.58,45125.74
"FT0187",116.993650385943,990.431274414062,147752.58,123589.9,139157.9,135970.62,133620.96,130837.49,140236.96,136634.31,134651.14,132401.18,137158.51,123012.39,120521.2,127662.46,138073.1,135794.29,141348.53,120751.65,128637.67,126287.4,135573.98,129878.64,124559.56,77339.81,135564.31,126034.49,135703.09,145008,122373.17,131122.78,137926.5,117296.03,124466.13,125718.48,129807.06,125406.01,126435.43
"FT0188",117.019381852726,552.680358886719,4842958,1854754,1721268,9796377,2076344,2303599,4599095,2094647,1411580,11584242,2194055,2762729,4649713,2351577,1884669,8718700,3514985,2242773,4385600,1724070,1631023,10008817,2083539,2243402,4508604,1940374,1397709,11961021,2216726,2632040,4392797,2385496,1992488,8637455,3556452,2147390,4562829
"FT0189",117.019390384282,417.450134277344,470932.9,235407.2,336189.3,627944.4,551296.6,485499.9,424561.9,278405.7,306528.7,591008.6,497290.1,376900.5,307779.2,378754.3,317601.5,609286.5,747545.7,288186.8,315840.2,184041.8,220233,586029.3,313211.2,331533.8,317346.9,276003.6,278427,597094.4,305302.5,386714.7,287132,224439.7,240805.8,576927.6,690214.4,277293.8,288998.7
"FT0191",117.055790543646,165.938049316406,542463.1,544774.1,675628.6,423688.2,732117.9,455682.8,568155,573056.5,714834,374846.4,786737.9,469391.2,555140.4,562926.4,559250,425439.2,649956.2,485388.5,546491.9,543272,651197.7,439962.3,734302.8,475155.7,556273.4,567377.8,721764.6,387094.1,783120.8,465570.2,528473.1,557763.5,591502,416807,679761,519207.4,557154
"FT0193",117.928773434753,38.1272878646851,3246646,2964394,3029450,2659933,2626797,2631048,2608413,2583989,2625475,2881036,2699166,2855687,2866548,2928692,2660468,2731231,2558694,2659246,2649107,2578564,2716243,2459877,2753184,2744294,2706279,2650835,2888266,2733027,2732536,2642101,2735176,2676212,2627030,2717412,2610716,2758505,2922992
"FT0194",117.928748157636,441.467376708984,3088955,3003983,2696880,2877214,3116934,2498309,2823635,2376479,2665096,2741521,2933554,2446883,2649221,2590596,2621806,2763081,2419174,2251383,2561677,2734422,2500859,2674590,2878326,2271138,2654405,2337659,2572012,2534324,2779193,2450246,2624927,1401751,2535509,2750800,2210008,2190420,2536578
"FT0196",117.928764899797,364.406005859375,2881760.65,1313086.2,2349856.36,2813298.02,2607001.51,2860341.41,2669457.26,2530587.6,2731056.18,2749325.3,2544777.82,2431975.79,2678444.83,3027889.64,2089629.06,2637854.5,1771502.11,2267630.97,2639323.77,2609772.06,2403779.37,2530830.32,2374862.53,2417258.61,2459759.13,2404731.36,2595637.93,2477402.05,2176026.06,2576613.14,2504532.81,482587.59,2593269.83,79546.22,2760508.7,2792489.39,2614183.19
"FT0199",118.051035044625,476.072998046875,20366576,21636769,23325371,18114382,14818439,17401214,20825763,21145290,23744207,18516607,14867399,17043931,19957769,21920164,21424636,19287393,15202671,16861398,19891282,20484916,23602736,18696011,15740790,17877528,19508629,22222471,24564803,18488958,16308435,18211199,19856338,22368175,22130747,19066534,16083678,17312846,20466120
"FT0203",118.957665932829,990.42138671875,4967947,4587473,5084173,4767821,4684374,4603371,4773479,4822749,5214572,5048900,4788698,4638917,4841149,4683976,4833942,4823398,4898134,4527104,4632219,4331266,4898155,4618549,4509484,4407216,4704494,4654601,5264139,5008138,4666432,4663661,4721263,4584402,4706495,4666047,4884055,4603880,4719359
"FT0207",119.050289207553,410.410003662109,483228,586755,581284.6,448263.3,391346.6,373023.2,457353.4,533359.4,569109.8,395918.9,404757.8,364274.2,466469.2,588068.5,519554,439157.9,355348.6,381457.7,430361.9,552646.4,586251.5,457643.2,428898.6,411687.8,443754.5,577365.5,607347.9,419442.3,418964.6,389515.9,478839.2,607757,548845,435384,375332.5,365642.6,492027.9
"FT0209",119.947055011375,393.654571533203,394646.6,594590.6,423549.6,466836.2,381796.4,347488.2,390392.6,367010.5,439007.6,375348.9,374918.2,365463.6,360990.8,388671,392534.2,441205.2,357483.2,358551.5,369240.6,507862.9,388132.1,426249.5,357309.3,378755.5,353762.9,382579.3,408525.9,417688.7,347805.8,314160.7,327488.6,385942.9,490837.6,447142.1,322382.4,311713.8,333396.7
"FT0212",120.996579359311,1309.77856445312,1946845,1529895,1987013,3638354,1758253,2047063,2614567,3286273,2491290,3744379,1483676,1695822,1728823,2319546,1271753,1670912,1705526,2192584,2141978,1578303,1396190,1772800,1917416,1831674,1454762,1406895,1811638,1733456,1743640,1381002,1701667,1751900,1474591,1717506,1144866,1350989,1575358
"FT0213",121.040766389789,164.584686279297,1969754.9,1040774.4,1750369.2,2525354.6,1604307.2,1006401.7,2070991.3,1672231.8,2171483.5,2931377,1376791.6,1165021.5,2011884.8,1884389.1,2388963,3630665.1,2023469,863060.1,2040372.8,1019711.2,1696401.8,2433833.2,1473459.4,923228.1,1943288.9,1611578.3,2075808.7,2917527.8,1290089.2,1099147.1,1985667.6,1867131.9,2389658.2,3455617.4,1967732.4,896343.7,2030460.8
"FT0215",121.05069840012,319.698715209961,96529.28,37137.61,31297.55,218880.99,54693.79,30175.36,94075.27,39005.34,29654.26,211937.2,57443.07,28039.12,78534.25,35061.23,32647.92,199004.63,46075.23,21697.77,86693.1,27191.33,35534.25,203703.63,54054.03,26455.79,85542.96,35169.69,24396.25,219662.96,61989.05,20871.98,91388.18,35085.37,29405.57,209073.33,55787.12,31349.01,100258.32
"FT0216",122.930893981534,964.244812011719,448309.7,264322.3,354620,259282.2,404372.5,508730.7,393840.1,431423,371626.2,316659.6,410965.9,470605,493730.1,353027.3,307764.3,283047.5,745979.7,525140.5,356944.2,223952.2,367900.1,248736.1,447794.3,535987.4,380530.8,434858.5,351198,314121.2,427588.6,410714.4,409510.3,349886.4,326946.5,244008.7,692644,510551,445880.8
