m.z	p.value	t.score	rt
570.37786	2.84224419036349e-4	-6.77774591912508	163.2
897.60531	2.87586663617626e-4	6.48583560708831	90
603.96571	2.89788295639064e-4	-6.80401847363956	612
145.0619	2.9473326033856e-4	6.80607734710558	507
374.03148	2.97824199983971e-4	-11.0040120053865	480
421.27262	2.97824199983971e-4	-7.55833144019513	94.2
315.0456	2.98002805746754e-4	7.18341317424242	846.6
146.09346	3.0656757455615e-4	-7.23184003062823	303
277.03304	3.0656757455615e-4	8.22472565894867	577.8
204.08779	3.0710165386201e-4	7.14525305590957	392.4
403.55593	3.0710165386201e-4	-8.51614510397123	465
305.24897	3.12021576547272e-4	6.96480413114818	84
358.12592	3.25583157599919e-4	-6.96891241430545	462
385.01713	3.25948593792915e-4	9.73485533190012	662.4
267.07378	3.30629103682596e-4	-6.9102058671392	292.8
494.00078	3.31161959463986e-4	-7.62761476825746	625.8
303.09468	3.39135458634933e-4	6.98900777093899	577.2
289.00744	3.68660292059727e-4	-10.8753048945985	430.2
244.06754	3.72170950484294e-4	8.42131156591369	441
266.08978	3.92769834138068e-4	-10.8315679341388	298.8
146.06514	4.0074358627812e-4	6.60528778510902	505.8
275.01775	4.09507615364963e-4	11.0432078155198	660
167.04375	4.24059710416674e-4	7.81690015027998	504.6
150.0561	4.24210373838131e-4	6.19966635680915	171.6
250.01007	4.33836317746493e-4	7.13821360840895	472.2
382.98024	4.42417525046127e-4	6.12346616685537	231.6
450.11642	4.46863756594598e-4	-6.12725791749194	410.4
